0.000000000000000000e+00	1.019615399999999900e+00	1.262767599999999900e+03	1.205417900000000000e-01	-2.506300800000000100e-04	-2.506300800000000100e-04	1.019615399999999900e+00
1.000000000000000000e+00	-1.025967700000000000e+00	1.263171599999999900e+03	1.205803500000000000e-01	-2.506034399999999900e-04	-2.547970600000000000e-04	-1.026119599999999900e+00
2.000000000000000000e+00	-1.030964200000000100e+00	1.263160400000000000e+03	1.205792800000000000e-01	-2.506032399999999800e-04	-3.295149600000000000e-04	-1.031581099999999900e+00
3.000000000000000000e+00	-1.015378600000000000e+00	1.263140100000000100e+03	1.205773500000000000e-01	-2.504437500000000300e-04	-6.846309000000000500e-05	-1.016768399999999900e+00
4.000000000000000000e+00	-1.019215600000000100e+00	1.264801999999999900e+03	1.207359900000000000e-01	-2.503037099999999900e-04	-1.343249300000000100e-04	-1.021695000000000000e+00
5.000000000000000000e+00	-1.022480099999999900e+00	1.266149200000000100e+03	1.208645899999999900e-01	-2.493480900000000000e-04	-2.572233999999999700e-04	-1.026363300000000100e+00
6.000000000000000000e+00	-5.177387500000000000e-03	1.267391100000000100e+03	1.209831400000000000e-01	-2.504870300000000200e-04	-2.568368399999999800e-04	-5.178911399999999700e-03
7.000000000000000000e+00	1.012687399999999900e+00	1.268920000000000100e+03	1.211290899999999900e-01	-2.495296100000000200e-04	-5.347265799999999900e-05	1.020299099999999900e+00
8.000000000000000000e+00	1.011108799999999900e+00	1.270677799999999900e+03	1.212968800000000000e-01	-2.496970000000000000e-04	1.555385299999999800e-05	1.021043399999999900e+00
9.000000000000000000e+00	-1.009918700000000100e+00	1.272813300000000000e+03	1.215007400000000000e-01	-2.496439400000000100e-04	-4.749481999999999900e-05	-1.022500000000000000e+00
1.000000000000000000e+01	-1.010401099999999900e+00	1.275234200000000100e+03	1.217318300000000000e-01	-2.502116400000000100e-04	-2.455557300000000100e-04	-1.025944800000000000e+00
1.100000000000000000e+01	-1.010344100000000000e+00	1.277623800000000100e+03	1.219599400000000000e-01	-2.501938599999999900e-04	-4.821460799999999800e-04	-1.029160700000000000e+00
1.200000000000000000e+01	9.902459900000000200e-01	1.280296599999999900e+03	1.222150700000000000e-01	-2.500796299999999800e-04	-5.339308800000000100e-04	1.012482200000000000e+00
1.300000000000000000e+01	9.913629999999999900e-01	1.283472800000000000e+03	1.225182799999999900e-01	-2.499723500000000100e-04	-1.419093099999999900e-04	1.017472699999999900e+00
1.400000000000000000e+01	-6.999519699999999900e-03	1.286743199999999900e+03	1.228304600000000000e-01	-2.499475500000000100e-04	-4.567272200000000200e-04	-7.099925499999999700e-03
1.500000000000000000e+01	9.764822100000000200e-01	1.290434800000000000e+03	1.231828500000000000e-01	-2.507437400000000200e-04	-7.575768099999999500e-04	1.011131800000000000e+00
1.600000000000000000e+01	9.699918600000000400e-01	1.294336200000000000e+03	1.235552800000000000e-01	-2.497293899999999800e-04	-9.536193300000000400e-04	1.009355400000000000e+00
1.700000000000000000e+01	-9.759837000000000100e-01	1.298693500000000100e+03	1.239712199999999900e-01	-2.504967799999999800e-04	3.652291900000000100e-04	-1.020689800000000000e+00
1.800000000000000000e+01	-9.814426499999999700e-01	1.302852699999999900e+03	1.243682500000000000e-01	-2.506225900000000100e-04	-8.851126999999999900e-04	-1.031662300000000000e+00
1.900000000000000000e+01	-9.663833200000000500e-01	1.307732800000000000e+03	1.248340899999999900e-01	-2.505019099999999700e-04	2.255792500000000100e-04	-1.022144699999999900e+00
2.000000000000000000e+01	-9.708042099999999500e-01	1.312694199999999900e+03	1.253076999999999900e-01	-2.504390300000000200e-04	-1.119173700000000000e-03	-1.032700900000000000e+00
2.100000000000000000e+01	-9.547039800000000100e-01	1.317384000000000000e+03	1.257553800000000000e-01	-2.497512500000000200e-04	2.094757099999999900e-04	-1.022706799999999900e+00
2.200000000000000000e+01	9.419185799999999500e-01	1.323133200000000000e+03	1.263041900000000100e-01	-2.498224400000000000e-04	-2.647223100000000100e-04	1.015998900000000000e+00
2.300000000000000000e+01	9.390644700000000400e-01	1.328937100000000100e+03	1.268582199999999900e-01	-2.498260300000000200e-04	3.448519500000000200e-04	1.020016100000000100e+00
2.400000000000000000e+01	-3.265416299999999800e-03	1.335055100000000000e+03	1.274422400000000100e-01	-2.498478200000000100e-04	-1.628891000000000000e-05	-3.567190799999999900e-03
2.500000000000000000e+01	-9.250703799999999700e-01	1.342066100000000000e+03	1.281114999999999900e-01	-2.511218500000000000e-04	5.810948199999999700e-04	-1.020973200000000000e+00
2.600000000000000000e+01	-9.263498799999999600e-01	1.348893600000000100e+03	1.287632400000000000e-01	-2.509626800000000200e-04	-9.528171199999999600e-04	-1.030193900000000000e+00
2.700000000000000000e+01	-7.103505799999999800e-03	1.355637099999999900e+03	1.294069599999999900e-01	-2.501217099999999900e-04	-6.933709099999999500e-04	-7.619160800000000100e-03
2.800000000000000000e+01	-9.073310399999999800e-01	1.363159900000000100e+03	1.301250800000000000e-01	-2.500412899999999800e-04	-4.697540899999999800e-04	-1.027366199999999900e+00
2.900000000000000000e+01	-7.032419600000000000e-03	1.370978100000000000e+03	1.308713900000000000e-01	-2.498684099999999700e-04	-7.346094399999999800e-04	-7.633344799999999600e-03
3.000000000000000000e+01	-8.862077200000000300e-01	1.379222199999999900e+03	1.316583600000000000e-01	-2.503207600000000000e-04	2.540584099999999700e-04	-1.023451200000000000e+00
3.100000000000000000e+01	-4.857210300000000400e-03	1.387653399999999900e+03	1.324631800000000100e-01	-2.498077400000000300e-04	-3.315169900000000200e-04	-5.467388299999999800e-03
3.200000000000000000e+01	-2.981287699999999800e-03	1.396494400000000000e+03	1.333071300000000000e-01	-2.497680900000000000e-04	5.318049000000000300e-05	-3.548700900000000000e-03
3.300000000000000000e+01	-8.605805300000000100e-01	1.405820200000000100e+03	1.341973599999999900e-01	-2.495262900000000000e-04	-2.212516500000000000e-04	-1.025980900000000000e+00
3.400000000000000000e+01	8.423443400000000200e-01	1.415385900000000000e+03	1.351104900000000000e-01	-2.506065599999999900e-04	-2.198599199999999900e-04	1.016199200000000000e+00
3.500000000000000000e+01	8.257924199999999700e-01	1.424575599999999900e+03	1.359877200000000100e-01	-2.501917500000000200e-04	-1.774140600000000000e-03	1.009348700000000100e+00
3.600000000000000000e+01	-8.302373400000000500e-01	1.435788399999999900e+03	1.370580800000000000e-01	-2.505620700000000100e-04	-2.386138799999999900e-04	-1.026056400000000100e+00
3.700000000000000000e+01	-5.746141600000000000e-03	1.446482299999999900e+03	1.380789000000000000e-01	-2.499372100000000200e-04	-6.731810099999999800e-04	-6.687670500000000300e-03
3.800000000000000000e+01	7.992646399999999700e-01	1.457715300000000100e+03	1.391511900000000100e-01	-2.502229100000000300e-04	-5.892039600000000200e-04	1.014741700000000100e+00
3.900000000000000000e+01	-7.952065099999999800e-01	1.469302100000000100e+03	1.402572400000000100e-01	-2.503669800000000100e-04	3.994586500000000000e-04	-1.023563100000000100e+00
4.000000000000000000e+01	-7.891612900000000200e-01	1.481396700000000000e+03	1.414117699999999900e-01	-2.500540500000000100e-04	-1.082668400000000100e-03	-1.029268400000000100e+00
4.100000000000000000e+01	-2.601531099999999800e-03	1.493853699999999900e+03	1.426009000000000000e-01	-2.503188200000000000e-04	1.377020399999999900e-04	-3.566765100000000000e-03
4.200000000000000000e+01	-7.555292399999999900e-01	1.505850300000000100e+03	1.437460700000000000e-01	-2.497067800000000100e-04	1.870631900000000100e-03	-1.018349200000000100e+00
4.300000000000000000e+01	-7.479465600000000400e-01	1.520199599999999900e+03	1.451158400000000000e-01	-2.497262699999999800e-04	5.660778600000000400e-04	-1.023215700000000000e+00
4.400000000000000000e+01	-7.398558100000000000e-01	1.534340500000000000e+03	1.464657100000000000e-01	-2.502641000000000200e-04	-7.463423100000000500e-04	-1.027799900000000000e+00
4.500000000000000000e+01	-7.312594599999999700e-01	1.548206300000000100e+03	1.477893100000000100e-01	-2.498044699999999700e-04	-2.037312999999999800e-03	-1.032119700000000000e+00
4.600000000000000000e+01	-2.160108500000000200e-03	1.563678500000000000e+03	1.492662700000000100e-01	-2.496360099999999800e-04	2.454229900000000200e-04	-3.363741200000000000e-03
4.700000000000000000e+01	6.874394600000000000e-01	1.578489499999999900e+03	1.506801000000000100e-01	-2.504646500000000000e-04	-2.086721900000000000e-03	1.010215899999999900e+00
4.800000000000000000e+01	-2.463685600000000000e-03	1.595111500000000000e+03	1.522668100000000000e-01	-2.500810300000000200e-04	1.254107400000000000e-04	-3.821203100000000000e-03
4.900000000000000000e+01	6.681273899999999900e-01	1.611601500000000000e+03	1.538409100000000000e-01	-2.504173700000000000e-04	3.589101099999999800e-04	1.017982400000000000e+00
5.000000000000000000e+01	-6.607905400000000400e-01	1.628923000000000000e+03	1.554944000000000000e-01	-2.505557799999999900e-04	-6.303872599999999800e-04	-1.027256299999999900e+00
5.100000000000000000e+01	-6.492208600000000100e-01	1.646185400000000100e+03	1.571422399999999900e-01	-2.502087800000000000e-04	-1.523199600000000000e-03	-1.029741199999999900e+00
5.200000000000000000e+01	6.228329200000000100e-01	1.664201399999999900e+03	1.588620199999999900e-01	-2.500454699999999700e-04	-1.257384199999999900e-03	1.013257700000000000e+00
5.300000000000000000e+01	-4.632881800000000400e-03	1.683349800000000000e+03	1.606898900000000000e-01	-2.496890299999999800e-04	-8.398502399999999700e-04	-6.583663400000000200e-03
5.400000000000000000e+01	-6.116220799999999600e-01	1.701070600000000000e+03	1.623814899999999900e-01	-2.504382799999999800e-04	-3.716775199999999900e-03	-1.035437900000000000e+00
5.500000000000000000e+01	5.818613599999999900e-01	1.723010600000000100e+03	1.644758600000000000e-01	-2.502775300000000300e-04	-5.708951300000000000e-04	1.015259600000000000e+00
5.600000000000000000e+01	-4.186672899999999700e-03	1.743687300000000100e+03	1.664496100000000000e-01	-2.498972300000000100e-04	-7.749741999999999600e-04	-6.338045700000000300e-03
5.700000000000000000e+01	5.502295800000000000e-01	1.764858700000000000e+03	1.684706000000000000e-01	-2.496662499999999800e-04	-1.604647600000000000e-03	1.012735600000000100e+00
