   0.00254	       141
    0.0108	       140
    0.0193	       132
    0.0241	       125
    0.0327	       110
    0.0419	      86.8
    0.0517	      48.2
    0.0533	      30.4
    0.0587	      7.36
    0.0587	     0.613

