    0.0457	      20.9
    0.0504	      20.9
    0.0561	      21.5
    0.0625	      22.4
    0.0695	        23
    0.0764	      23.9
    0.0815	      25.2
    0.0878	      25.5
    0.0993	      26.4
     0.105	      25.5
     0.112	      23.9
     0.121	      22.1
     0.128	        19
      0.14	      17.2
     0.153	      14.7
      0.16	      13.5
      0.17	      13.2
     0.179	        12
     0.193	      10.4
     0.204	      10.1
     0.207	      11.3

