1.148766699999999900e+03	1.000000000000000000e+00
1.150599999999999900e+03	2.000000000000000000e+00
1.150599999999999900e+03	3.000000000000000000e+00
1.151000000000000000e+03	4.000000000000000000e+00
1.152599999999999900e+03	5.000000000000000000e+00
1.154200000000000000e+03	6.000000000000000000e+00
1.155000000000000000e+03	7.000000000000000000e+00
1.159000000000000000e+03	8.000000000000000000e+00
1.160599999999999900e+03	9.000000000000000000e+00
1.165000000000000000e+03	1.000000000000000000e+01
1.169000000000000000e+03	1.100000000000000000e+01
1.171400000000000100e+03	1.200000000000000000e+01
1.175800000000000000e+03	1.300000000000000000e+01
1.181000000000000000e+03	1.400000000000000000e+01
1.184766699999999900e+03	1.500000000000000000e+01
1.190366700000000000e+03	1.600000000000000000e+01
1.195966699999999900e+03	1.700000000000000000e+01
1.201400000000000100e+03	1.800000000000000000e+01
1.207800000000000000e+03	1.900000000000000000e+01
1.215400000000000100e+03	2.000000000000000000e+01
1.221700000000000000e+03	2.100000000000000000e+01
1.230099999999999900e+03	2.200000000000000000e+01
1.238033300000000100e+03	2.300000000000000000e+01
1.237566700000000100e+03	2.300000000000000000e+01
1.246900000000000100e+03	2.400000000000000000e+01
1.255000000000000000e+03	2.500000000000000000e+01
1.268266699999999900e+03	2.600000000000000000e+01
1.277766699999999900e+03	2.700000000000000000e+01
1.288500000000000000e+03	2.800000000000000000e+01
1.302099999999999900e+03	2.900000000000000000e+01
1.314000000000000000e+03	3.000000000000000000e+01
1.326366700000000000e+03	3.100000000000000000e+01
1.339733300000000100e+03	3.200000000000000000e+01
1.354433299999999900e+03	3.300000000000000000e+01
1.369833300000000000e+03	3.400000000000000000e+01
1.386000000000000000e+03	3.500000000000000000e+01
1.402566700000000100e+03	3.600000000000000000e+01
1.421599999999999900e+03	3.700000000000000000e+01
1.441866700000000000e+03	3.800000000000000000e+01
1.461900000000000100e+03	3.900000000000000000e+01
1.490266699999999900e+03	4.000000000000000000e+01
1.516099999999999900e+03	4.100000000000000000e+01
1.542400000000000100e+03	4.200000000000000000e+01
1.571066700000000100e+03	4.300000000000000000e+01
1.600400000000000100e+03	4.400000000000000000e+01
1.632800000000000000e+03	4.500000000000000000e+01
1.666099999999999900e+03	4.600000000000000000e+01
1.703066700000000100e+03	4.700000000000000000e+01
1.741333300000000000e+03	4.800000000000000000e+01
1.782433299999999900e+03	4.900000000000000000e+01
1.815000000000000000e+03	5.000000000000000000e+01
1.872166700000000000e+03	5.100000000000000000e+01
1.911666700000000000e+03	5.200000000000000000e+01
1.975800000000000000e+03	5.300000000000000000e+01
2.033000000000000000e+03	5.400000000000000000e+01
2.085000000000000000e+03	5.500000000000000000e+01
2.152833299999999800e+03	5.600000000000000000e+01
2.236666700000000200e+03	5.700000000000000000e+01
2.318840000000000100e+03	5.800000000000000000e+01
2.409119999999999900e+03	5.900000000000000000e+01
2.510219999999999800e+03	6.000000000000000000e+01
2.617243300000000100e+03	6.100000000000000000e+01
2.717566699999999900e+03	6.200000000000000000e+01
2.854320000000000200e+03	6.300000000000000000e+01
2.979466699999999900e+03	6.400000000000000000e+01
3.109833299999999800e+03	6.500000000000000000e+01
3.231666700000000200e+03	6.600000000000000000e+01
3.377000000000000000e+03	6.700000000000000000e+01
3.514599999999999900e+03	6.800000000000000000e+01
3.658599999999999900e+03	6.900000000000000000e+01
3.799166700000000200e+03	7.000000000000000000e+01
3.953840000000000100e+03	7.100000000000000000e+01
4.089000000000000000e+03	7.200000000000000000e+01
4.283600000000000400e+03	7.300000000000000000e+01
4.275333300000000200e+03	7.300000000000000000e+01
4.482433299999999700e+03	7.400000000000000000e+01
4.737600000000000400e+03	7.500000000000000000e+01
5.105399999999999600e+03	7.600000000000000000e+01
5.621260000000000200e+03	7.700000000000000000e+01
