  0.0000000e+000	  1.0622895e+007	
  2.1978022e-002	  1.0623062e+007	
  4.3956044e-002	  1.0623311e+007	
  6.5934066e-002	  1.0623884e+007	
  8.7912088e-002	  1.0624539e+007	
  1.0989011e-001	  1.0625452e+007	
  1.3186813e-001	  1.0626359e+007	
  1.5384615e-001	  1.0627664e+007	
  1.7582418e-001	  1.0628766e+007	
  1.9780220e-001	  1.0630350e+007	
  2.1978022e-001	  1.0631578e+007	
  2.4175824e-001	  1.0633292e+007	
  2.6373626e-001	  1.0634546e+007	
  2.8571429e-001	  1.0636249e+007	
  3.0769231e-001	  1.0637332e+007	
  3.2967033e-001	  1.0638938e+007	
  3.5164835e-001	  1.0639811e+007	
  3.7362637e-001	  1.0641346e+007	
  3.9560440e-001	  1.0642069e+007	
  4.1758242e-001	  1.0643393e+007	
  4.3956044e-001	  1.0643799e+007	
  4.6153846e-001	  1.0644808e+007	
  4.8351648e-001	  1.0644755e+007	
  5.0549451e-001	  1.0645329e+007	
  5.2747253e-001	  1.0644772e+007	
  5.4945055e-001	  1.0644879e+007	
  5.7142857e-001	  1.0643849e+007	
  5.9340659e-001	  1.0643531e+007	
  6.1538462e-001	  1.0642153e+007	
  6.3736264e-001	  1.0641463e+007	
  6.5934066e-001	  1.0639850e+007	
  6.8131868e-001	  1.0638997e+007	
  7.0329670e-001	  1.0637296e+007	
  7.2527473e-001	  1.0636364e+007	
  7.4725275e-001	  1.0634667e+007	
  7.6923077e-001	  1.0633432e+007	
  7.9120879e-001	  1.0631623e+007	
  8.1318681e-001	  1.0630369e+007	
  8.3516484e-001	  1.0628754e+007	
  8.5714286e-001	  1.0627524e+007	
  8.7912088e-001	  1.0626209e+007	
  9.0109890e-001	  1.0625184e+007	
  9.2307692e-001	  1.0624111e+007	
  9.4505495e-001	  1.0623476e+007	
  9.6703297e-001	  1.0622868e+007	
  9.8901099e-001	  1.0622551e+007	
  1.0109890e+000	  1.0622378e+007	
  1.0329670e+000	  1.0622485e+007	
  1.0549451e+000	  1.0622735e+007	
  1.0769231e+000	  1.0623273e+007	
  1.0989011e+000	  1.0623992e+007	
  1.1208791e+000	  1.0624905e+007	
  1.1428571e+000	  1.0625910e+007	
  1.1648352e+000	  1.0627278e+007	
  1.1868132e+000	  1.0628503e+007	
  1.2087912e+000	  1.0630135e+007	
  1.2307692e+000	  1.0631398e+007	
  1.2527473e+000	  1.0633165e+007	
  1.2747253e+000	  1.0634338e+007	
  1.2967033e+000	  1.0636112e+007	
  1.3186813e+000	  1.0637155e+007	
  1.3406593e+000	  1.0638829e+007	
  1.3626374e+000	  1.0639692e+007	
  1.3846154e+000	  1.0641341e+007	
  1.4065934e+000	  1.0642048e+007	
  1.4285714e+000	  1.0643448e+007	
  1.4505495e+000	  1.0643849e+007	
  1.4725275e+000	  1.0644890e+007	
  1.4945055e+000	  1.0644829e+007	
  1.5164835e+000	  1.0645455e+007	
  1.5384615e+000	  1.0644934e+007	
  1.5604396e+000	  1.0645074e+007	
  1.5824176e+000	  1.0644127e+007	
  1.6043956e+000	  1.0643781e+007	
  1.6263736e+000	  1.0642496e+007	
  1.6483516e+000	  1.0641757e+007	
  1.6703297e+000	  1.0640162e+007	
  1.6923077e+000	  1.0639274e+007	
  1.7142857e+000	  1.0637625e+007	
  1.7362637e+000	  1.0636504e+007	
  1.7582418e+000	  1.0634803e+007	
  1.7802198e+000	  1.0633501e+007	
  1.8021978e+000	  1.0631770e+007	
  1.8241758e+000	  1.0630449e+007	
  1.8461538e+000	  1.0628871e+007	
  1.8681319e+000	  1.0627648e+007	
  1.8901099e+000	  1.0626315e+007	
  1.9120879e+000	  1.0625342e+007	
  1.9340659e+000	  1.0624402e+007	
  1.9560440e+000	  1.0623744e+007	
  1.9780220e+000	  1.0623359e+007	
  2.0000000e+000	  1.0622993e+007	
