  0.0000000e+000	  5.9522353e+005	
  2.1978022e-002	  5.9186670e+005	
  4.3956044e-002	  5.8348204e+005	
  6.5934066e-002	  5.7975649e+005	
  8.7912088e-002	  5.7863905e+005	
  1.0989011e-001	  5.7689170e+005	
  1.3186813e-001	  5.7665655e+005	
  1.5384615e-001	  5.5738716e+005	
  1.7582418e-001	  5.4134442e+005	
  1.9780220e-001	  5.3411208e+005	
  2.1978022e-001	  5.2996607e+005	
  2.4175824e-001	  5.2363878e+005	
  2.6373626e-001	  5.0883340e+005	
  2.8571429e-001	  4.9672634e+005	
  3.0769231e-001	  4.8644094e+005	
  3.2967033e-001	  4.7805521e+005	
  3.5164835e-001	  4.6967288e+005	
  3.7362637e-001	  4.6473215e+005	
  3.9560440e-001	  4.6406487e+005	
  4.1758242e-001	  4.6079915e+005	
  4.3956044e-001	  4.5718963e+005	
  4.6153846e-001	  4.5187223e+005	
  4.8351648e-001	  4.4717574e+005	
  5.0549451e-001	  4.4526948e+005	
  5.2747253e-001	  4.4606438e+005	
  5.4945055e-001	  4.5114986e+005	
  5.7142857e-001	  4.5602099e+005	
  5.9340659e-001	  4.6001664e+005	
  6.1538462e-001	  4.6196084e+005	
  6.3736264e-001	  4.6374111e+005	
  6.5934066e-001	  4.6886864e+005	
  6.8131868e-001	  4.7746109e+005	
  7.0329670e-001	  4.8374655e+005	
  7.2527473e-001	  4.9495121e+005	
  7.4725275e-001	  5.0794742e+005	
  7.6923077e-001	  5.2173356e+005	
  7.9120879e-001	  5.2877265e+005	
  8.1318681e-001	  5.3428370e+005	
  8.3516484e-001	  5.4150356e+005	
  8.5714286e-001	  5.5710847e+005	
  8.7912088e-001	  5.7768719e+005	
  9.0109890e-001	  5.7806679e+005	
  9.2307692e-001	  5.7832950e+005	
  9.4505495e-001	  5.7983701e+005	
  9.6703297e-001	  5.8312039e+005	
  9.8901099e-001	  5.9084930e+005	
  1.0109890e+000	  5.9580451e+005	
  1.0329670e+000	  5.9058958e+005	
  1.0549451e+000	  5.8190609e+005	
  1.0769231e+000	  5.8062356e+005	
  1.0989011e+000	  5.7933259e+005	
  1.1208791e+000	  5.7814773e+005	
  1.1428571e+000	  5.7731928e+005	
  1.1648352e+000	  5.5747942e+005	
  1.1868132e+000	  5.4163551e+005	
  1.2087912e+000	  5.3497409e+005	
  1.2307692e+000	  5.3003680e+005	
  1.2527473e+000	  5.2504276e+005	
  1.2747253e+000	  5.1036578e+005	
  1.2967033e+000	  4.9720880e+005	
  1.3186813e+000	  4.8703722e+005	
  1.3406593e+000	  4.7902529e+005	
  1.3626374e+000	  4.7043664e+005	
  1.3846154e+000	  4.6514720e+005	
  1.4065934e+000	  4.6252092e+005	
  1.4285714e+000	  4.6008116e+005	
  1.4505495e+000	  4.5740730e+005	
  1.4725275e+000	  4.5157426e+005	
  1.4945055e+000	  4.4650852e+005	
  1.5164835e+000	  4.4525364e+005	
  1.5384615e+000	  4.4723993e+005	
  1.5604396e+000	  4.5219658e+005	
  1.5824176e+000	  4.5639653e+005	
  1.6043956e+000	  4.6067918e+005	
  1.6263736e+000	  4.6292556e+005	
  1.6483516e+000	  4.6480828e+005	
  1.6703297e+000	  4.6973177e+005	
  1.6923077e+000	  4.7632136e+005	
  1.7142857e+000	  4.8524778e+005	
  1.7362637e+000	  4.9562049e+005	
  1.7582418e+000	  5.0818183e+005	
  1.7802198e+000	  5.2304282e+005	
  1.8021978e+000	  5.3066619e+005	
  1.8241758e+000	  5.3648913e+005	
  1.8461538e+000	  5.4285083e+005	
  1.8681319e+000	  5.5879758e+005	
  1.8901099e+000	  5.7668368e+005	
  1.9120879e+000	  5.7763258e+005	
  1.9340659e+000	  5.7782823e+005	
  1.9560440e+000	  5.7982586e+005	
  1.9780220e+000	  5.8267173e+005	
  2.0000000e+000	  5.9122493e+005	
