1.000000000000000000e+00	-2.422404815999999900e+01	1.486542112500000000e+03	5.349999999999999700e-03
2.000000000000000000e+00	-2.328180815999999700e+01	1.474351000000000100e+03	6.349999999999999700e-03
3.000000000000000000e+00	-2.233956815999999900e+01	1.464604724999999900e+03	7.570000000000000300e-03
4.000000000000000000e+00	-2.139732815999999700e+01	1.452048912499999900e+03	8.640000000000000100e-03
5.000000000000000000e+00	-2.045508815999999900e+01	1.439213025000000000e+03	1.040000000000000000e-02
6.000000000000000000e+00	-1.951284815999999700e+01	1.433671912500000000e+03	1.060000000000000000e-02
7.000000000000000000e+00	-1.857060815999999900e+01	1.426146712499999900e+03	1.069999999999999900e-02
8.000000000000000000e+00	-1.762836815999999700e+01	1.418450962500000100e+03	1.190000000000000100e-02
9.000000000000000000e+00	-1.668612815999999900e+01	1.412189287500000100e+03	1.220000000000000100e-02
1.000000000000000000e+01	-1.574388815999999900e+01	1.404058974999999900e+03	1.210000000000000000e-02
1.100000000000000000e+01	-1.480164815999999900e+01	1.394407087500000000e+03	1.200000000000000000e-02
1.200000000000000000e+01	-1.385940815999999900e+01	1.389986587500000000e+03	1.140000000000000000e-02
1.300000000000000000e+01	-1.291716815999999900e+01	1.381601100000000100e+03	1.090000000000000000e-02
1.400000000000000000e+01	-1.197492815999999900e+01	1.377721937500000000e+03	1.040000000000000000e-02
1.500000000000000000e+01	-1.103268815999999900e+01	1.374141787500000000e+03	9.879999999999999900e-03
1.600000000000000000e+01	-1.009044815999999900e+01	1.369672012500000200e+03	8.160000000000000600e-03
1.700000000000000000e+01	-9.148208159999999400e+00	1.365671212500000100e+03	7.519999999999999800e-03
1.800000000000000000e+01	-8.205968159999999400e+00	1.361222587500000100e+03	7.539999999999999800e-03
1.900000000000000000e+01	-7.263728159999999400e+00	1.359553574999999900e+03	6.790000000000000000e-03
2.000000000000000000e+01	-6.321488159999999500e+00	1.356698250000000100e+03	6.040000000000000200e-03
2.100000000000000000e+01	-5.379248159999999500e+00	1.353315787500000200e+03	4.649999999999999600e-03
2.200000000000000000e+01	-4.437008159999999500e+00	1.351664550000000000e+03	3.939999999999999900e-03
2.300000000000000000e+01	-3.494768159999999600e+00	1.349130562500000000e+03	2.810000000000000000e-03
2.400000000000000000e+01	-2.552528159999999600e+00	1.348848074999999900e+03	2.249999999999999800e-03
2.500000000000000000e+01	-1.610288159999999600e+00	1.347989137500000000e+03	1.340000000000000000e-03
2.600000000000000000e+01	-6.680481599999996700e-01	1.347010375000000100e+03	5.590000000000000400e-04
2.700000000000000000e+01	2.741918400000003500e-01	1.349290762499999800e+03	1.579999999999999900e-04
2.800000000000000000e+01	1.216431840000000300e+00	1.349217612500000100e+03	7.910000000000000400e-04
2.900000000000000000e+01	2.158671840000000200e+00	1.347498525000000000e+03	1.600000000000000100e-03
3.000000000000000000e+01	3.100911840000000200e+00	1.349776912500000000e+03	2.300000000000000000e-03
3.100000000000000000e+01	4.043151840000000200e+00	1.351443450000000000e+03	3.170000000000000100e-03
3.200000000000000000e+01	4.985391840000000100e+00	1.352922975000000000e+03	3.779999999999999900e-03
3.300000000000000000e+01	5.927631840000000100e+00	1.355388375000000000e+03	4.429999999999999900e-03
3.400000000000000000e+01	6.869871840000000100e+00	1.357926712500000100e+03	4.930000000000000400e-03
3.500000000000000000e+01	7.812111840000000000e+00	1.360274474999999900e+03	5.309999999999999600e-03
3.600000000000000000e+01	8.754351840000000000e+00	1.364218837500000100e+03	5.230000000000000300e-03
3.700000000000000000e+01	9.696591840000000000e+00	1.367453437500000100e+03	5.649999999999999600e-03
3.800000000000000000e+01	1.063883184000000000e+01	1.371919200000000000e+03	6.559999999999999900e-03
3.900000000000000000e+01	1.158107184000000000e+01	1.375153050000000100e+03	6.749999999999999900e-03
4.000000000000000000e+01	1.252331184000000000e+01	1.380668250000000200e+03	6.749999999999999900e-03
4.100000000000000000e+01	1.346555184000000000e+01	1.387798837500000000e+03	6.779999999999999600e-03
4.200000000000000000e+01	1.440779184000000000e+01	1.392833024999999900e+03	6.389999999999999800e-03
4.300000000000000000e+01	1.535003184000000000e+01	1.401265650000000100e+03	6.089999999999999900e-03
4.400000000000000000e+01	1.629227184000000200e+01	1.410001537500000000e+03	5.280000000000000000e-03
4.500000000000000000e+01	1.723451184000000000e+01	1.424775000000000100e+03	4.780000000000000400e-03
4.600000000000000000e+01	1.817675184000000100e+01	1.417152587500000000e+03	3.720000000000000200e-03
4.700000000000000000e+01	1.911899184000000000e+01	1.419238087500000100e+03	3.140000000000000000e-03
4.700000000000000000e+01	1.911899184000000000e+01	1.434286875000000000e+03	4.029999999999999700e-03
4.800000000000000000e+01	2.006123184000000100e+01	1.426281162499999900e+03	3.559999999999999800e-03
4.800000000000000000e+01	2.006123184000000100e+01	1.443209975000000000e+03	4.000000000000000100e-03
4.900000000000000000e+01	2.100347184000000000e+01	1.430852587500000000e+03	3.089999999999999900e-03
4.900000000000000000e+01	2.100347184000000000e+01	1.449225525000000100e+03	3.919999999999999900e-03
5.000000000000000000e+01	2.194571184000000100e+01	1.443849175000000100e+03	2.990000000000000000e-03
5.000000000000000000e+01	2.194571184000000100e+01	1.462805450000000100e+03	3.700000000000000200e-03
5.100000000000000000e+01	2.288795183999999900e+01	1.457165437499999800e+03	3.239999999999999800e-03
5.100000000000000000e+01	2.288795183999999900e+01	1.476028987500000100e+03	3.140000000000000000e-03
5.200000000000000000e+01	2.383019184000000100e+01	1.468308562500000100e+03	2.729999999999999800e-03
