Run	FFreq	FAmp	TRuox	TCx
1.000000000000000000e+00	1.321520000000000000e+03	4.391500000000000200e-04	0.000000000000000000e+00	0.000000000000000000e+00
2.000000000000000000e+00	1.323450000000000000e+03	4.306800000000000200e-04	0.000000000000000000e+00	0.000000000000000000e+00
3.000000000000000000e+00	1.320339999999999900e+03	4.555200000000000000e-04	3.601712218853606000e-01	9.309980431430348700e-04
4.000000000000000000e+00	1.326280000000000000e+03	5.317699999999999900e-04	3.602212830056473200e-01	8.986304497990204900e-04
5.000000000000000000e+00	1.317960000000000000e+03	4.613800000000000000e-04	3.399561937304510500e-01	7.401946617105803300e-04
6.000000000000000000e+00	1.318970000000000000e+03	3.450099999999999800e-04	3.302210907437908000e-01	6.105603984393033500e-03
7.000000000000000000e+00	1.328650000000000100e+03	4.533599999999999800e-04	0.000000000000000000e+00	0.000000000000000000e+00
8.000000000000000000e+00	1.320940000000000100e+03	2.455599999999999700e-04	1.086563457249125200e+00	1.657714713534516300e-02
9.000000000000000000e+00	1.326730000000000000e+03	1.330500000000000100e-04	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+01	1.323309999999999900e+03	1.299600000000000100e-04	1.348992209996341600e+00	3.470509194511540200e-03
1.100000000000000000e+01	1.313339999999999900e+03	2.301000000000000100e-04	1.354759439897309100e+00	2.491990430430880500e-03
1.200000000000000000e+01	1.312809999999999900e+03	1.761199999999999900e-04	1.354858088449972100e+00	2.223125769937168500e-03
1.300000000000000000e+01	1.324500000000000000e+03	1.631299999999999900e-04	1.588000000000000100e+00	1.000000000000000000e-03
1.400000000000000000e+01	1.324900000000000100e+03	1.357200000000000100e-04	1.587000000000000000e+00	4.000000000000000100e-03
1.500000000000000000e+01	1.337750000000000000e+03	1.124200000000000000e-04	0.000000000000000000e+00	0.000000000000000000e+00
1.600000000000000000e+01	1.316859999999999900e+03	1.345800000000000000e-04	0.000000000000000000e+00	0.000000000000000000e+00
1.900000000000000000e+01	1.323329999999999900e+03	3.913899999999999800e-04	0.000000000000000000e+00	0.000000000000000000e+00
2.000000000000000000e+01	1.324640000000000100e+03	3.640800000000000200e-04	4.430560579347373500e-01	2.468592066058375700e-03
2.100000000000000000e+01	1.324540000000000000e+03	2.958200000000000200e-04	6.479378599028348100e-01	8.359255885819992800e-04
2.200000000000000000e+01	1.330710000000000000e+03	3.191100000000000000e-04	6.534261628124851100e-01	2.402811279307896200e-03
2.300000000000000000e+01	1.317849999999999900e+03	3.059499999999999800e-04	6.667835059603078900e-01	7.608055890428526100e-04
2.400000000000000000e+01	1.324940000000000100e+03	2.838599999999999800e-04	6.704744266705874300e-01	2.057866119610844900e-03
2.500000000000000000e+01	1.322609999999999900e+03	1.874199999999999900e-04	9.112415440646504100e-01	7.720374895454666000e-04
2.600000000000000000e+01	1.331010000000000000e+03	2.088200000000000000e-04	9.161271855280949100e-01	2.888425834665858200e-03
2.700000000000000000e+01	1.319180000000000100e+03	1.409399999999999900e-04	1.150465404116826700e+00	3.952637068295875200e-03
2.800000000000000000e+01	1.314109999999999900e+03	1.529500000000000000e-04	1.158600000503960100e+00	6.522906206909488000e-03
2.900000000000000000e+01	1.320800000000000000e+03	2.924599999999999700e-04	6.535795410546785300e-01	1.895826365273231800e-03
3.000000000000000000e+01	1.323730000000000000e+03	3.240799999999999700e-04	5.908360943667604300e-01	1.161601351813803400e-02
3.100000000000000000e+01	1.314339999999999900e+03	1.130200000000000000e-04	7.939977842866288200e-01	2.763752898948585200e-03
3.200000000000000000e+01	1.317089999999999900e+03	1.518600000000000000e-04	7.992382581951549300e-01	3.338840729685435800e-03
3.300000000000000000e+01	1.302819999999999900e+03	1.508400000000000100e-04	8.134000474966846000e-01	1.649463920672468500e-03
3.400000000000000000e+01	1.327770000000000000e+03	4.500199999999999800e-04	6.678921366200864000e-01	5.717469323742494800e-03
3.500000000000000000e+01	1.325730000000000000e+03	5.918600000000000400e-04	6.866794808667021600e-01	9.910669693282822200e-04
3.600000000000000000e+01	1.328240000000000000e+03	2.790399999999999800e-04	6.904897887051250100e-01	1.988582787966902700e-03
3.700000000000000000e+01	1.325140000000000100e+03	3.680800000000000100e-04	5.065215678302788000e-01	1.020518139336830900e-03
3.800000000000000000e+01	1.324839999999999900e+03	3.691999999999999800e-04	5.083286236761263000e-01	7.583556756002456100e-04
3.900000000000000000e+01	1.323579999999999900e+03	3.436100000000000000e-04	5.359614016985421200e-01	1.116988569907252600e-03
4.000000000000000000e+01	1.322740000000000000e+03	3.769199999999999900e-04	5.379662271858989300e-01	1.117108354677940100e-03
4.100000000000000000e+01	1.324430000000000100e+03	3.441699999999999800e-04	5.706672313973771800e-01	2.580201797028744100e-03
4.200000000000000000e+01	1.330550000000000000e+03	2.286900000000000100e-04	5.837428339437585900e-01	8.055574758386255900e-03
4.300000000000000000e+01	1.320290000000000000e+03	3.118999999999999900e-04	6.628017642022319100e-01	3.643933714059253800e-03
4.400000000000000000e+01	1.324170000000000100e+03	2.836200000000000000e-04	6.662421788864698600e-01	1.138412815060495500e-03
