     0.551	      1.163
      1.65	      1.176
      2.76	      1.189
      4.96	      1.204
      7.17	      1.218
      9.38	      1.233
      12.1	      1.246
      15.4	      1.258
      20.4	      1.273
      24.8	      1.285
      29.8	      1.295
      35.8	      1.303
      46.9	      1.311
      56.8	      1.312
      66.7	      1.309
      76.1	      1.305
      85.5	      1.298
      94.3	      1.291
       105	      1.282
       113	      1.273
       122	      1.261
       131	      1.253
       142	      1.236
       153	      1.222
       163	      1.208
       171	      1.196
       180	      1.184
       193	      1.162
       203	      1.149
       210	      1.139
       218	      1.126
       227	      1.113
       237	      1.098
       245	      1.085
       254	      1.072
       261	      1.062
       272	      1.047
       278	      1.039
       287	      1.028
       294	       1.02
       301	      1.013

