       1.1	     0.8007
      2.21	     0.8108
      4.41	     0.8196
      6.07	      0.827
      9.38	     0.8338
      13.2	     0.8412
      16.5	      0.848
        21	     0.8534
      24.3	     0.8574
      29.2	     0.8635
      37.5	     0.8696
      44.1	     0.8743
      49.6	      0.877
      57.4	     0.8797
      66.7	     0.8811
      74.4	     0.8784
      81.6	     0.8757
      88.8	      0.873
      95.4	     0.8682
       105	     0.8628
       116	     0.8554
       124	     0.8486
       131	     0.8426
       137	     0.8372
       145	     0.8297
       152	     0.8216
       159	     0.8149
       165	     0.8081
       173	        0.8
       180	     0.7912
       187	     0.7838
       196	     0.7736
       200	     0.7682
       208	     0.7601
       218	     0.7486
       226	     0.7405
       234	     0.7311
       243	     0.7216
       251	     0.7142
       258	     0.7081
       270	     0.6966
       278	     0.6905
       286	     0.6838
       296	      0.675
       304	     0.6696

