      29.2	      1.88
      33.6	      1.93
      39.7	      1.99
      45.2	      2.04
      51.8	       2.1
      57.9	      2.15
      65.1	       2.2
      71.7	      2.25
      79.4	      2.31
      87.1	      2.34
      95.4	      2.36
       104	      2.37
       114	      2.36
       120	      2.34
       130	      2.31
       140	      2.27
       149	      2.23
       160	      2.18
       170	      2.13
       178	      2.09
       188	      2.05
       198	         2
       208	      1.95
       217	       1.9
       227	      1.86
       237	      1.81
       248	      1.76
       258	      1.72
       268	      1.67
       278	      1.63
       290	      1.59
       300	      1.54

