         0	      1.32
      2.17	      1.35
      4.88	      1.38
      7.59	      1.41
      10.3	      1.44
        13	      1.47
      16.3	       1.5
      20.6	      1.54
      24.4	      1.58
      28.2	       1.6
      31.5	      1.63
      35.3	      1.66
      39.1	      1.69
      42.9	      1.72
      47.2	      1.74
      52.6	      1.77
        57	      1.79
      62.4	      1.81
      66.7	      1.83
      72.7	      1.84
      78.1	      1.85
      86.3	      1.86
      94.4	      1.85
       102	      1.84
       111	      1.82
       120	       1.8
       128	      1.78
       136	      1.76
       143	      1.75
       150	      1.72
       157	       1.7
       165	      1.68
       172	      1.66
       180	      1.63
       188	      1.61
       199	      1.57
       207	      1.55
       215	      1.52
       224	       1.5
       232	      1.47
       240	      1.45
       247	      1.43
       258	       1.4
       265	      1.38
       274	      1.36
       285	      1.33

