         0	      1.091
     0.551	      1.112
       1.1	      1.131
      2.76	      1.149
      5.51	      1.172
      7.72	      1.188
      11.6	      1.208
        16	      1.227
      21.5	      1.241
      28.1	      1.257
      33.6	      1.268
        43	       1.28
      51.3	      1.288
      60.1	      1.292
      67.8	      1.292
      77.2	      1.286
      87.7	      1.278
      97.6	      1.268
       106	      1.257
       116	      1.243
       128	      1.227
       136	      1.216
       143	      1.204
       151	      1.192
       158	      1.182
       166	      1.169
       174	      1.154
       180	      1.146
       187	      1.134
       196	       1.12
       207	      1.101
       218	      1.084
       228	      1.068
       240	      1.049
       250	      1.035
       260	       1.02
       267	      1.008
       280	     0.9905
       289	     0.9784
       300	     0.9635

