     0.107	     0.483
      6.13	     0.423
      10.3	     0.443
      13.1	     0.489
        16	     0.439
      18.5	     0.459
      21.3	     0.536
      23.8	     0.566
        27	     0.486
      29.7	     0.513
      32.5	     0.526
      35.2	     0.539
        38	     0.563
      45.4	     0.666
        50	     0.789
      58.5	     0.752

