3.000000000000000000e+00	-2.233956815999999900e+01	1.336945350000000000e+03	3.443899999999999700e-04
4.000000000000000000e+00	-2.139732815999999700e+01	1.325876825000000100e+03	3.704700000000000200e-04
5.000000000000000000e+00	-2.045508815999999900e+01	1.322427224999999900e+03	7.474600000000000300e-04
6.000000000000000000e+00	-1.951284815999999700e+01	1.315769475000000100e+03	7.371699999999999900e-04
7.000000000000000000e+00	-1.857060815999999900e+01	1.312304587500000000e+03	8.185500000000000300e-04
8.000000000000000000e+00	-1.762836815999999700e+01	1.304373737500000100e+03	9.552000000000000200e-04
9.000000000000000000e+00	-1.668612815999999900e+01	1.300459799999999900e+03	4.069000000000000200e-04
1.000000000000000000e+01	-1.574388815999999900e+01	1.296783237500000000e+03	3.910400000000000000e-04
1.100000000000000000e+01	-1.480164815999999900e+01	1.290937912500000000e+03	1.051200000000000000e-03
1.200000000000000000e+01	-1.385940815999999900e+01	1.286206475000000000e+03	1.050100000000000000e-03
1.300000000000000000e+01	-1.291716815999999900e+01	1.281876600000000100e+03	4.260499999999999700e-04
1.400000000000000000e+01	-1.197492815999999900e+01	1.280603487500000000e+03	4.017200000000000000e-04
1.500000000000000000e+01	-1.103268815999999900e+01	1.277731425000000200e+03	4.322800000000000000e-04
1.600000000000000000e+01	-1.009044815999999900e+01	1.271984275000000000e+03	2.899900000000000100e-04
1.700000000000000000e+01	-9.148208159999999400e+00	1.269481125000000000e+03	4.249600000000000000e-04
1.800000000000000000e+01	-8.205968159999999400e+00	1.273811987500000000e+03	8.086999999999999800e-04
1.900000000000000000e+01	-7.263728159999999400e+00	1.265476125000000100e+03	8.420500000000000000e-04
2.000000000000000000e+01	-6.321488159999999500e+00	1.264303887500000200e+03	6.216499999999999600e-04
2.100000000000000000e+01	-5.379248159999999500e+00	1.267088137499999900e+03	8.442499999999999500e-04
2.200000000000000000e+01	-4.437008159999999500e+00	1.261117875000000100e+03	4.441399999999999900e-04
2.300000000000000000e+01	-3.494768159999999600e+00	1.262011800000000000e+03	3.071400000000000200e-04
2.400000000000000000e+01	-2.552528159999999600e+00	1.256663450000000000e+03	3.176899999999999800e-04
2.500000000000000000e+01	-1.610288159999999600e+00	1.258577512500000000e+03	2.475299999999999800e-04
3.000000000000000000e+01	3.100911840000000200e+00	1.257522375000000000e+03	5.545100000000000300e-04
3.100000000000000000e+01	4.043151840000000200e+00	1.264194524999999900e+03	6.894200000000000500e-04
3.200000000000000000e+01	4.985391840000000100e+00	1.262016750000000000e+03	9.338800000000000000e-04
3.300000000000000000e+01	5.927631840000000100e+00	1.269431062499999800e+03	7.024299999999999800e-04
3.400000000000000000e+01	6.869871840000000100e+00	1.264883162500000000e+03	6.795500000000000100e-04
3.500000000000000000e+01	7.812111840000000000e+00	1.270822799999999900e+03	7.885000000000000300e-04
3.600000000000000000e+01	8.754351840000000000e+00	1.273012987500000000e+03	8.478700000000000300e-04
3.700000000000000000e+01	9.696591840000000000e+00	1.277521162500000200e+03	9.799699999999999300e-04
3.800000000000000000e+01	1.063883184000000000e+01	1.277017975000000000e+03	1.120399999999999900e-03
3.900000000000000000e+01	1.158107184000000000e+01	1.280645062500000000e+03	1.213399999999999900e-03
4.000000000000000000e+01	1.252331184000000000e+01	1.280813225000000100e+03	4.913899999999999700e-04
4.100000000000000000e+01	1.346555184000000000e+01	1.289365949999999900e+03	5.332699999999999700e-04
4.200000000000000000e+01	1.440779184000000000e+01	1.292408712499999900e+03	5.110699999999999700e-04
4.300000000000000000e+01	1.535003184000000000e+01	1.297295850000000000e+03	5.275399999999999500e-04
4.400000000000000000e+01	1.629227184000000200e+01	1.301307575000000000e+03	6.149299999999999700e-04
4.500000000000000000e+01	1.723451184000000000e+01	1.313005462499999800e+03	5.062299999999999800e-04
4.600000000000000000e+01	1.817675184000000100e+01	1.316668349999999900e+03	5.583499999999999900e-04
4.700000000000000000e+01	1.911899184000000000e+01	1.318452262500000000e+03	1.095199999999999900e-03
4.800000000000000000e+01	2.006123184000000100e+01	1.319015412500000100e+03	4.906300000000000400e-04
4.900000000000000000e+01	2.100347184000000000e+01	1.326742612500000000e+03	1.202500000000000000e-03
5.000000000000000000e+01	2.194571184000000100e+01	1.334166449999999900e+03	6.228499999999999900e-04
5.200000000000000000e+01	2.383019184000000100e+01	1.350426099999999900e+03	5.790899999999999900e-04
5.300000000000000000e+01	2.477243183999999900e+01	1.357250700000000100e+03	2.612000000000000100e-04
5.600000000000000000e+01	2.759915184000000100e+01	1.380967875000000000e+03	2.385099999999999900e-04
6.400000000000000000e+01	3.513707183999999700e+01	1.472523287499999900e+03	5.035200000000000300e-04
6.500000000000000000e+01	3.607931183999999500e+01	1.487242987500000000e+03	7.820200000000000200e-04
6.700000000000000000e+01	3.796379183999999900e+01	1.510652212499999900e+03	4.300299999999999700e-04
6.800000000000000000e+01	3.890603183999999700e+01	1.525726700000000200e+03	4.489000000000000200e-04
6.900000000000000000e+01	3.984827183999999500e+01	1.533150300000000000e+03	2.831099999999999900e-04
7.000000000000000000e+01	4.079051183999999400e+01	1.548208562500000200e+03	5.847699999999999700e-04
7.100000000000000000e+01	4.173275183999999900e+01	1.572299174999999900e+03	2.837800000000000200e-04
7.200000000000000000e+01	4.267499183999999700e+01	1.578011262499999900e+03	2.268100000000000100e-04
7.500000000000000000e+01	4.550171183999999900e+01	1.649115074999999900e+03	4.285299999999999900e-04
7.700000000000000000e+01	4.738619183999999500e+01	1.677230175000000100e+03	3.095300000000000300e-04
