min F=2; num_slices=100; num_pts=200
angle,B_x,B_y,B_z,band number,Wien2k band number,spin dirn,branch,area [Angstrom^-2],freq [T],k_x,k_y,k_z,k_parallel,slicenum,inplane dk (Angstrom^-1),dF/dkpara^2,mass (m_e),df/dM [T/(mu_B/f.u.)],freq [kT],freq*cos(angle) [kT]
1.000000000000000000e+00,0.000000000000000000e+00,-1.745241000000000200e-02,9.998477000000000100e-01,4.000000000000000000e+00,2.600000000000000000e+01,1.000000000000000000e+00,1.400000000000000000e+01,0.000000000000000000e+00,1.161845000000000000e+03,8.186082000000000100e-01,8.196020000000000500e-01,5.054336999999999900e-01,4.910527000000000100e-01,9.800000000000000000e+01,1.801093000000000100e-02,7.447632999999999800e+03,1.020867000000000000e+00,0.000000000000000000e+00,1.161845000000000000e+00,1.161668045378977400e+00
1.000000000000000000e+00,0.000000000000000000e+00,-1.745241000000000200e-02,9.998477000000000100e-01,4.000000000000000000e+00,2.600000000000000000e+01,1.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,1.161461000000000000e+03,8.201203000000000200e-01,-8.216213999999999500e-01,-4.995717000000000100e-01,-4.851563999999999900e-01,1.100000000000000000e+01,1.801093000000000100e-02,1.124646999999999900e+04,1.024558000000000100e+00,0.000000000000000000e+00,1.161461000000000100e+00,1.161284103864037400e+00
1.000000000000000000e+00,0.000000000000000000e+00,-1.745241000000000200e-02,9.998477000000000100e-01,4.000000000000000000e+00,2.600000000000000000e+01,1.000000000000000000e+00,1.800000000000000000e+01,0.000000000000000000e+00,1.161954000000000000e+03,8.160039000000000000e-01,-8.206187999999999800e-01,-5.116978000000000300e-03,9.205575000000000600e-03,5.500000000000000000e+01,1.801093000000000100e-02,7.853984999999999700e+03,1.023936000000000000e+00,0.000000000000000000e+00,1.161953999999999900e+00,1.161777028777749400e+00
1.000000000000000000e+00,0.000000000000000000e+00,-1.745241000000000200e-02,9.998477000000000100e-01,4.000000000000000000e+00,2.600000000000000000e+01,1.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00,1.162080999999999900e+03,8.202101000000000500e-01,-8.206301999999999800e-01,5.186066000000000300e-01,5.328494999999999800e-01,1.020000000000000000e+02,1.801093000000000100e-02,1.142979999999999900e+04,1.015463999999999900e+00,0.000000000000000000e+00,1.162080999999999900e+00,1.161904009435034100e+00
1.000000000000000000e+00,0.000000000000000000e+00,-1.745241000000000200e-02,9.998477000000000100e-01,4.000000000000000000e+00,2.600000000000000000e+01,1.000000000000000000e+00,7.000000000000000000e+00,0.000000000000000000e+00,1.161482000000000000e+03,-8.200716000000000100e-01,8.204580000000000200e-01,-4.990902999999999900e-01,-5.133332000000000500e-01,9.000000000000000000e+00,1.801093000000000100e-02,1.208068000000000000e+04,1.023685000000000000e+00,0.000000000000000000e+00,1.161481999999999900e+00,1.161305100665635600e+00
1.000000000000000000e+00,0.000000000000000000e+00,-1.745241000000000200e-02,9.998477000000000100e-01,4.000000000000000000e+00,2.600000000000000000e+01,1.000000000000000000e+00,1.900000000000000000e+01,0.000000000000000000e+00,1.161932000000000000e+03,-8.180376999999999800e-01,8.197119000000000500e-01,-8.958166000000000000e-04,-1.520163000000000100e-02,5.300000000000000000e+01,1.801093000000000100e-02,5.639588999999999900e+03,1.018982000000000100e+00,0.000000000000000000e+00,1.161932000000000000e+00,1.161755032128456000e+00
1.000000000000000000e+00,0.000000000000000000e+00,-1.745241000000000200e-02,9.998477000000000100e-01,4.000000000000000000e+00,2.600000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+01,0.000000000000000000e+00,1.161823000000000100e+03,-8.207046999999999500e-01,8.221555000000000400e-01,5.154319000000000500e-01,5.010048000000000300e-01,9.900000000000000000e+01,1.801093000000000100e-02,1.036505999999999900e+04,1.018667000000000000e+00,0.000000000000000000e+00,1.161823000000000100e+00,1.161646048729684000e+00
2.000000000000000000e+00,0.000000000000000000e+00,-3.489950000000000000e-02,9.993908000000000200e-01,4.000000000000000000e+00,2.600000000000000000e+01,1.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,1.161830999999999900e+03,8.181403000000000400e-01,-8.192116999999999900e-01,-4.989635000000000000e-01,-4.700694999999999700e-01,1.300000000000000000e+01,1.801014999999999900e-02,1.083012999999999900e+04,1.022184000000000000e+00,0.000000000000000000e+00,1.161830999999999800e+00,1.161123243946423000e+00
2.000000000000000000e+00,0.000000000000000000e+00,-3.489950000000000000e-02,9.993908000000000200e-01,4.000000000000000000e+00,2.600000000000000000e+01,1.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00,1.161683000000000000e+03,8.194822000000000500e-01,-8.208423000000000200e-01,4.994932000000000300e-01,5.278359000000000200e-01,1.020000000000000000e+02,1.801014999999999900e-02,1.161843000000000000e+04,1.023012000000000000e+00,0.000000000000000000e+00,1.161683000000000000e+00,1.160975334104024300e+00
2.000000000000000000e+00,0.000000000000000000e+00,-3.489950000000000000e-02,9.993908000000000200e-01,4.000000000000000000e+00,2.600000000000000000e+01,1.000000000000000000e+00,1.500000000000000000e+01,0.000000000000000000e+00,1.162116000000000000e+03,-8.213114000000000200e-01,-8.213063000000000400e-01,-4.959609999999999900e-01,-4.669957000000000100e-01,1.300000000000000000e+01,1.801014999999999900e-02,9.748300999999999500e+03,1.017447000000000000e+00,0.000000000000000000e+00,1.162115999999999900e+00,1.161408070332123500e+00
2.000000000000000000e+00,0.000000000000000000e+00,-3.489950000000000000e-02,9.993908000000000200e-01,4.000000000000000000e+00,2.600000000000000000e+01,1.000000000000000000e+00,2.000000000000000000e+01,0.000000000000000000e+00,1.162397999999999900e+03,-8.133932000000000400e-01,-8.240619000000000100e-01,1.169275000000000000e-02,4.044496999999999700e-02,5.800000000000000000e+01,1.801014999999999900e-02,8.885915999999999300e+03,1.019770000000000100e+00,0.000000000000000000e+00,1.162397999999999800e+00,1.161689898545342800e+00
2.000000000000000000e+00,0.000000000000000000e+00,-3.489950000000000000e-02,9.993908000000000200e-01,4.000000000000000000e+00,2.600000000000000000e+01,1.000000000000000000e+00,1.600000000000000000e+01,0.000000000000000000e+00,1.161786000000000100e+03,-8.213034999999999600e-01,-8.213869999999999800e-01,4.995919999999999800e-01,5.279536000000000200e-01,1.010000000000000000e+02,1.801014999999999900e-02,1.203692000000000000e+04,1.022543000000000000e+00,0.000000000000000000e+00,1.161786000000000000e+00,1.161078271359207200e+00
2.000000000000000000e+00,0.000000000000000000e+00,-3.489950000000000000e-02,9.993908000000000200e-01,4.000000000000000000e+00,2.600000000000000000e+01,1.000000000000000000e+00,7.000000000000000000e+00,0.000000000000000000e+00,1.161761000000000000e+03,-8.217809000000000400e-01,8.212644000000000100e-01,-5.021714000000000500e-01,-5.305271999999999800e-01,7.000000000000000000e+00,1.801014999999999900e-02,9.648527000000000000e+03,1.025425000000000000e+00,0.000000000000000000e+00,1.161761000000000000e+00,1.161053286588531700e+00
2.000000000000000000e+00,0.000000000000000000e+00,-3.489950000000000000e-02,9.993908000000000200e-01,4.000000000000000000e+00,2.600000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+01,0.000000000000000000e+00,1.161751000000000000e+03,-8.216801999999999700e-01,8.212576000000000300e-01,5.028890999999999800e-01,4.739211999999999900e-01,9.700000000000000000e+01,1.801014999999999900e-02,9.723041999999999500e+03,1.023976000000000000e+00,0.000000000000000000e+00,1.161751000000000000e+00,1.161043292680261400e+00
2.000000000000000000e+00,0.000000000000000000e+00,-3.489950000000000000e-02,9.993908000000000200e-01,4.000000000000000000e+00,2.600000000000000000e+01,1.000000000000000000e+00,1.100000000000000000e+01,0.000000000000000000e+00,1.161638999999999900e+03,8.186400000000000300e-01,8.199125999999999900e-01,-5.005994999999999800e-01,-5.289091000000000200e-01,7.000000000000000000e+00,1.801014999999999900e-02,1.164195999999999900e+04,1.023031000000000000e+00,0.000000000000000000e+00,1.161638999999999900e+00,1.160931360907635300e+00
2.000000000000000000e+00,0.000000000000000000e+00,-3.489950000000000000e-02,9.993908000000000200e-01,4.000000000000000000e+00,2.600000000000000000e+01,1.000000000000000000e+00,1.400000000000000000e+01,0.000000000000000000e+00,1.161631000000000100e+03,8.189018000000000100e-01,8.200874999999999700e-01,5.016100000000000000e-01,4.726837999999999900e-01,9.700000000000000000e+01,1.801014999999999900e-02,1.179363999999999900e+04,1.022591000000000000e+00,0.000000000000000000e+00,1.161631000000000100e+00,1.160923365781019400e+00
3.000000000000000000e+00,0.000000000000000000e+00,-5.233596000000000100e-02,9.986294999999999500e-01,4.000000000000000000e+00,2.600000000000000000e+01,1.000000000000000000e+00,1.600000000000000000e+01,0.000000000000000000e+00,1.162241000000000000e+03,-8.177109999999999700e-01,-8.188370000000000400e-01,5.025281000000000300e-01,5.446940000000000100e-01,1.030000000000000000e+02,1.800884000000000200e-02,1.045740000000000000e+04,1.019095000000000100e+00,0.000000000000000000e+00,1.162241000000000100e+00,1.160648189102690700e+00
3.000000000000000000e+00,0.000000000000000000e+00,-5.233596000000000100e-02,9.986294999999999500e-01,4.000000000000000000e+00,2.600000000000000000e+01,1.000000000000000000e+00,1.100000000000000000e+01,0.000000000000000000e+00,1.163182000000000000e+03,8.171555999999999800e-01,8.182857999999999500e-01,-5.096270000000000500e-01,-5.517543999999999800e-01,6.000000000000000000e+00,1.800884000000000200e-02,2.696425999999999900e+03,1.015663999999999900e+00,0.000000000000000000e+00,1.163181999999999900e+00,1.161587899494894700e+00
3.000000000000000000e+00,0.000000000000000000e+00,-5.233596000000000100e-02,9.986294999999999500e-01,4.000000000000000000e+00,2.600000000000000000e+01,1.000000000000000000e+00,2.100000000000000000e+01,0.000000000000000000e+00,1.162993999999999900e+03,8.156567000000000100e-01,8.224831999999999700e-01,5.134004000000000200e-03,-3.791847999999999700e-02,5.100000000000000000e+01,1.800884000000000200e-02,4.841835000000000000e+03,1.006447000000000100e+00,0.000000000000000000e+00,1.162993999999999900e+00,1.161400157142360700e+00
3.000000000000000000e+00,0.000000000000000000e+00,-5.233596000000000100e-02,9.986294999999999500e-01,4.000000000000000000e+00,2.600000000000000000e+01,1.000000000000000000e+00,1.400000000000000000e+01,0.000000000000000000e+00,1.162209000000000100e+03,8.217932999999999500e-01,8.220614000000000500e-01,5.033509999999999900e-01,4.596377999999999900e-01,9.500000000000000000e+01,1.800884000000000200e-02,9.545007999999999800e+03,1.016608000000000000e+00,0.000000000000000000e+00,1.162209000000000000e+00,1.160616232957578700e+00
3.000000000000000000e+00,0.000000000000000000e+00,-5.233596000000000100e-02,9.986294999999999500e-01,4.000000000000000000e+00,2.600000000000000000e+01,1.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,1.162291999999999900e+03,8.211627999999999700e-01,-8.219271000000000200e-01,-5.039894999999999800e-01,-4.602823999999999800e-01,1.400000000000000000e+01,1.800884000000000200e-02,9.700450999999999100e+03,1.035809000000000000e+00,0.000000000000000000e+00,1.162291999999999900e+00,1.160699119208963100e+00
3.000000000000000000e+00,0.000000000000000000e+00,-5.233596000000000100e-02,9.986294999999999500e-01,4.000000000000000000e+00,2.600000000000000000e+01,1.000000000000000000e+00,2.200000000000000000e+01,0.000000000000000000e+00,1.162050999999999900e+03,8.159554000000000000e-01,-8.205371999999999700e-01,-2.103022000000000000e-03,4.084345999999999800e-02,5.800000000000000000e+01,1.800884000000000200e-02,1.151150000000000000e+04,1.035217000000000100e+00,0.000000000000000000e+00,1.162050999999999900e+00,1.160458449491087200e+00
3.000000000000000000e+00,0.000000000000000000e+00,-5.233596000000000100e-02,9.986294999999999500e-01,4.000000000000000000e+00,2.600000000000000000e+01,1.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00,1.162816000000000000e+03,8.156563000000000000e-01,-8.167469000000000500e-01,5.114166000000000000e-01,5.534609999999999800e-01,1.040000000000000000e+02,1.800884000000000200e-02,7.291947000000000100e+03,1.016439000000000100e+00,0.000000000000000000e+00,1.162816000000000100e+00,1.161222401085174600e+00
3.000000000000000000e+00,0.000000000000000000e+00,-5.233596000000000100e-02,9.986294999999999500e-01,4.000000000000000000e+00,2.600000000000000000e+01,1.000000000000000000e+00,2.300000000000000000e+01,0.000000000000000000e+00,1.162165999999999900e+03,-8.148429000000000400e-01,8.222901000000000200e-01,-3.077053000000000200e-03,-4.610816999999999700e-02,5.100000000000000000e+01,1.800884000000000200e-02,1.115032000000000000e+04,1.033085999999999900e+00,0.000000000000000000e+00,1.162166000000000000e+00,1.160573291887584200e+00
3.000000000000000000e+00,0.000000000000000000e+00,-5.233596000000000100e-02,9.986294999999999500e-01,4.000000000000000000e+00,2.600000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+01,0.000000000000000000e+00,1.162057000000000000e+03,-8.218518000000000200e-01,8.231195999999999500e-01,5.060443000000000000e-01,4.622720000000000200e-01,9.600000000000000000e+01,1.800884000000000200e-02,1.189801000000000000e+04,1.025784000000000000e+00,0.000000000000000000e+00,1.162057000000000100e+00,1.160464441268295800e+00
4.000000000000000000e+00,0.000000000000000000e+00,-6.975647000000000100e-02,9.975640999999999500e-01,4.000000000000000000e+00,2.600000000000000000e+01,1.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,1.162640000000000100e+03,8.145978999999999900e-01,-8.165297000000000200e-01,-5.083130000000000100e-01,-4.501164999999999700e-01,1.500000000000000000e+01,1.800701999999999900e-02,1.284433000000000000e+04,1.027582999999999900e+00,0.000000000000000000e+00,1.162640000000000100e+00,1.159807867394082100e+00
4.000000000000000000e+00,0.000000000000000000e+00,-6.975647000000000100e-02,9.975640999999999500e-01,4.000000000000000000e+00,2.600000000000000000e+01,1.000000000000000000e+00,2.200000000000000000e+01,0.000000000000000000e+00,1.163182000000000000e+03,8.172635999999999800e-01,-8.199051000000000500e-01,-1.856669999999999900e-03,5.534154000000000200e-02,6.000000000000000000e+01,1.800701999999999900e-02,8.702478999999999400e+03,1.012737999999999900e+00,0.000000000000000000e+00,1.163181999999999900e+00,1.160348547109322700e+00
4.000000000000000000e+00,0.000000000000000000e+00,-6.975647000000000100e-02,9.975640999999999500e-01,4.000000000000000000e+00,2.600000000000000000e+01,1.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00,1.163122000000000100e+03,8.187465999999999900e-01,-8.207870999999999900e-01,5.082961999999999800e-01,5.643131999999999600e-01,1.050000000000000000e+02,1.800701999999999900e-02,8.871504999999999200e+03,1.022666000000000100e+00,0.000000000000000000e+00,1.163122000000000000e+00,1.160288693266307200e+00
4.000000000000000000e+00,0.000000000000000000e+00,-6.975647000000000100e-02,9.975640999999999500e-01,4.000000000000000000e+00,2.600000000000000000e+01,1.000000000000000000e+00,2.400000000000000000e+01,0.000000000000000000e+00,1.163647999999999900e+03,-8.185210000000000500e-01,-8.187824000000000200e-01,-5.007215999999999900e-01,-4.423865000000000200e-01,1.500000000000000000e+01,1.800701999999999900e-02,4.641939999999999600e+03,1.010602999999999900e+00,0.000000000000000000e+00,1.163648000000000000e+00,1.160813411956743900e+00
4.000000000000000000e+00,0.000000000000000000e+00,-6.975647000000000100e-02,9.975640999999999500e-01,4.000000000000000000e+00,2.600000000000000000e+01,1.000000000000000000e+00,1.600000000000000000e+01,0.000000000000000000e+00,1.163099999999999900e+03,-8.160775999999999600e-01,-8.165183999999999800e-01,4.981160000000000000e-01,5.538600999999999700e-01,1.040000000000000000e+02,1.800701999999999900e-02,1.015630999999999900e+04,1.023346000000000100e+00,0.000000000000000000e+00,1.163099999999999800e+00,1.160266746857201400e+00
4.000000000000000000e+00,0.000000000000000000e+00,-6.975647000000000100e-02,9.975640999999999500e-01,4.000000000000000000e+00,2.600000000000000000e+01,1.000000000000000000e+00,2.500000000000000000e+01,0.000000000000000000e+00,1.162673000000000000e+03,-8.238746000000000100e-01,8.238731000000000200e-01,-5.055960000000000500e-01,-5.618347999999999700e-01,4.000000000000000000e+00,1.800701999999999900e-02,1.301903000000000100e+04,1.031166000000000000e+00,0.000000000000000000e+00,1.162673000000000100e+00,1.159840787007740700e+00
4.000000000000000000e+00,0.000000000000000000e+00,-6.975647000000000100e-02,9.975640999999999500e-01,4.000000000000000000e+00,2.600000000000000000e+01,1.000000000000000000e+00,2.300000000000000000e+01,0.000000000000000000e+00,1.163288000000000000e+03,-8.152869999999999800e-01,8.234787000000000100e-01,-6.097388999999999500e-04,-5.805122000000000100e-02,4.900000000000000000e+01,1.800701999999999900e-02,7.403929000000000100e+03,1.012448999999999900e+00,0.000000000000000000e+00,1.163288000000000100e+00,1.160454288898650400e+00
4.000000000000000000e+00,0.000000000000000000e+00,-6.975647000000000100e-02,9.975640999999999500e-01,4.000000000000000000e+00,2.600000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+01,0.000000000000000000e+00,1.162790000000000000e+03,-8.223654999999999700e-01,8.216282000000000300e-01,5.075868000000000000e-01,4.490365000000000100e-01,9.500000000000000000e+01,1.800701999999999900e-02,1.167955999999999900e+04,1.031533000000000000e+00,0.000000000000000000e+00,1.162790000000000000e+00,1.159957502001621100e+00
4.000000000000000000e+00,0.000000000000000000e+00,-6.975647000000000100e-02,9.975640999999999500e-01,4.000000000000000000e+00,2.600000000000000000e+01,1.000000000000000000e+00,1.100000000000000000e+01,0.000000000000000000e+00,1.163271999999999900e+03,8.184002000000000200e-01,8.199359000000000500e-01,-5.012948000000000400e-01,-5.572694999999999700e-01,5.000000000000000000e+00,1.800701999999999900e-02,7.639404999999999700e+03,1.017500000000000100e+00,0.000000000000000000e+00,1.163271999999999900e+00,1.160438327873846200e+00
4.000000000000000000e+00,0.000000000000000000e+00,-6.975647000000000100e-02,9.975640999999999500e-01,4.000000000000000000e+00,2.600000000000000000e+01,1.000000000000000000e+00,2.100000000000000000e+01,0.000000000000000000e+00,1.162934999999999900e+03,8.198117999999999800e-01,8.169549999999999900e-01,3.247077000000000100e-03,-5.374874000000000300e-02,5.000000000000000000e+01,1.800701999999999900e-02,1.027836000000000100e+04,1.023096000000000000e+00,0.000000000000000000e+00,1.162935000000000100e+00,1.160102148788908700e+00
4.000000000000000000e+00,0.000000000000000000e+00,-6.975647000000000100e-02,9.975640999999999500e-01,4.000000000000000000e+00,2.600000000000000000e+01,1.000000000000000000e+00,1.400000000000000000e+01,0.000000000000000000e+00,1.163141000000000100e+03,8.190085000000000300e-01,8.203337000000000500e-01,5.029124000000000400e-01,4.444637000000000200e-01,9.400000000000000000e+01,1.800701999999999900e-02,8.184896999999999900e+03,1.010988000000000000e+00,0.000000000000000000e+00,1.163141000000000000e+00,1.160307646983262100e+00
5.000000000000000000e+00,0.000000000000000000e+00,-8.715573999999999500e-02,9.961946999999999900e-01,4.000000000000000000e+00,2.600000000000000000e+01,1.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,1.164176999999999900e+03,8.191131999999999900e-01,-8.193302999999999600e-01,-5.035053000000000400e-01,-4.301800000000000100e-01,1.600000000000000000e+01,1.800467999999999900e-02,6.235742000000000200e+03,1.016243999999999900e+00,0.000000000000000000e+00,1.164177000000000000e+00,1.159746955040354100e+00
5.000000000000000000e+00,0.000000000000000000e+00,-8.715573999999999500e-02,9.961946999999999900e-01,4.000000000000000000e+00,2.600000000000000000e+01,1.000000000000000000e+00,2.200000000000000000e+01,0.000000000000000000e+00,1.163662000000000000e+03,8.145630000000000400e-01,-8.236504999999999500e-01,3.480150999999999900e-03,7.525278000000000500e-02,6.100000000000000000e+01,1.800467999999999900e-02,1.099242000000000000e+04,1.010559000000000000e+00,0.000000000000000000e+00,1.163662000000000000e+00,1.159233914770836800e+00
5.000000000000000000e+00,0.000000000000000000e+00,-8.715573999999999500e-02,9.961946999999999900e-01,4.000000000000000000e+00,2.600000000000000000e+01,1.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00,1.164109999999999900e+03,8.196318999999999700e-01,-8.221665000000000200e-01,5.111799999999999700e-01,5.808913999999999500e-01,1.060000000000000000e+02,1.800467999999999900e-02,8.439679000000000100e+03,1.014429000000000000e+00,0.000000000000000000e+00,1.164110000000000000e+00,1.159680209995581900e+00
5.000000000000000000e+00,0.000000000000000000e+00,-8.715573999999999500e-02,9.961946999999999900e-01,4.000000000000000000e+00,2.600000000000000000e+01,1.000000000000000000e+00,2.400000000000000000e+01,0.000000000000000000e+00,1.163631000000000100e+03,-8.162070000000000200e-01,-8.165019000000000000e-01,-5.019434999999999900e-01,-4.288706999999999900e-01,1.700000000000000000e+01,1.800467999999999900e-02,1.238857000000000000e+04,1.014038000000000000e+00,0.000000000000000000e+00,1.163631000000000100e+00,1.159203032735196100e+00
5.000000000000000000e+00,0.000000000000000000e+00,-8.715573999999999500e-02,9.961946999999999900e-01,4.000000000000000000e+00,2.600000000000000000e+01,1.000000000000000000e+00,2.600000000000000000e+01,0.000000000000000000e+00,1.163409000000000100e+03,-8.145257000000000200e-01,-8.230317000000000300e-01,-2.173115000000000200e-03,6.956708999999999800e-02,6.100000000000000000e+01,1.800467999999999900e-02,1.196768000000000000e+04,1.016308000000000000e+00,0.000000000000000000e+00,1.163409000000000100e+00,1.158981877512219800e+00
5.000000000000000000e+00,0.000000000000000000e+00,-8.715573999999999500e-02,9.961946999999999900e-01,4.000000000000000000e+00,2.600000000000000000e+01,1.000000000000000000e+00,1.600000000000000000e+01,0.000000000000000000e+00,1.163868999999999900e+03,-8.197400000000000200e-01,-8.216746999999999800e-01,5.098897000000000000e-01,5.795631000000000000e-01,1.060000000000000000e+02,1.800467999999999900e-02,9.581182000000000700e+03,1.014343999999999900e+00,0.000000000000000000e+00,1.163868999999999800e+00,1.159440127073341700e+00
5.000000000000000000e+00,0.000000000000000000e+00,-8.715573999999999500e-02,9.961946999999999900e-01,4.000000000000000000e+00,2.600000000000000000e+01,1.000000000000000000e+00,2.500000000000000000e+01,0.000000000000000000e+00,1.163847000000000000e+03,-8.184306000000000100e-01,8.200595000000000500e-01,-5.009681999999999700e-01,-5.705346999999999500e-01,4.000000000000000000e+00,1.800467999999999900e-02,9.521594999999999300e+03,1.013269999999999900e+00,0.000000000000000000e+00,1.163847000000000100e+00,1.159418210789983700e+00
