T(K)	Rh	Rh Err
1.5	1.269883	0.2511387
4.2	0.9527789	0.1913641
10.0	1.359911	0.1908594
20.0	1.641301	0.09862678
30.0	1.801903	0.1951093
60.0	2.715513	0.162679
