T(K)	Rh	Rh Err
1.4	1.150689	0.0226885
2.0	1.160969	0.083729
3.2	1.210689	0.053549
4.0	1.2203	0.03026
7.0	1.291828	0.0378685
10.1	1.234992	0.046832
15.6	1.242309	0.0287685
