T(K)	Rh	Rh Err
15.4	1.271467	0.0270675
17.0	1.216314	0.0154685
26.2	1.234024	0.0259195
31.6	1.254279	0.017138
42.2	1.29225	0.0208875
58.4	2.604745	0.0298735
