T(K)	Rh	Rh Err
1.5	0.6852508	0.09889973
4.2	0.8992776	0.03417422
10.0	0.8641668	0.1216566
20.0	0.8518386	0.06757771
30.0	1.213484	0.1807245
40.0	1.28038	0.137333
50.0	1.64214	0.01490461
60.0	1.824464	0.01601645
85.0	2.061847	0.01745011
100.0	2.179301	0.01801865
