B[T]	M*	Amp-other
6.009999999999999800e+00	-4.461250838229502400e-01	1.986178926963329800e-04
6.092710000000000300e+00	4.505245277327390400e-01	8.327796530833993100e-05
6.177730000000000400e+00	3.109547700732570800e-05	2.266297295994980600e-06
6.265150000000000200e+00	7.438448503793466000e-05	1.071969391570852900e-06
6.355080000000000100e+00	-8.405712367266934800e-02	5.798563241803926200e-07
6.447639999999999800e+00	5.860619942063268800e-01	5.269867244799159600e-07
6.542930000000000100e+00	-3.680594133536097500e-01	4.409305966376644600e-07
6.641070000000000000e+00	-2.532277093920006600e-02	4.184744147164944100e-07
6.742210000000000000e+00	-2.559885213039005400e-01	4.511392266728551800e-07
6.846479999999999700e+00	3.872099232617940400e-01	4.728209328858824400e-07
6.954019999999999900e+00	-3.886409632671870600e-01	4.731946870573344200e-07
7.064989999999999900e+00	-3.064601942625148100e-01	4.612419710438190500e-07
7.179560000000000400e+00	3.381419814059568600e-01	4.577295663894065900e-07
7.297909999999999900e+00	4.511258967772129300e-01	4.788978552688053000e-07
7.420230000000000100e+00	-6.168675138851238400e-01	5.509751727471581600e-07
7.546710000000000000e+00	7.062894067738468800e-01	6.404836489582603600e-07
7.677590000000000400e+00	8.490420473787535500e-01	7.681107897178906700e-07
7.813080000000000200e+00	1.027736269816325300e+00	9.393775537883311800e-07
7.953439999999999600e+00	1.193387350469687500e+00	1.116267640279252300e-06
8.098940000000000700e+00	1.252775866859858100e+00	1.253977146526704400e-06
8.249860000000000000e+00	1.294809757099239000e+00	1.399800904524246700e-06
8.406510000000000800e+00	1.318641744024389200e+00	1.558717393768108600e-06
8.569219999999999600e+00	1.379924509425400900e+00	1.775519320616667100e-06
8.738360000000000100e+00	1.485594172368133200e+00	2.070493554533790500e-06
8.914310000000000400e+00	1.581276482952727000e+00	2.399737711331084600e-06
9.097490000000000500e+00	1.618570282430803700e+00	2.717858426275689800e-06
9.288349999999999400e+00	1.598548449004104600e+00	3.017569947005757300e-06
9.487399999999999200e+00	1.561684888898609200e+00	3.322535616084962000e-06
9.695169999999999200e+00	1.541173800459390900e+00	3.670059121851812400e-06
9.912229999999999200e+00	1.548952196174558000e+00	4.103578082892421900e-06
1.013925000000000100e+01	1.585356825246766000e+00	4.663032363344804100e-06
1.037689999999999900e+01	1.641874558129448000e+00	5.371726498590645300e-06
1.062595999999999900e+01	1.695556317805920800e+00	6.191039557590263300e-06
1.088726999999999900e+01	1.729873681034430400e+00	7.044887475324759700e-06
1.116175000000000000e+01	1.748717720140877200e+00	7.915803714458807500e-06
1.145044000000000000e+01	1.754527297484149300e+00	8.841351109021394500e-06
1.175445000000000000e+01	1.746181813192205800e+00	9.873196416216646800e-06
1.207504999999999900e+01	1.732690602585023500e+00	1.109468592194794600e-05
1.241362999999999900e+01	1.722999225349912900e+00	1.258472533457951900e-05
1.277173999999999900e+01	1.717993990778565700e+00	1.437747744956439000e-05
1.315113000000000000e+01	1.715862606858545000e+00	1.648847455609252100e-05
1.355373999999999900e+01	1.712953753514071300e+00	1.892190925003043200e-05
1.398179000000000000e+01	1.706229812515510400e+00	2.165213451526040600e-05
1.443776000000000100e+01	1.698872020557890900e+00	2.468580363224458400e-05
1.492446000000000000e+01	1.696530751955870300e+00	2.817534498540280800e-05
1.544513000000000100e+01	1.701452541588284200e+00	3.252014013254463400e-05
1.600344000000000100e+01	1.713976446887830200e+00	3.866780139475296800e-05
1.660361999999999900e+01	1.731229111400688600e+00	4.943767206348650800e-05
1.725057999999999900e+01	1.739588088713524000e+00	7.897944859134030700e-05
1.794999999999999900e+01	1.762443473671865900e+00	1.412657611736243600e-04
