B[T]	M*	Amp-other
6.009999999999999800e+00	-2.006857488361287700e-01	2.806504388447792300e-05
6.092710000000000300e+00	-1.187740944229829800e-05	1.713939276154387200e-05
6.177730000000000400e+00	2.615830616572566900e-06	2.326104120731890900e-06
6.265150000000000200e+00	-3.268166161662282600e-01	1.380545866299629300e-06
6.355080000000000100e+00	-2.723626961539112900e-01	1.161583246011176200e-06
6.447639999999999800e+00	-7.823979646268024000e-05	7.977247390421431300e-07
6.542930000000000100e+00	2.608837760911877400e-01	7.529375940052004900e-07
6.641070000000000000e+00	7.583465253364020100e-01	1.146445006866708400e-06
6.742210000000000000e+00	1.231157841521507200e+00	1.584014308176279600e-06
6.846479999999999700e+00	1.393311556577452100e+00	1.693136944971383600e-06
6.954019999999999900e+00	1.382160352671460800e+00	1.646753013511539700e-06
7.064989999999999900e+00	1.224225030208192300e+00	1.685849778509970100e-06
7.179560000000000400e+00	1.217113383839419200e+00	1.970898356489836600e-06
7.297909999999999900e+00	1.286730066372826300e+00	2.302229143556040000e-06
7.420230000000000100e+00	1.547074730764846000e+00	2.719898621566995800e-06
7.546710000000000000e+00	1.862950068351604000e+00	3.254513531093442100e-06
7.677590000000000400e+00	1.971798081075821800e+00	3.577457852861640100e-06
7.813080000000000200e+00	1.869455465589544800e+00	3.643562375314336600e-06
7.953439999999999600e+00	1.786754913061374900e+00	3.846396019673897100e-06
8.098940000000000700e+00	1.760880692142708300e+00	4.163369881752610100e-06
8.249860000000000000e+00	1.815533299233296000e+00	4.615630252460041800e-06
8.406510000000000800e+00	1.879977644116639400e+00	5.057336445493262700e-06
8.569219999999999600e+00	1.871942258864266500e+00	5.365211587029669600e-06
8.738360000000000100e+00	1.837714389271472700e+00	5.751324526136876000e-06
8.914310000000000400e+00	1.903561170551749900e+00	6.554032295271169300e-06
9.097490000000000500e+00	1.975862857897832600e+00	7.516601191808470000e-06
9.288349999999999400e+00	1.938922970095664500e+00	8.252052113551394300e-06
9.487399999999999200e+00	1.897762168084930400e+00	9.090380760629912100e-06
9.695169999999999200e+00	1.907568953242462000e+00	1.021975205556369300e-05
9.912229999999999200e+00	1.951528255440123600e+00	1.149181002508398600e-05
1.013925000000000100e+01	1.970815808824789400e+00	1.267093933342935000e-05
1.037689999999999900e+01	1.938187037755802800e+00	1.385224952214808000e-05
1.062595999999999900e+01	1.901421914090661400e+00	1.541376818841756000e-05
1.088726999999999900e+01	1.897191442846765300e+00	1.737044012267497000e-05
1.116175000000000000e+01	1.916311496254592400e+00	1.940145587640489300e-05
1.145044000000000000e+01	1.933091845414273100e+00	2.131588451188633300e-05
1.175445000000000000e+01	1.933635053292218000e+00	2.329136915801226500e-05
1.207504999999999900e+01	1.923116486376331900e+00	2.564086310943655400e-05
1.241362999999999900e+01	1.914800947551149400e+00	2.842529967349095800e-05
1.277173999999999900e+01	1.913762974864883200e+00	3.147529988140222100e-05
1.315113000000000000e+01	1.915011442812389200e+00	3.468827831186649000e-05
1.355373999999999900e+01	1.910724219586816600e+00	3.813983958875906000e-05
1.398179000000000000e+01	1.898276356651813300e+00	4.191596754638995900e-05
1.443776000000000100e+01	1.885018744193765800e+00	4.601642122282432900e-05
1.492446000000000000e+01	1.882477409318812800e+00	5.046475387942626900e-05
1.544513000000000100e+01	1.898249608961110700e+00	5.543592779060920600e-05
1.600344000000000100e+01	1.927341128368869300e+00	6.132287581450403000e-05
1.660361999999999900e+01	1.952469798109874900e+00	6.974086784729197500e-05
1.725057999999999900e+01	1.922134462613882500e+00	9.016191256015533700e-05
1.794999999999999900e+01	1.847821337050310500e+00	1.416299437674783300e-04
