B[T]	M*	Amp-other
6.009999999999999800e+00	6.215166240560821100e-07	2.106515191770753500e-05
6.092710000000000300e+00	2.304327371975124500e-01	1.000863762697302400e-05
6.177730000000000400e+00	-6.711750362461598200e-01	3.681277312312343500e-06
6.265150000000000200e+00	9.864942517050286900e-01	4.147318378203111300e-06
6.355080000000000100e+00	1.339540760655543600e+00	5.805451575411458900e-06
6.447639999999999800e+00	1.500707918803394700e+00	6.734393896854925800e-06
6.542930000000000100e+00	1.556304125390590300e+00	7.233882749709039700e-06
6.641070000000000000e+00	1.494386365548686600e+00	7.396121506849931600e-06
6.742210000000000000e+00	1.571943319485231700e+00	7.990050355919076900e-06
6.846479999999999700e+00	1.690035406308560300e+00	8.824548938070848600e-06
6.954019999999999900e+00	1.709783609743392300e+00	9.483698804315996500e-06
7.064989999999999900e+00	1.661367591120104500e+00	9.894547766613000000e-06
7.179560000000000400e+00	1.600188857375059800e+00	1.012880935109044000e-05
7.297909999999999900e+00	1.636049058453670700e+00	1.074864655811127600e-05
7.420230000000000100e+00	1.698449178863879600e+00	1.169492235959588500e-05
7.546710000000000000e+00	1.715582301140548200e+00	1.252387324235589300e-05
7.677590000000000400e+00	1.687601060667791100e+00	1.296513972024326100e-05
7.813080000000000200e+00	1.679186215125342300e+00	1.341284814174441200e-05
7.953439999999999600e+00	1.722208233041061700e+00	1.430930095452184700e-05
8.098940000000000700e+00	1.771685155842328300e+00	1.540478892215206000e-05
8.249860000000000000e+00	1.782892460168896500e+00	1.616925194200195000e-05
8.406510000000000800e+00	1.754548919033771500e+00	1.658420366906413300e-05
8.569219999999999600e+00	1.748612459164394800e+00	1.724410325361741700e-05
8.738360000000000100e+00	1.772580503437524600e+00	1.823024179036511100e-05
8.914310000000000400e+00	1.757045582769263500e+00	1.887957652267454400e-05
9.097490000000000500e+00	1.716987461410856700e+00	1.926302049564598100e-05
9.288349999999999400e+00	1.696657570733617600e+00	1.998776546965610300e-05
9.487399999999999200e+00	1.714841183097090000e+00	2.132177015993489500e-05
9.695169999999999200e+00	1.743275864571878200e+00	2.274073087189401400e-05
9.912229999999999200e+00	1.754925599860805500e+00	2.390465918566264900e-05
1.013925000000000100e+01	1.755910251363501000e+00	2.524803883646767500e-05
1.037689999999999900e+01	1.759883235127486200e+00	2.723604502232029900e-05
1.062595999999999900e+01	1.759531632646697900e+00	2.955932362636928700e-05
1.088726999999999900e+01	1.751600507624600800e+00	3.183411518405828300e-05
1.116175000000000000e+01	1.747593412113992200e+00	3.456691673550675500e-05
1.145044000000000000e+01	1.755377436338737800e+00	3.864383402711987100e-05
1.175445000000000000e+01	1.764400169037806400e+00	4.400605474951504600e-05
1.207504999999999900e+01	1.763624469263718600e+00	4.990388986544650700e-05
1.241362999999999900e+01	1.756620669926937100e+00	5.630816322885940100e-05
1.277173999999999900e+01	1.751569421989194600e+00	6.415641382234992300e-05
1.315113000000000000e+01	1.750005543160750400e+00	7.413881378378189800e-05
1.355373999999999900e+01	1.750699165057686000e+00	8.612470017143704200e-05
1.398179000000000000e+01	1.752855380216377300e+00	1.001265162164287000e-04
1.443776000000000100e+01	1.754978210201023800e+00	1.170749259063405600e-04
1.492446000000000000e+01	1.753724927588205200e+00	1.378227026351418900e-04
1.544513000000000100e+01	1.752395996273669500e+00	1.617477687607604600e-04
1.600344000000000100e+01	1.758581038884555300e+00	1.878451309854442400e-04
1.660361999999999900e+01	1.773137667652492800e+00	2.192869201437942100e-04
1.725057999999999900e+01	1.774190000834851000e+00	2.860071338619485600e-04
1.794999999999999900e+01	1.760930843909765300e+00	4.513761273231763300e-04
