B[T]	M*	Amp-other
6.009999999999999800e+00	2.825880771029787900e-01	4.501559722557420000e-05
6.092710000000000300e+00	4.768932625891758000e-01	1.193396913195628100e-05
6.177730000000000400e+00	9.015077661790588100e-02	2.201073692989614700e-06
6.265150000000000200e+00	-7.098865873826020700e-06	9.343556447883016300e-07
6.355080000000000100e+00	-1.235431802140089100e-08	6.440149691009357100e-07
6.447639999999999800e+00	-8.448752498404392800e-07	5.553025696162911200e-07
6.542930000000000100e+00	1.327783397415003500e-05	4.893100457117551500e-07
6.641070000000000000e+00	-1.585314342971160100e-06	4.414856648818584500e-07
6.742210000000000000e+00	1.450716161158704300e-06	3.840285237290968100e-07
6.846479999999999700e+00	-3.437890024021308400e-01	3.597345335234593100e-07
6.954019999999999900e+00	-2.230318211663346000e-01	3.315508416371810200e-07
7.064989999999999900e+00	-8.013371454178774500e-05	3.323058099917156300e-07
7.179560000000000400e+00	-1.327691958590359000e-01	3.557563574335005300e-07
7.297909999999999900e+00	-4.315379277148953500e-01	3.968522356345881500e-07
7.420230000000000100e+00	1.203230411355505700e-04	3.470414393613684400e-07
7.546710000000000000e+00	6.821425124903242400e-05	3.184071477663618200e-07
7.677590000000000400e+00	-1.369117110017060000e-05	2.921026690125793600e-07
7.813080000000000200e+00	-1.620392010163697600e-01	3.162576441909278700e-07
7.953439999999999600e+00	-1.052794895938302700e-04	3.548879918854911400e-07
8.098940000000000700e+00	-3.660654714832200600e-05	3.659462393301804100e-07
8.249860000000000000e+00	-1.746666858716875400e-05	3.624023255998417100e-07
8.406510000000000800e+00	-1.730135878710348400e-05	3.367738351352713300e-07
8.569219999999999600e+00	-3.262537501708693100e-08	3.098018185533319100e-07
8.738360000000000100e+00	-9.087550717751637400e-07	3.131354209273655700e-07
8.914310000000000400e+00	-7.156395523501453400e-06	3.261553717131471500e-07
9.097490000000000500e+00	1.156485011594213400e-05	3.399704015225403600e-07
9.288349999999999400e+00	7.714769466059261400e-01	3.991519129609891300e-07
9.487399999999999200e+00	9.538059749903393700e-01	4.554829727656783800e-07
9.695169999999999200e+00	7.715390959276214900e-01	4.753309618786502000e-07
9.912229999999999200e+00	9.533060872524229400e-01	5.781966729811260200e-07
1.013925000000000100e+01	1.400134897158245500e+00	8.091907211925335800e-07
1.037689999999999900e+01	1.895304906825050000e+00	1.222661894064815000e-06
1.062595999999999900e+01	2.240721277104476900e+00	1.762174454265036700e-06
1.088726999999999900e+01	2.443908696388976700e+00	2.336773478577331200e-06
1.116175000000000000e+01	2.525615997654672400e+00	2.936362734051011000e-06
1.145044000000000000e+01	2.546878218874145900e+00	3.645294345354778700e-06
1.175445000000000000e+01	2.590370132203147200e+00	4.600114605755078800e-06
1.207504999999999900e+01	2.641896626776974300e+00	5.781499068217563000e-06
1.241362999999999900e+01	2.650028804682297500e+00	7.061129873028804500e-06
1.277173999999999900e+01	2.610654091804079700e+00	8.324560060379451500e-06
1.315113000000000000e+01	2.536772701601555500e+00	9.642153785027715100e-06
1.355373999999999900e+01	2.483800060428100300e+00	1.112684348212331900e-05
1.398179000000000000e+01	2.469914101214227400e+00	1.292292047000773600e-05
1.443776000000000100e+01	2.500419718887277700e+00	1.495701644956218400e-05
1.492446000000000000e+01	2.564145449791192200e+00	1.708345176833786000e-05
1.544513000000000100e+01	2.641772266885732200e+00	1.885556057075760700e-05
1.600344000000000100e+01	2.703644014990760300e+00	1.978610450418912600e-05
1.660361999999999900e+01	2.656891749216308900e+00	1.920862659599192300e-05
1.725057999999999900e+01	2.049974276319156600e+00	1.702954272572680900e-05
1.794999999999999900e+01	1.970283684180416100e+00	5.970020921828085100e-05
