file FFTd=BaFe2P2_AngleSweep_40.dat
Selected B range, Bmin=6.040 T Bmax=7.000 T
Subtracted Poly order =5
Padding =8
F[T]	Amp
 2.10936304473877E+0003	 2.45348348732457E-0004
 2.11381317774455E+0003	 2.74827009985867E-0004
 2.11826331075032E+0003	 3.08502538004228E-0004
 2.12271344375610E+0003	 3.46106328456349E-0004
 2.12716357676188E+0003	 3.87051699283118E-0004
 2.13161370976766E+0003	 4.30480162444845E-0004
 2.13606384277344E+0003	 4.75320748926459E-0004
 2.14051397577921E+0003	 5.20352637043076E-0004
 2.14496410878499E+0003	 5.64266818999049E-0004
 2.14941424179077E+0003	 6.05725369481951E-0004
 2.15386437479655E+0003	 6.43417710436768E-0004
 2.15831450780233E+0003	 6.76113159579649E-0004
 2.16276464080810E+0003	 7.02708718164908E-0004
 2.16721477381388E+0003	 7.22270822388499E-0004
 2.17166490681966E+0003	 7.34069747998307E-0004
 2.17611503982544E+0003	 7.37605510558322E-0004
 2.18056517283122E+0003	 7.32624399673335E-0004
 2.18501530583699E+0003	 7.19125672501358E-0004
 2.18946543884277E+0003	 6.97358361423965E-0004
 2.19391557184855E+0003	 6.67808580449353E-0004
 2.19836570485433E+0003	 6.31178109648596E-0004
 2.20281583786011E+0003	 5.88355369419171E-0004
 2.20726597086588E+0003	 5.40380148369409E-0004
 2.21171610387166E+0003	 4.88403613098802E-0004
 2.21616623687744E+0003	 4.33645214561847E-0004
 2.22061636988322E+0003	 3.77348153734476E-0004
 2.22506650288900E+0003	 3.20735188758874E-0004
 2.22951663589477E+0003	 2.64967064380482E-0004
 2.23396676890055E+0003	 2.11107693462052E-0004
 2.23841690190633E+0003	 1.60107061035002E-0004
 2.24286703491211E+0003	 1.12841824078812E-0004
 2.24731716791789E+0003	 7.04159953706008E-0005
 2.25176730092366E+0003	 3.63245950749282E-0005
 2.25621743392944E+0003	 2.95477647451032E-0005
 2.26066756693522E+0003	 5.32076087978094E-0005
 2.26511769994100E+0003	 8.14606226322623E-0005
 2.26956783294678E+0003	 1.09531122360825E-0004
 2.27401796595255E+0003	 1.37435173867933E-0004
 2.27846809895833E+0003	 1.65853642371665E-0004
 2.28291823196411E+0003	 1.95460161828402E-0004
 2.28736836496989E+0003	 2.26697442857842E-0004
 2.29181849797567E+0003	 2.59689832474403E-0004
 2.29626863098144E+0003	 2.94234926551998E-0004
 2.30071876398722E+0003	 3.29844227333125E-0004
 2.30516889699300E+0003	 3.65807737448813E-0004
 2.30961902999878E+0003	 4.01264556138270E-0004
 2.31406916300455E+0003	 4.35269697547369E-0004
 2.31851929601033E+0003	 4.66853397635965E-0004
 2.32296942901611E+0003	 4.95072399740710E-0004
