Data recorded as Sample1: B00KOD1A_MR_AB_
Osc Amp:  1.10000000000000E+0000	Osc Freq:  3.36600000000000E+0001	Phase:  0.00000000000000E+0000	Time Constant: 9	Conductance Ratio:  1.00000000000000E-0003	Current:  1.10000000000000E-0003
Time(s)	HeLevel(mm)	VTIRes(Ohms)	VTITemp(K)	ProbeRes(Ohms)	ProbeTemp(K)	X(V)	Y(V)	Resistance(Ohms)	Field(T)	Angle(°)
 2.36991511490986E+0001	 5.46346875000000E+0002	 3.25209000000000E+0002	 1.75140000000000E+0001	 4.95551000000000E+0002	 2.49980000000000E+0001	 6.48502000000000E-0003	-3.62399000000000E-0005	 5.89547272727273E+0000	-1.24376800000000E+0001	-4.29000000000000E+0001
 2.53750792349307E+0001	 5.46346875000000E+0002	 3.25343000000000E+0002	 1.75050000000000E+0001	 4.95489000000000E+0002	 2.50010000000000E+0001	 6.48502000000000E-0003	-3.62399000000000E-0005	 5.89547272727273E+0000	-1.23981600000000E+0001	-4.29000000000000E+0001
 2.70539068512898E+0001	 5.46240625000000E+0002	 3.25234000000000E+0002	 1.75120000000000E+0001	 4.95485000000000E+0002	 2.50010000000000E+0001	 6.48502000000000E-0003	-3.81472000000000E-0005	 5.89547272727273E+0000	-1.23590100000000E+0001	-4.29000000000000E+0001
 2.87151738558951E+0001	 5.46293750000000E+0002	 3.25337000000000E+0002	 1.75050000000000E+0001	 4.95417000000000E+0002	 2.50060000000000E+0001	 6.48502000000000E-0003	-3.81472000000000E-0005	 5.89547272727273E+0000	-1.23198700000000E+0001	-4.29000000000000E+0001
 3.03891461065582E+0001	 5.46400000000000E+0002	 3.25265000000000E+0002	 1.75100000000000E+0001	 4.95546000000000E+0002	 2.49980000000000E+0001	 6.48502000000000E-0003	-3.81472000000000E-0005	 5.89547272727273E+0000	-1.22803500000000E+0001	-4.29000000000000E+0001
 3.20709151582114E+0001	 5.46240625000000E+0002	 3.25352000000000E+0002	 1.75030000000000E+0001	 4.95571000000000E+0002	 2.49970000000000E+0001	 6.48502000000000E-0003	-3.62399000000000E-0005	 5.89547272727273E+0000	-1.22408200000000E+0001	-4.29000000000000E+0001
 3.37429298975149E+0001	 5.46453125000000E+0002	 3.25299000000000E+0002	 1.75080000000000E+0001	 4.95555000000000E+0002	 2.49980000000000E+0001	 6.48502000000000E-0003	-3.81472000000000E-0005	 5.89547272727273E+0000	-1.22013000000000E+0001	-4.29000000000000E+0001
 3.54159190623389E+0001	 5.46346875000000E+0002	 3.25227000000000E+0002	 1.75130000000000E+0001	 4.95548000000000E+0002	 2.49980000000000E+0001	 6.48502000000000E-0003	-3.81472000000000E-0005	 5.89547272727273E+0000	-1.21621600000000E+0001	-4.29000000000000E+0001
 3.70937867801634E+0001	 5.46293750000000E+0002	 3.25271000000000E+0002	 1.75100000000000E+0001	 4.95333000000000E+0002	 2.50110000000000E+0001	 6.48502000000000E-0003	-3.62399000000000E-0005	 5.89547272727273E+0000	-1.21233900000000E+0001	-4.29000000000000E+0001
 3.87384477636124E+0001	 5.46240625000000E+0002	 3.25289000000000E+0002	 1.75080000000000E+0001	 4.95388000000000E+0002	 2.50070000000000E+0001	 6.48502000000000E-0003	-3.81472000000000E-0005	 5.89547272727273E+0000	-1.20842500000000E+0001	-4.29000000000000E+0001
 4.04075302866705E+0001	 5.46453125000000E+0002	 3.25144000000000E+0002	 1.75180000000000E+0001	 4.95608000000000E+0002	 2.49940000000000E+0001	 6.48502000000000E-0003	-3.62399000000000E-0005	 5.89547272727273E+0000	-1.20447300000000E+0001	-4.29000000000000E+0001
 4.20834536232957E+0001	 5.46400000000000E+0002	 3.25286000000000E+0002	 1.75090000000000E+0001	 4.95631000000000E+0002	 2.49930000000000E+0001	 6.48502000000000E-0003	-3.62399000000000E-0005	 5.89547272727273E+0000	-1.20052100000000E+0001	-4.29000000000000E+0001
 4.37564419500244E+0001	 5.46240625000000E+0002	 3.25181000000000E+0002	 1.75160000000000E+0001	 4.95571000000000E+0002	 2.49970000000000E+0001	 6.48502000000000E-0003	-3.81472000000000E-0005	 5.89547272727273E+0000	-1.19660600000000E+0001	-4.29000000000000E+0001
 4.54372650713987E+0001	 5.46293750000000E+0002	 3.25342000000000E+0002	 1.75040000000000E+0001	 4.95639000000000E+0002	 2.49960000000000E+0001	 6.48311000000000E-0003	-3.62399000000000E-0005	 5.89373636363636E+0000	-1.19265400000000E+0001	-4.29000000000000E+0001
 4.71102249028857E+0001	 5.46346875000000E+0002	 3.25234000000000E+0002	 1.75120000000000E+0001	 4.95434000000000E+0002	 2.50050000000000E+0001	 6.48502000000000E-0003	-3.62399000000000E-0005	 5.89547272727273E+0000	-1.18870200000000E+0001	-4.29000000000000E+0001
 4.87812649373035E+0001	 5.46453125000000E+0002	 3.25185000000000E+0002	 1.75160000000000E+0001	 4.95491000000000E+0002	 2.50010000000000E+0001	 6.48311000000000E-0003	-3.62399000000000E-0005	 5.89373636363636E+0000	-1.18475000000000E+0001	-4.29000000000000E+0001
 5.04591410360814E+0001	 5.46346875000000E+0002	 3.25149000000000E+0002	 1.75180000000000E+0001	 4.95479000000000E+0002	 2.50020000000000E+0001	 6.48311000000000E-0003	-3.81472000000000E-0005	 5.89373636363636E+0000	-1.18087300000000E+0001	-4.29000000000000E+0001
 5.21067311627595E+0001	 5.46134375000000E+0002	 3.25097000000000E+0002	 1.75220000000000E+0001	 4.95564000000000E+0002	 2.49970000000000E+0001	 6.48311000000000E-0003	-3.81472000000000E-0005	 5.89373636363636E+0000	-1.17695900000000E+0001	-4.29000000000000E+0001
 5.37875277444480E+0001	 5.46506250000000E+0002	 3.25108000000000E+0002	 1.75210000000000E+0001	 4.95676000000000E+0002	 2.49930000000000E+0001	 6.48311000000000E-0003	-3.62399000000000E-0005	 5.89373636363636E+0000	-1.17300700000000E+0001	-4.29000000000000E+0001
 5.54654080337026E+0001	 5.46293750000000E+0002	 3.25168000000000E+0002	 1.75170000000000E+0001	 4.95643000000000E+0002	 2.49920000000000E+0001	 6.48311000000000E-0003	-3.81472000000000E-0005	 5.89373636363636E+0000	-1.16909200000000E+0001	-4.29000000000000E+0001
 5.71286213750630E+0001	 5.46559375000000E+0002	 3.25013000000000E+0002	 1.75280000000000E+0001	 4.95458000000000E+0002	 2.50030000000000E+0001	 6.48311000000000E-0003	-3.81472000000000E-0005	 5.89373636363636E+0000	-1.16514000000000E+0001	-4.29000000000000E+0001
 5.87957444312056E+0001	 5.46293750000000E+0002	 3.25022000000000E+0002	 1.75270000000000E+0001	 4.95539000000000E+0002	 2.49990000000000E+0001	 6.48311000000000E-0003	-3.62399000000000E-0005	 5.89373636363636E+0000	-1.16126300000000E+0001	-4.29000000000000E+0001
 6.04521412637640E+0001	 5.46293750000000E+0002	 3.25213000000000E+0002	 1.75140000000000E+0001	 4.95507000000000E+0002	 2.50000000000000E+0001	 6.48311000000000E-0003	-3.81472000000000E-0005	 5.89373636363636E+0000	-1.15731100000000E+0001	-4.29000000000000E+0001
 6.21260950763295E+0001	 5.46187500000000E+0002	 3.24945000000000E+0002	 1.75340000000000E+0001	 4.95615000000000E+0002	 2.49970000000000E+0001	 6.48502000000000E-0003	-3.62399000000000E-0005	 5.89547272727273E+0000	-1.15339700000000E+0001	-4.29000000000000E+0001
 6.37961564947500E+0001	 5.46134375000000E+0002	 3.25091000000000E+0002	 1.75230000000000E+0001	 4.95277000000000E+0002	 2.50140000000000E+0001	 6.48311000000000E-0003	-3.81472000000000E-0005	 5.89373636363636E+0000	-1.14944500000000E+0001	-4.29000000000000E+0001
 6.54779386765636E+0001	 5.46400000000000E+0002	 3.24959000000000E+0002	 1.75330000000000E+0001	 4.95375000000000E+0002	 2.50080000000000E+0001	 6.48311000000000E-0003	-3.62399000000000E-0005	 5.89373636363636E+0000	-1.14549300000000E+0001	-4.29000000000000E+0001
 6.71489678157419E+0001	 5.46240625000000E+0002	 3.25016000000000E+0002	 1.75260000000000E+0001	 4.95628000000000E+0002	 2.49920000000000E+0001	 6.48311000000000E-0003	-3.81472000000000E-0005	 5.89373636363636E+0000	-1.14157800000000E+0001	-4.29000000000000E+0001
 6.88229341997377E+0001	 5.46453125000000E+0002	 3.24952000000000E+0002	 1.75340000000000E+0001	 4.95763000000000E+0002	 2.49860000000000E+0001	 6.48502000000000E-0003	-3.81472000000000E-0005	 5.89547272727273E+0000	-1.13762600000000E+0001	-4.29000000000000E+0001
 7.04920153259702E+0001	 5.63290322580645E+0002	 3.25003000000000E+0002	 1.75290000000000E+0001	 4.95631000000000E+0002	 2.49930000000000E+0001	 6.48311000000000E-0003	-3.62399000000000E-0005	 5.89373636363636E+0000	-1.13371200000000E+0001	-4.29000000000000E+0001
 7.21649989034919E+0001	 5.63290322580645E+0002	 3.24901000000000E+0002	 1.75380000000000E+0001	 4.95620000000000E+0002	 2.49940000000000E+0001	 6.48311000000000E-0003	-3.81472000000000E-0005	 5.89373636363636E+0000	-1.12983500000000E+0001	-4.29000000000000E+0001
 7.38155248781619E+0001	 5.63145161290323E+0002	 3.24876000000000E+0002	 1.75400000000000E+0001	 4.95484000000000E+0002	 2.50020000000000E+0001	 6.48311000000000E-0003	-3.81472000000000E-0005	 5.89373636363636E+0000	-1.12592000000000E+0001	-4.29000000000000E+0001
 7.54826563152579E+0001	 5.63096774193548E+0002	 3.24907000000000E+0002	 1.75370000000000E+0001	 4.95437000000000E+0002	 2.50070000000000E+0001	 6.48311000000000E-0003	-3.81472000000000E-0005	 5.89373636363636E+0000	-1.12196800000000E+0001	-4.29000000000000E+0001
 7.71634509413906E+0001	 5.63290322580645E+0002	 3.24717000000000E+0002	 1.75530000000000E+0001	 4.95368000000000E+0002	 2.50080000000000E+0001	 6.48311000000000E-0003	-3.62399000000000E-0005	 5.89373636363636E+0000	-1.11801600000000E+0001	-4.29000000000000E+0001
 7.88364392681193E+0001	 5.63193548387097E+0002	 3.24824000000000E+0002	 1.75440000000000E+0001	 4.95480000000000E+0002	 2.50020000000000E+0001	 6.48311000000000E-0003	-3.81472000000000E-0005	 5.89373636363636E+0000	-1.11406400000000E+0001	-4.29000000000000E+0001
 8.05123592523631E+0001	 5.63290322580645E+0002	 3.24842000000000E+0002	 1.75420000000000E+0001	 4.95595000000000E+0002	 2.49950000000000E+0001	 6.48311000000000E-0003	-3.81472000000000E-0005	 5.89373636363636E+0000	-1.11011200000000E+0001	-4.29000000000000E+0001
 8.21892505891112E+0001	 5.63096774193548E+0002	 3.24692000000000E+0002	 1.75550000000000E+0001	 4.95586000000000E+0002	 2.49960000000000E+0001	 6.48311000000000E-0003	-3.62399000000000E-0005	 5.89373636363636E+0000	-1.10619800000000E+0001	-4.29000000000000E+0001
 8.38593025091178E+0001	 5.63338709677419E+0002	 3.24747000000000E+0002	 1.75500000000000E+0001	 4.95548000000000E+0002	 2.49980000000000E+0001	 6.48311000000000E-0003	-3.81472000000000E-0005	 5.89373636363636E+0000	-1.10224600000000E+0001	-4.29000000000000E+0001
 8.55381589000837E+0001	 5.63096774193548E+0002	 3.24862000000000E+0002	 1.75410000000000E+0001	 4.95504000000000E+0002	 2.50010000000000E+0001	 6.48311000000000E-0003	-3.81472000000000E-0005	 5.89373636363636E+0000	-1.09836900000000E+0001	-4.29000000000000E+0001
 8.71925811800103E+0001	 5.63290322580645E+0002	 3.24501000000000E+0002	 1.75710000000000E+0001	 4.95378000000000E+0002	 2.50080000000000E+0001	 6.48311000000000E-0003	-3.81472000000000E-0005	 5.89373636363636E+0000	-1.09445400000000E+0001	-4.29000000000000E+0001
 8.88597193218691E+0001	 5.63145161290323E+0002	 3.24626000000000E+0002	 1.75610000000000E+0001	 4.95430000000000E+0002	 2.50040000000000E+0001	 6.48311000000000E-0003	-3.62399000000000E-0005	 5.89373636363636E+0000	-1.09050200000000E+0001	-4.29000000000000E+0001
 9.05346581758296E+0001	 5.63241935483871E+0002	 3.24476000000000E+0002	 1.75730000000000E+0001	 4.95580000000000E+0002	 2.49960000000000E+0001	 6.48311000000000E-0003	-3.81472000000000E-0005	 5.89373636363636E+0000	-1.08655000000000E+0001	-4.29000000000000E+0001
 9.22096009409017E+0001	 5.63290322580645E+0002	 3.24551000000000E+0002	 1.75670000000000E+0001	 4.95579000000000E+0002	 2.49960000000000E+0001	 6.48311000000000E-0003	-3.81472000000000E-0005	 5.89373636363636E+0000	-1.08263600000000E+0001	-4.29000000000000E+0001
 9.38825931787420E+0001	 5.62951612903226E+0002	 3.24534000000000E+0002	 1.75670000000000E+0001	 4.95404000000000E+0002	 2.50090000000000E+0001	 6.48311000000000E-0003	-3.81472000000000E-0005	 5.89373636363636E+0000	-1.07868400000000E+0001	-4.29000000000000E+0001
 9.55604589410107E+0001	 5.63145161290323E+0002	 3.24527000000000E+0002	 1.75690000000000E+0001	 4.95313000000000E+0002	 2.50120000000000E+0001	 6.48311000000000E-0003	-3.62399000000000E-0005	 5.89373636363636E+0000	-1.07473200000000E+0001	-4.29000000000000E+0001
 9.72344236488157E+0001	 5.63145161290323E+0002	 3.24633000000000E+0002	 1.75600000000000E+0001	 4.95487000000000E+0002	 2.50020000000000E+0001	 6.48311000000000E-0003	-3.81472000000000E-0005	 5.89373636363636E+0000	-1.07081700000000E+0001	-4.29000000000000E+0001
 9.88995970158218E+0001	 5.63145161290323E+0002	 3.24422000000000E+0002	 1.75780000000000E+0001	 4.95636000000000E+0002	 2.49930000000000E+0001	 6.48311000000000E-0003	-3.62399000000000E-0005	 5.89373636363636E+0000	-1.06694000000000E+0001	-4.29000000000000E+0001
 1.00553050457530E+0002	 5.63096774193548E+0002	 3.24478000000000E+0002	 1.75730000000000E+0001	 4.95757000000000E+0002	 2.49860000000000E+0001	 6.48311000000000E-0003	-3.81472000000000E-0005	 5.89373636363636E+0000	-1.06298800000000E+0001	-4.29000000000000E+0001
 1.02226041019179E+0002	 5.63290322580645E+0002	 3.24517000000000E+0002	 1.75720000000000E+0001	 4.95690000000000E+0002	 2.49880000000000E+0001	 6.48311000000000E-0003	-3.81472000000000E-0005	 5.89373636363636E+0000	-1.05907400000000E+0001	-4.29000000000000E+0001
 1.03898049891815E+0002	 5.63338709677419E+0002	 3.24463000000000E+0002	 1.75740000000000E+0001	 4.95582000000000E+0002	 2.49960000000000E+0001	 6.48311000000000E-0003	-3.81472000000000E-0005	 5.89373636363636E+0000	-1.05512200000000E+0001	-4.29000000000000E+0001
 1.05571040453465E+0002	 5.63338709677419E+0002	 3.24492000000000E+0002	 1.75720000000000E+0001	 4.95466000000000E+0002	 2.50030000000000E+0001	 6.48311000000000E-0003	-3.62399000000000E-0005	 5.89373636363636E+0000	-1.05120700000000E+0001	-4.29000000000000E+0001
 1.07241089021090E+0002	 5.63241935483871E+0002	 3.24284000000000E+0002	 1.75890000000000E+0001	 4.95277000000000E+0002	 2.50140000000000E+0001	 6.48311000000000E-0003	-3.62399000000000E-0005	 5.89373636363636E+0000	-1.04733100000000E+0001	-4.29000000000000E+0001
 1.08902363009823E+0002	 5.63145161290323E+0002	 3.24460000000000E+0002	 1.75750000000000E+0001	 4.95382000000000E+0002	 2.50080000000000E+0001	 6.48311000000000E-0003	-3.81472000000000E-0005	 5.89373636363636E+0000	-1.04337900000000E+0001	-4.29000000000000E+0001
 1.10566561951309E+0002	 5.63096774193548E+0002	 3.24370000000000E+0002	 1.75810000000000E+0001	 4.95489000000000E+0002	 2.50020000000000E+0001	 6.48311000000000E-0003	-3.81472000000000E-0005	 5.89373636363636E+0000	-1.03942600000000E+0001	-4.29000000000000E+0001
 1.12241496894158E+0002	 5.63193548387097E+0002	 3.24388000000000E+0002	 1.75810000000000E+0001	 4.95477000000000E+0002	 2.50020000000000E+0001	 6.48311000000000E-0003	-3.81472000000000E-0005	 5.89373636363636E+0000	-1.03551200000000E+0001	-4.29000000000000E+0001
 1.13919372992936E+0002	 5.63193548387097E+0002	 3.24355000000000E+0002	 1.75830000000000E+0001	 4.95471000000000E+0002	 2.50020000000000E+0001	 6.48311000000000E-0003	-3.81472000000000E-0005	 5.89373636363636E+0000	-1.03156000000000E+0001	-4.29000000000000E+0001
 1.15594316875468E+0002	 5.63290322580645E+0002	 3.24335000000000E+0002	 1.75840000000000E+0001	 4.95534000000000E+0002	 2.50010000000000E+0001	 6.48311000000000E-0003	-3.62399000000000E-0005	 5.89373636363636E+0000	-1.02760800000000E+0001	-4.29000000000000E+0001
 1.17268275157876E+0002	 5.63290322580645E+0002	 3.24230000000000E+0002	 1.75940000000000E+0001	 4.95626000000000E+0002	 2.49940000000000E+0001	 6.48311000000000E-0003	-3.62399000000000E-0005	 5.89373636363636E+0000	-1.02369300000000E+0001	-4.29000000000000E+0001
 1.18939311281182E+0002	 5.63193548387097E+0002	 3.24253000000000E+0002	 1.75920000000000E+0001	 4.95810000000000E+0002	 2.49830000000000E+0001	 6.48311000000000E-0003	-3.62399000000000E-0005	 5.89373636363636E+0000	-1.01974100000000E+0001	-4.29000000000000E+0001
 1.20612299607911E+0002	 5.63338709677419E+0002	 3.24318000000000E+0002	 1.75870000000000E+0001	 4.95791000000000E+0002	 2.49840000000000E+0001	 6.48311000000000E-0003	-3.62399000000000E-0005	 5.89373636363636E+0000	-1.01586400000000E+0001	-4.29000000000000E+0001
 1.22261846966583E+0002	 5.63241935483871E+0002	 3.24218000000000E+0002	 1.75950000000000E+0001	 4.95588000000000E+0002	 2.49960000000000E+0001	 6.48311000000000E-0003	-3.81472000000000E-0005	 5.89373636363636E+0000	-1.01191200000000E+0001	-4.29000000000000E+0001
 1.23939718874884E+0002	 5.63000000000000E+0002	 3.24337000000000E+0002	 1.75860000000000E+0001	 4.95397000000000E+0002	 2.50080000000000E+0001	 6.48311000000000E-0003	-3.62399000000000E-0005	 5.89373636363636E+0000	-1.00799800000000E+0001	-4.29000000000000E+0001
 1.25605869181697E+0002	 5.63096774193548E+0002	 3.24191000000000E+0002	 1.75970000000000E+0001	 4.95363000000000E+0002	 2.50090000000000E+0001	 6.48311000000000E-0003	-3.81472000000000E-0005	 5.89373636363636E+0000	-1.00408300000000E+0001	-4.29000000000000E+0001
 1.27275925012815E+0002	 5.63048387096774E+0002	 3.24222000000000E+0002	 1.75950000000000E+0001	 4.95520000000000E+0002	 2.50000000000000E+0001	 6.48311000000000E-0003	-3.81472000000000E-0005	 5.89373636363636E+0000	-1.00013100000000E+0001	-4.29000000000000E+0001
 1.28955751080095E+0002	 5.63145161290323E+0002	 3.24235000000000E+0002	 1.75920000000000E+0001	 4.95755000000000E+0002	 2.49860000000000E+0001	 6.48311000000000E-0003	-3.62399000000000E-0005	 5.89373636363636E+0000	-9.96179000000000E+0000	-4.29000000000000E+0001
 1.30645341237504E+0002	 5.63096774193548E+0002	 3.24121000000000E+0002	 1.76030000000000E+0001	 4.95447000000000E+0002	 2.50040000000000E+0001	 6.48311000000000E-0003	-3.62399000000000E-0005	 5.89373636363636E+0000	-9.92227000000000E+0000	-4.29000000000000E+0001
 1.32309537105973E+0002	 5.61741935483871E+0002	 3.24009000000000E+0002	 1.76130000000000E+0001	 4.95504000000000E+0002	 2.50010000000000E+0001	 6.48311000000000E-0003	-3.81472000000000E-0005	 5.89373636363636E+0000	-9.88313000000000E+0000	-4.29000000000000E+0001
 1.33979597406933E+0002	 5.61693548387097E+0002	 3.24027000000000E+0002	 1.76100000000000E+0001	 4.95508000000000E+0002	 2.50020000000000E+0001	 6.48311000000000E-0003	-3.81472000000000E-0005	 5.89373636363636E+0000	-9.84361000000000E+0000	-4.29000000000000E+0001
 1.35660396502908E+0002	 5.61693548387097E+0002	 3.24291000000000E+0002	 1.75890000000000E+0001	 4.95464000000000E+0002	 2.50030000000000E+0001	 6.48311000000000E-0003	-3.81472000000000E-0005	 5.89373636363636E+0000	-9.80409000000000E+0000	-4.29000000000000E+0001
 1.37346078621724E+0002	 5.61887096774194E+0002	 3.24071000000000E+0002	 1.76070000000000E+0001	 4.95476000000000E+0002	 2.50020000000000E+0001	 6.48311000000000E-0003	-3.81472000000000E-0005	 5.89373636363636E+0000	-9.76457000000000E+0000	-4.29000000000000E+0001
 1.39017112230744E+0002	 5.61693548387097E+0002	 3.23935000000000E+0002	 1.76190000000000E+0001	 4.95535000000000E+0002	 2.49980000000000E+0001	 6.48311000000000E-0003	-3.81472000000000E-0005	 5.89373636363636E+0000	-9.72542000000000E+0000	-4.29000000000000E+0001
 1.40686195871263E+0002	 5.61887096774194E+0002	 3.24083000000000E+0002	 1.76060000000000E+0001	 4.95699000000000E+0002	 2.49890000000000E+0001	 6.48311000000000E-0003	-3.62399000000000E-0005	 5.89373636363636E+0000	-9.68590000000000E+0000	-4.29000000000000E+0001
 1.42357226965997E+0002	 5.61693548387097E+0002	 3.23817000000000E+0002	 1.76290000000000E+0001	 4.95582000000000E+0002	 2.49960000000000E+0001	 6.48311000000000E-0003	-3.62399000000000E-0005	 5.89373636363636E+0000	-9.64676000000000E+0000	-4.29000000000000E+0001
 1.44030216130821E+0002	 5.61596774193548E+0002	 3.23971000000000E+0002	 1.76160000000000E+0001	 4.95509000000000E+0002	 2.50000000000000E+0001	 6.48311000000000E-0003	-3.62399000000000E-0005	 5.89373636363636E+0000	-9.60799000000000E+0000	-4.29000000000000E+0001
 1.45677806816229E+0002	 5.61693548387097E+0002	 3.23812000000000E+0002	 1.76290000000000E+0001	 4.95425000000000E+0002	 2.50050000000000E+0001	 6.48311000000000E-0003	-3.81472000000000E-0005	 5.89373636363636E+0000	-9.56847000000000E+0000	-4.29000000000000E+0001
 1.47353719816345E+0002	 5.61693548387097E+0002	 3.23969000000000E+0002	 1.76130000000000E+0001	 4.95518000000000E+0002	 2.50020000000000E+0001	 6.48311000000000E-0003	-3.81472000000000E-0005	 5.89373636363636E+0000	-9.52895000000000E+0000	-4.29000000000000E+0001
 1.49028665654434E+0002	 5.61596774193548E+0002	 3.23716000000000E+0002	 1.76370000000000E+0001	 4.95433000000000E+0002	 2.50050000000000E+0001	 6.48311000000000E-0003	-3.81472000000000E-0005	 5.89373636363636E+0000	-9.48980000000000E+0000	-4.29000000000000E+0001
 1.50706537842100E+0002	 5.61790322580645E+0002	 3.23791000000000E+0002	 1.76310000000000E+0001	 4.95567000000000E+0002	 2.49970000000000E+0001	 6.48311000000000E-0003	-3.81472000000000E-0005	 5.89373636363636E+0000	-9.45028000000000E+0000	-4.29000000000000E+0001
 1.52379524213273E+0002	 5.61741935483871E+0002	 3.23709000000000E+0002	 1.76370000000000E+0001	 4.95583000000000E+0002	 2.49960000000000E+0001	 6.48311000000000E-0003	-3.62399000000000E-0005	 5.89373636363636E+0000	-9.41076000000000E+0000	-4.29000000000000E+0001
 1.54055435816563E+0002	 5.61596774193548E+0002	 3.23748000000000E+0002	 1.76350000000000E+0001	 4.95448000000000E+0002	 2.50040000000000E+0001	 6.48311000000000E-0003	-3.81472000000000E-0005	 5.89373636363636E+0000	-9.37162000000000E+0000	-4.29000000000000E+0001
 1.55737231687268E+0002	 5.61887096774194E+0002	 3.23608000000000E+0002	 1.76460000000000E+0001	 4.95520000000000E+0002	 2.50000000000000E+0001	 6.48311000000000E-0003	-3.81472000000000E-0005	 5.89373636363636E+0000	-9.33210000000000E+0000	-4.29000000000000E+0001
