Data recorded as Sample1: B00KOD1A_MR_AB_
Osc Amp:  1.10000000000000E+0000	Osc Freq:  3.36600000000000E+0001	Phase:  0.00000000000000E+0000	Time Constant: 9	Conductance Ratio:  1.00000000000000E-0003	Current:  1.10000000000000E-0003
Time(s)	HeLevel(mm)	VTIRes(Ohms)	VTITemp(K)	ProbeRes(Ohms)	ProbeTemp(K)	X(V)	Y(V)	Resistance(Ohms)	Field(T)	Angle(°)
 1.87651790939910E+0001	 5.53943750000000E+0002	 3.18108000000000E+0002	 1.81100000000000E+0001	 4.95590000000000E+0002	 2.49960000000000E+0001	 6.48120000000000E-0003	-3.81472000000000E-0005	 5.89200000000000E+0000	-4.46020000000000E-0001	-4.29000000000000E+0001
 2.04293746830952E+0001	 5.53943750000000E+0002	 3.18250000000000E+0002	 1.80980000000000E+0001	 4.95598000000000E+0002	 2.49950000000000E+0001	 6.48120000000000E-0003	-3.81472000000000E-0005	 5.89200000000000E+0000	-4.85160000000000E-0001	-4.29000000000000E+0001
 2.20994307935785E+0001	 5.53996875000000E+0002	 3.18076000000000E+0002	 1.81120000000000E+0001	 4.95511000000000E+0002	 2.50000000000000E+0001	 6.48120000000000E-0003	-3.81472000000000E-0005	 5.89200000000000E+0000	-5.23930000000000E-0001	-4.29000000000000E+0001
 2.37548342037885E+0001	 5.53996875000000E+0002	 3.18168000000000E+0002	 1.81050000000000E+0001	 4.95505000000000E+0002	 2.50010000000000E+0001	 6.48120000000000E-0003	-3.81472000000000E-0005	 5.89200000000000E+0000	-5.63450000000000E-0001	-4.29000000000000E+0001
 2.54239119776396E+0001	 5.54103125000000E+0002	 3.18106000000000E+0002	 1.81090000000000E+0001	 4.95396000000000E+0002	 2.50060000000000E+0001	 6.48120000000000E-0003	-3.81472000000000E-0005	 5.89200000000000E+0000	-6.02970000000000E-0001	-4.29000000000000E+0001
 2.71037436322214E+0001	 5.54050000000000E+0002	 3.18188000000000E+0002	 1.81030000000000E+0001	 4.95359000000000E+0002	 2.50090000000000E+0001	 6.48311000000000E-0003	-3.81472000000000E-0005	 5.89373636363636E+0000	-6.42120000000000E-0001	-4.29000000000000E+0001
 2.87747766825113E+0001	 5.83458333333333E+0002	 3.18259000000000E+0002	 1.80970000000000E+0001	 4.95373000000000E+0002	 2.50080000000000E+0001	 6.48120000000000E-0003	-3.62399000000000E-0005	 5.89200000000000E+0000	-6.81640000000000E-0001	-4.29000000000000E+0001
 3.04506908000877E+0001	 5.83541666666667E+0002	 3.18068000000000E+0002	 1.81130000000000E+0001	 4.95518000000000E+0002	 2.50000000000000E+0001	 6.48120000000000E-0003	-3.62399000000000E-0005	 5.89200000000000E+0000	-7.21160000000000E-0001	-4.29000000000000E+0001
 3.21275871654079E+0001	 5.83458333333333E+0002	 3.18061000000000E+0002	 1.81140000000000E+0001	 4.95589000000000E+0002	 2.49960000000000E+0001	 6.48120000000000E-0003	-3.81472000000000E-0005	 5.89200000000000E+0000	-7.60310000000000E-0001	-4.29000000000000E+0001
 3.38015524319432E+0001	 5.83583333333333E+0002	 3.18162000000000E+0002	 1.81050000000000E+0001	 4.95488000000000E+0002	 2.50020000000000E+0001	 6.48120000000000E-0003	-3.81472000000000E-0005	 5.89200000000000E+0000	-7.99830000000000E-0001	-4.29000000000000E+0001
 3.54667257989493E+0001	 5.83416666666667E+0002	 3.18283000000000E+0002	 1.80950000000000E+0001	 4.95772000000000E+0002	 2.49850000000000E+0001	 6.48120000000000E-0003	-3.81472000000000E-0005	 5.89200000000000E+0000	-8.38590000000000E-0001	-4.29000000000000E+0001
 3.71270192161294E+0001	 5.83500000000000E+0002	 3.18083000000000E+0002	 1.81120000000000E+0001	 4.95688000000000E+0002	 2.49900000000000E+0001	 6.48120000000000E-0003	-3.81472000000000E-0005	 5.89200000000000E+0000	-8.78110000000000E-0001	-4.29000000000000E+0001
 3.87941718849742E+0001	 5.83750000000000E+0002	 3.18223000000000E+0002	 1.81020000000000E+0001	 4.95523000000000E+0002	 2.49990000000000E+0001	 6.48120000000000E-0003	-3.81472000000000E-0005	 5.89200000000000E+0000	-9.17260000000000E-0001	-4.29000000000000E+0001
 4.04720354123220E+0001	 5.83500000000000E+0002	 3.18225000000000E+0002	 1.81000000000000E+0001	 4.95434000000000E+0002	 2.50050000000000E+0001	 6.48120000000000E-0003	-3.62399000000000E-0005	 5.89200000000000E+0000	-9.56780000000000E-0001	-4.29000000000000E+0001
 4.21469739869173E+0001	 5.83666666666667E+0002	 3.18250000000000E+0002	 1.80980000000000E+0001	 4.95355000000000E+0002	 2.50090000000000E+0001	 6.48120000000000E-0003	-3.62399000000000E-0005	 5.89200000000000E+0000	-9.96300000000000E-0001	-4.29000000000000E+0001
 4.38209280788480E+0001	 5.83333333333333E+0002	 3.18114000000000E+0002	 1.81080000000000E+0001	 4.95445000000000E+0002	 2.50040000000000E+0001	 6.48120000000000E-0003	-3.81472000000000E-0005	 5.89200000000000E+0000	-1.03544000000000E+0000	-4.29000000000000E+0001
 4.55105274553051E+0001	 5.83500000000000E+0002	 3.18215000000000E+0002	 1.81010000000000E+0001	 4.95316000000000E+0002	 2.50120000000000E+0001	 6.48120000000000E-0003	-3.81472000000000E-0005	 5.89200000000000E+0000	-1.07496000000000E+0000	-4.29000000000000E+0001
 4.71659199702756E+0001	 5.83458333333333E+0002	 3.18014000000000E+0002	 1.81180000000000E+0001	 4.95600000000000E+0002	 2.49950000000000E+0001	 6.48120000000000E-0003	-3.81472000000000E-0005	 5.89200000000000E+0000	-1.11411000000000E+0000	-4.29000000000000E+0001
 4.88428082340074E+0001	 5.83416666666667E+0002	 3.18104000000000E+0002	 1.81080000000000E+0001	 4.95547000000000E+0002	 2.49980000000000E+0001	 6.48120000000000E-0003	-3.81472000000000E-0005	 5.89200000000000E+0000	-1.15363000000000E+0000	-4.29000000000000E+0001
 5.05167743386380E+0001	 5.83541666666667E+0002	 3.18039000000000E+0002	 1.81150000000000E+0001	 4.95643000000000E+0002	 2.49920000000000E+0001	 6.48120000000000E-0003	-3.81472000000000E-0005	 5.89200000000000E+0000	-1.19315000000000E+0000	-4.29000000000000E+0001
 5.21917145894241E+0001	 5.83375000000000E+0002	 3.18087000000000E+0002	 1.81110000000000E+0001	 4.95525000000000E+0002	 2.49990000000000E+0001	 6.48120000000000E-0003	-3.81472000000000E-0005	 5.89200000000000E+0000	-1.23230000000000E+0000	-4.29000000000000E+0001
 5.38695831453439E+0001	 5.83375000000000E+0002	 3.18197000000000E+0002	 1.81030000000000E+0001	 4.95474000000000E+0002	 2.50010000000000E+0001	 6.48120000000000E-0003	-3.81472000000000E-0005	 5.89200000000000E+0000	-1.27182000000000E+0000	-4.29000000000000E+0001
 5.55455078787947E+0001	 5.83500000000000E+0002	 3.18190000000000E+0002	 1.81030000000000E+0001	 4.95528000000000E+0002	 2.49990000000000E+0001	 6.48120000000000E-0003	-3.62399000000000E-0005	 5.89200000000000E+0000	-1.31134000000000E+0000	-4.29000000000000E+0001
 5.72223967012567E+0001	 5.83458333333333E+0002	 3.18216000000000E+0002	 1.81000000000000E+0001	 4.95424000000000E+0002	 2.50050000000000E+0001	 6.48120000000000E-0003	-3.81472000000000E-0005	 5.89200000000000E+0000	-1.35086000000000E+0000	-4.29000000000000E+0001
 5.88924547672958E+0001	 5.83500000000000E+0002	 3.18396000000000E+0002	 1.80870000000000E+0001	 4.95357000000000E+0002	 2.50090000000000E+0001	 6.48120000000000E-0003	-3.81472000000000E-0005	 5.89200000000000E+0000	-1.39000000000000E+0000	-4.29000000000000E+0001
 6.05673950180819E+0001	 5.83333333333333E+0002	 3.18280000000000E+0002	 1.80950000000000E+0001	 4.95410000000000E+0002	 2.50060000000000E+0001	 6.48120000000000E-0003	-3.81472000000000E-0005	 5.89200000000000E+0000	-1.42952000000000E+0000	-4.29000000000000E+0001
 6.22394240050062E+0001	 5.83500000000000E+0002	 3.18170000000000E+0002	 1.81040000000000E+0001	 4.95349000000000E+0002	 2.50100000000000E+0001	 6.48120000000000E-0003	-3.62399000000000E-0005	 5.89200000000000E+0000	-1.46867000000000E+0000	-4.29000000000000E+0001
 6.39104436457706E+0001	 5.83375000000000E+0002	 3.18308000000000E+0002	 1.80930000000000E+0001	 4.95394000000000E+0002	 2.50070000000000E+0001	 6.48120000000000E-0003	-3.62399000000000E-0005	 5.89200000000000E+0000	-1.50743000000000E+0000	-4.29000000000000E+0001
 6.55726898251035E+0001	 5.83416666666667E+0002	 3.18347000000000E+0002	 1.80890000000000E+0001	 4.95701000000000E+0002	 2.49890000000000E+0001	 6.48120000000000E-0003	-3.62399000000000E-0005	 5.89200000000000E+0000	-1.54696000000000E+0000	-4.29000000000000E+0001
 6.72417748624476E+0001	 5.83500000000000E+0002	 3.18617000000000E+0002	 1.80670000000000E+0001	 4.95692000000000E+0002	 2.49910000000000E+0001	 6.48120000000000E-0003	-3.81472000000000E-0005	 5.89200000000000E+0000	-1.58648000000000E+0000	-4.29000000000000E+0001
 6.89118343253123E+0001	 5.83583333333333E+0002	 3.18314000000000E+0002	 1.80920000000000E+0001	 4.95511000000000E+0002	 2.50000000000000E+0001	 6.48120000000000E-0003	-3.81472000000000E-0005	 5.89200000000000E+0000	-1.62562000000000E+0000	-4.29000000000000E+0001
 7.05818890389700E+0001	 5.83583333333333E+0002	 3.18393000000000E+0002	 1.80860000000000E+0001	 4.95491000000000E+0002	 2.50010000000000E+0001	 6.48120000000000E-0003	-3.81472000000000E-0005	 5.89200000000000E+0000	-1.66514000000000E+0000	-4.29000000000000E+0001
 7.22558492769332E+0001	 5.83250000000000E+0002	 3.18422000000000E+0002	 1.80820000000000E+0001	 4.95532000000000E+0002	 2.49990000000000E+0001	 6.48120000000000E-0003	-3.81472000000000E-0005	 5.89200000000000E+0000	-1.70466000000000E+0000	-4.29000000000000E+0001
 7.39376322968422E+0001	 5.83375000000000E+0002	 3.18742000000000E+0002	 1.80560000000000E+0001	 4.95583000000000E+0002	 2.49960000000000E+0001	 6.48120000000000E-0003	-3.62399000000000E-0005	 5.89200000000000E+0000	-1.74381000000000E+0000	-4.29000000000000E+0001
 7.56086673026879E+0001	 5.83416666666667E+0002	 3.18532000000000E+0002	 1.80740000000000E+0001	 4.95378000000000E+0002	 2.50080000000000E+0001	 6.48120000000000E-0003	-3.62399000000000E-0005	 5.89200000000000E+0000	-1.78333000000000E+0000	-4.29000000000000E+0001
 7.72845783472480E+0001	 5.83541666666667E+0002	 3.18618000000000E+0002	 1.80650000000000E+0001	 4.95693000000000E+0002	 2.49910000000000E+0001	 6.48120000000000E-0003	-3.62399000000000E-0005	 5.89200000000000E+0000	-1.82247000000000E+0000	-4.29000000000000E+0001
 7.89595194361295E+0001	 5.83208333333333E+0002	 3.18645000000000E+0002	 1.80640000000000E+0001	 4.95337000000000E+0002	 2.50100000000000E+0001	 6.48120000000000E-0003	-3.81472000000000E-0005	 5.89200000000000E+0000	-1.86199000000000E+0000	-4.29000000000000E+0001
 8.06305795848355E+0001	 5.83541666666667E+0002	 3.18788000000000E+0002	 1.80520000000000E+0001	 4.95481000000000E+0002	 2.50020000000000E+0001	 6.48120000000000E-0003	-3.81472000000000E-0005	 5.89200000000000E+0000	-1.90151000000000E+0000	-4.29000000000000E+0001
 8.23094063630992E+0001	 5.83291666666667E+0002	 3.18667000000000E+0002	 1.80610000000000E+0001	 4.95660000000000E+0002	 2.49920000000000E+0001	 6.48120000000000E-0003	-3.81472000000000E-0005	 5.89200000000000E+0000	-1.94104000000000E+0000	-4.29000000000000E+0001
 8.39862951855613E+0001	 5.83625000000000E+0002	 3.18926000000000E+0002	 1.80410000000000E+0001	 4.95515000000000E+0002	 2.50000000000000E+0001	 6.48120000000000E-0003	-3.81472000000000E-0005	 5.89200000000000E+0000	-1.98018000000000E+0000	-4.29000000000000E+0001
 8.56544099878616E+0001	 5.83166666666667E+0002	 3.18782000000000E+0002	 1.80530000000000E+0001	 4.95320000000000E+0002	 2.50110000000000E+0001	 6.48120000000000E-0003	-3.62399000000000E-0005	 5.89200000000000E+0000	-2.01970000000000E+0000	-4.29000000000000E+0001
 8.73391076240137E+0001	 5.83583333333333E+0002	 3.18767000000000E+0002	 1.80550000000000E+0001	 4.95421000000000E+0002	 2.50030000000000E+0001	 6.48120000000000E-0003	-3.81472000000000E-0005	 5.89200000000000E+0000	-2.05922000000000E+0000	-4.29000000000000E+0001
 8.90101457028756E+0001	 5.82958333333333E+0002	 3.18888000000000E+0002	 1.80440000000000E+0001	 4.95649000000000E+0002	 2.49920000000000E+0001	 6.48120000000000E-0003	-3.81472000000000E-0005	 5.89200000000000E+0000	-2.09836000000000E+0000	-4.29000000000000E+0001
 9.06811837817376E+0001	 5.82708333333333E+0002	 3.18818000000000E+0002	 1.80500000000000E+0001	 4.95620000000000E+0002	 2.49940000000000E+0001	 6.48120000000000E-0003	-3.81472000000000E-0005	 5.89200000000000E+0000	-2.13789000000000E+0000	-4.29000000000000E+0001
 9.23551440197008E+0001	 5.82875000000000E+0002	 3.18846000000000E+0002	 1.80470000000000E+0001	 4.95540000000000E+0002	 2.49980000000000E+0001	 6.48120000000000E-0003	-3.81472000000000E-0005	 5.89200000000000E+0000	-2.17665000000000E+0000	-4.29000000000000E+0001
 9.40046883053572E+0001	 5.82916666666667E+0002	 3.18935000000000E+0002	 1.80400000000000E+0001	 4.95436000000000E+0002	 2.50050000000000E+0001	 6.48120000000000E-0003	-3.62399000000000E-0005	 5.89200000000000E+0000	-2.21580000000000E+0000	-4.29000000000000E+0001
 9.56737786506386E+0001	 5.82708333333333E+0002	 3.18932000000000E+0002	 1.80400000000000E+0001	 4.95451000000000E+0002	 2.50040000000000E+0001	 6.48120000000000E-0003	-3.81472000000000E-0005	 5.89200000000000E+0000	-2.25532000000000E+0000	-4.29000000000000E+0001
 9.73506621651635E+0001	 5.82791666666667E+0002	 3.19025000000000E+0002	 1.80320000000000E+0001	 4.95484000000000E+0002	 2.50020000000000E+0001	 6.48120000000000E-0003	-3.81472000000000E-0005	 5.89200000000000E+0000	-2.29484000000000E+0000	-4.29000000000000E+0001
 9.90275627209603E+0001	 5.82875000000000E+0002	 3.18979000000000E+0002	 1.80360000000000E+0001	 4.95479000000000E+0002	 2.50020000000000E+0001	 6.47929000000000E-0003	-3.81472000000000E-0005	 5.89026363636364E+0000	-2.33398000000000E+0000	-4.29000000000000E+0001
 1.00703484102029E+0002	 5.82833333333333E+0002	 3.18964000000000E+0002	 1.80370000000000E+0001	 4.95660000000000E+0002	 2.49930000000000E+0001	 6.47929000000000E-0003	-3.81472000000000E-0005	 5.89026363636364E+0000	-2.37350000000000E+0000	-4.29000000000000E+0001
 1.02377442105072E+0002	 5.83000000000000E+0002	 3.19093000000000E+0002	 1.80270000000000E+0001	 4.95510000000000E+0002	 2.50000000000000E+0001	 6.48120000000000E-0003	-3.81472000000000E-0005	 5.89200000000000E+0000	-2.41265000000000E+0000	-4.29000000000000E+0001
 1.04048476552187E+0002	 5.82875000000000E+0002	 3.19082000000000E+0002	 1.80280000000000E+0001	 4.95586000000000E+0002	 2.49960000000000E+0001	 6.47929000000000E-0003	-3.81472000000000E-0005	 5.89026363636364E+0000	-2.45217000000000E+0000	-4.29000000000000E+0001
 1.05723415964878E+0002	 5.82875000000000E+0002	 3.19182000000000E+0002	 1.80190000000000E+0001	 4.95714000000000E+0002	 2.49880000000000E+0001	 6.47929000000000E-0003	-3.81472000000000E-0005	 5.89026363636364E+0000	-2.49094000000000E+0000	-4.29000000000000E+0001
 1.07373940822087E+0002	 5.82833333333333E+0002	 3.19104000000000E+0002	 1.80260000000000E+0001	 4.95404000000000E+0002	 2.50060000000000E+0001	 6.47929000000000E-0003	-3.81472000000000E-0005	 5.89026363636364E+0000	-2.53046000000000E+0000	-4.29000000000000E+0001
 1.09058644045542E+0002	 5.82958333333333E+0002	 3.19115000000000E+0002	 1.80250000000000E+0001	 4.95391000000000E+0002	 2.50050000000000E+0001	 6.47929000000000E-0003	-3.62399000000000E-0005	 5.89026363636364E+0000	-2.56998000000000E+0000	-4.29000000000000E+0001
 1.10729687152976E+0002	 5.82833333333333E+0002	 3.19177000000000E+0002	 1.80200000000000E+0001	 4.95607000000000E+0002	 2.49950000000000E+0001	 6.47929000000000E-0003	-3.81472000000000E-0005	 5.89026363636364E+0000	-2.60912000000000E+0000	-4.29000000000000E+0001
 1.12398759339525E+0002	 5.82833333333333E+0002	 3.19051000000000E+0002	 1.80300000000000E+0001	 4.95438000000000E+0002	 2.50040000000000E+0001	 6.48120000000000E-0003	-3.81472000000000E-0005	 5.89200000000000E+0000	-2.64864000000000E+0000	-4.29000000000000E+0001
 1.14072737177490E+0002	 5.82875000000000E+0002	 3.19217000000000E+0002	 1.80160000000000E+0001	 4.95268000000000E+0002	 2.50110000000000E+0001	 6.48120000000000E-0003	-3.81472000000000E-0005	 5.89200000000000E+0000	-2.68779000000000E+0000	-4.29000000000000E+0001
 1.15756461505582E+0002	 5.82916666666667E+0002	 3.19362000000000E+0002	 1.80040000000000E+0001	 4.95541000000000E+0002	 2.49980000000000E+0001	 6.47929000000000E-0003	-3.81472000000000E-0005	 5.89026363636364E+0000	-2.72731000000000E+0000	-4.29000000000000E+0001
 1.17418705449994E+0002	 5.82916666666667E+0002	 3.19055000000000E+0002	 1.80300000000000E+0001	 4.95715000000000E+0002	 2.49880000000000E+0001	 6.47929000000000E-0003	-3.81472000000000E-0005	 5.89026363636364E+0000	-2.76683000000000E+0000	-4.29000000000000E+0001
 1.19094624316777E+0002	 5.82750000000000E+0002	 3.19153000000000E+0002	 1.80230000000000E+0001	 4.95507000000000E+0002	 2.49990000000000E+0001	 6.48120000000000E-0003	-3.81472000000000E-0005	 5.89200000000000E+0000	-2.80597000000000E+0000	-4.29000000000000E+0001
 1.20771515374160E+0002	 5.83041666666667E+0002	 3.19199000000000E+0002	 1.80180000000000E+0001	 4.95457000000000E+0002	 2.50030000000000E+0001	 6.47929000000000E-0003	-3.62399000000000E-0005	 5.89026363636364E+0000	-2.84549000000000E+0000	-4.29000000000000E+0001
 1.22438643738240E+0002	 5.82958333333333E+0002	 3.19366000000000E+0002	 1.80040000000000E+0001	 4.95440000000000E+0002	 2.50040000000000E+0001	 6.48120000000000E-0003	-3.62399000000000E-0005	 5.89200000000000E+0000	-2.88502000000000E+0000	-4.29000000000000E+0001
 1.24118468688059E+0002	 5.82875000000000E+0002	 3.19348000000000E+0002	 1.80050000000000E+0001	 4.95428000000000E+0002	 2.50050000000000E+0001	 6.48120000000000E-0003	-3.81472000000000E-0005	 5.89200000000000E+0000	-2.92378000000000E+0000	-4.29000000000000E+0001
 1.25763136096906E+0002	 5.82750000000000E+0002	 3.19275000000000E+0002	 1.80110000000000E+0001	 4.95511000000000E+0002	 2.50000000000000E+0001	 6.47929000000000E-0003	-3.81472000000000E-0005	 5.89026363636364E+0000	-2.96293000000000E+0000	-4.29000000000000E+0001
 1.27442957414978E+0002	 5.83083333333333E+0002	 3.19422000000000E+0002	 1.79980000000000E+0001	 4.95698000000000E+0002	 2.49890000000000E+0001	 6.47929000000000E-0003	-3.81472000000000E-0005	 5.89026363636364E+0000	-3.00245000000000E+0000	-4.29000000000000E+0001
 1.29122780129877E+0002	 5.82875000000000E+0002	 3.19604000000000E+0002	 1.79840000000000E+0001	 4.95701000000000E+0002	 2.49890000000000E+0001	 6.47929000000000E-0003	-3.81472000000000E-0005	 5.89026363636364E+0000	-3.04197000000000E+0000	-4.29000000000000E+0001
 1.30791904557702E+0002	 5.82791666666667E+0002	 3.19423000000000E+0002	 1.79990000000000E+0001	 4.95575000000000E+0002	 2.49960000000000E+0001	 6.47929000000000E-0003	-3.62399000000000E-0005	 5.89026363636364E+0000	-3.08112000000000E+0000	-4.29000000000000E+0001
 1.32468755386509E+0002	 5.82750000000000E+0002	 3.19575000000000E+0002	 1.79840000000000E+0001	 4.95633000000000E+0002	 2.49940000000000E+0001	 6.47929000000000E-0003	-3.62399000000000E-0005	 5.89026363636364E+0000	-3.12064000000000E+0000	-4.29000000000000E+0001
 1.34140766214700E+0002	 5.83041666666667E+0002	 3.19525000000000E+0002	 1.79900000000000E+0001	 4.95384000000000E+0002	 2.50080000000000E+0001	 6.48120000000000E-0003	-3.81472000000000E-0005	 5.89200000000000E+0000	-3.16016000000000E+0000	-4.29000000000000E+0001
 1.35818636446811E+0002	 5.82750000000000E+0002	 3.19447000000000E+0002	 1.79970000000000E+0001	 4.95531000000000E+0002	 2.49990000000000E+0001	 6.48120000000000E-0003	-3.81472000000000E-0005	 5.89200000000000E+0000	-3.19930000000000E+0000	-4.29000000000000E+0001
 1.37490649230559E+0002	 5.82791666666667E+0002	 3.19582000000000E+0002	 1.79850000000000E+0001	 4.95335000000000E+0002	 2.50120000000000E+0001	 6.48120000000000E-0003	-3.81472000000000E-0005	 5.89200000000000E+0000	-3.23882000000000E+0000	-4.29000000000000E+0001
 1.39163631969985E+0002	 5.82875000000000E+0002	 3.19504000000000E+0002	 1.79920000000000E+0001	 4.95321000000000E+0002	 2.50110000000000E+0001	 6.48120000000000E-0003	-3.81472000000000E-0005	 5.89200000000000E+0000	-3.27797000000000E+0000	-4.29000000000000E+0001
 1.40836628118937E+0002	 5.82875000000000E+0002	 3.19631000000000E+0002	 1.79810000000000E+0001	 4.95593000000000E+0002	 2.49950000000000E+0001	 6.47929000000000E-0003	-3.81472000000000E-0005	 5.89026363636364E+0000	-3.31749000000000E+0000	-4.29000000000000E+0001
 1.42508633639192E+0002	 5.83041666666667E+0002	 3.19629000000000E+0002	 1.79810000000000E+0001	 4.95712000000000E+0002	 2.49890000000000E+0001	 6.47929000000000E-0003	-3.81472000000000E-0005	 5.89026363636364E+0000	-3.35625000000000E+0000	-4.29000000000000E+0001
 1.44163068211183E+0002	 5.82875000000000E+0002	 3.19719000000000E+0002	 1.79740000000000E+0001	 4.95760000000000E+0002	 2.49860000000000E+0001	 6.47929000000000E-0003	-3.81472000000000E-0005	 5.89026363636364E+0000	-3.39577000000000E+0000	-4.29000000000000E+0001
 1.45835076525089E+0002	 5.82833333333333E+0002	 3.19637000000000E+0002	 1.79810000000000E+0001	 4.95679000000000E+0002	 2.49900000000000E+0001	 6.47929000000000E-0003	-3.81472000000000E-0005	 5.89026363636364E+0000	-3.43492000000000E+0000	-4.29000000000000E+0001
 1.47525641666748E+0002	 5.82875000000000E+0002	 3.19869000000000E+0002	 1.79610000000000E+0001	 4.95506000000000E+0002	 2.50000000000000E+0001	 6.47929000000000E-0003	-3.62399000000000E-0005	 5.89026363636364E+0000	-3.47444000000000E+0000	-4.29000000000000E+0001
 1.49182041292958E+0002	 5.75500000000000E+0002	 3.19650000000000E+0002	 1.79800000000000E+0001	 4.95460000000000E+0002	 2.50030000000000E+0001	 6.47929000000000E-0003	-3.81472000000000E-0005	 5.89026363636364E+0000	-3.51396000000000E+0000	-4.29000000000000E+0001
 1.50862828934962E+0002	 5.74564516129032E+0002	 3.19729000000000E+0002	 1.79740000000000E+0001	 4.95527000000000E+0002	 2.50000000000000E+0001	 6.47929000000000E-0003	-3.81472000000000E-0005	 5.89026363636364E+0000	-3.55311000000000E+0000	-4.29000000000000E+0001
 1.52534840321884E+0002	 5.74419354838710E+0002	 3.19727000000000E+0002	 1.79730000000000E+0001	 4.95611000000000E+0002	 2.49940000000000E+0001	 6.47929000000000E-0003	-3.81472000000000E-0005	 5.89026363636364E+0000	-3.59263000000000E+0000	-4.29000000000000E+0001
 1.54207831162899E+0002	 5.74516129032258E+0002	 3.19702000000000E+0002	 1.79750000000000E+0001	 4.95470000000000E+0002	 2.50030000000000E+0001	 6.48120000000000E-0003	-3.81472000000000E-0005	 5.89200000000000E+0000	-3.63177000000000E+0000	-4.29000000000000E+0001
 1.55876908378020E+0002	 5.74322580645161E+0002	 3.19788000000000E+0002	 1.79680000000000E+0001	 4.95550000000000E+0002	 2.50000000000000E+0001	 6.47929000000000E-0003	-3.81472000000000E-0005	 5.89026363636364E+0000	-3.67129000000000E+0000	-4.29000000000000E+0001
