#Data acquisition DATA FILE 
#
#Program Version 4.0.1-H&H_May_09
#Start time & date: 22:07:33 2010_05_10
#Write Time:21:19:51   Date: 2010_05_11 
#Station nr:5 
#B(T) = alpha*I + Beta*I^3 + gamma*I^5 (I in kA)
#alpha=8.822e-01 	beta=3.104e-06 	gamma=-7.279e-10 
#
#Device type:
#	1: Keithley 199
#	2: Keithley 182 or 2182
#	3: Keithley 2000
#	4: AVS46
#	5: KUN Resistance bridge
#	9: Eg&g Lockin 5210 X
#	10: Eg&g Lockin 5210 X & Y
#	11: Eg&g Lockin 5210 Amplitude & Phase
#	12: Eg&g Lockin 7260 X&Y
#	13: Eg&g Lockin 7260 Amplitude, Phase & Frequency
#	14: Stanford Lockin 530 X & Y
#	15: Stanford Lockin 530 Amplitude & Phase
#	16: Stanford Lockin 830 X & Y
#	17: Stanford Lockin 830 Amplitude & Phase
#	18: AH2500H Capacitance bridge
#	19: AH2700H Capacitance bridge
#	20: AH2700H Capacitance bridge, without reset
#	21: LS340 Temperature controller sensor A&B
#	22: LS340 Temperature controller sensor A val&Calc in oK
#	25: Magnet current read from file: 
#	26: Current(kA) via K182_GPIB-Enet/100 -> Field(Tesla)
#		  Current= K182_1*-2.000000 +K182_2 * -2.000000 
#	27: K199 temperature sensor->T(oK)
#	28: DVR5
#	31: Stanford Lockin 830 Amplitude, Phase & Frequency
#	32: Oxford IPS 120-10 Superconductor power supply
#	33:IXE-alpha stepper motor driver with HEDL-counters

#dev=1 Acquired: address=1 type=26

#dev=2 Acquired: address=10 type=22

#dev=3 Acquired: address=3 type=16

#dev=4 Acquired: address=6 type=16

#dev=5 Acquired: address=1 type=16
#-----------------------------------------------------------
#
Time(sec)	I(kA)(via K182_1&2)	Field(T)	Dev2_LS340_A_R_Input	Dev2_A_Calc.(K)	Dev3SR830_X	Dev3_Y	Dev4SR830_X	Dev4_Y	Dev5SR830_X	Dev5_Y
 85183.807	 1.48506400e+01	 1.31111730e+01	 3.26580000e+02	 3.55150000e+01	 6.80570000e-04	 -4.76841000e-07	 8.26243000e-04	 1.83583000e-05	 3.99539000e-07	 -3.72531000e-08
 85184.807	 1.49450000e+01	 1.31945974e+01	 3.26589000e+02	 3.55140000e+01	 6.80927000e-04	 -3.57630000e-07	 8.26720000e-04	 1.85968000e-05	 4.30273000e-07	 -5.02916000e-08
 85185.807	 1.50395200e+01	 1.32781653e+01	 3.26592000e+02	 3.55130000e+01	 6.81285000e-04	 -2.38420000e-07	 8.27316000e-04	 1.87160000e-05	 3.91157000e-07	 -2.79398000e-08
 85186.807	 1.51339200e+01	 1.33616292e+01	 3.26595000e+02	 3.55130000e+01	 6.81642000e-04	 -2.38420000e-07	 8.27912000e-04	 1.88352000e-05	 3.77187000e-07	 -3.16652000e-08
 85187.807	 1.52283600e+01	 1.34451304e+01	 3.26597000e+02	 3.55130000e+01	 6.82000000e-04	 -1.19210000e-07	 8.28389000e-04	 1.91928000e-05	 4.12578000e-07	 -7.91629000e-08
 85188.807	 1.53228400e+01	 1.35286692e+01	 3.26604000e+02	 3.55120000e+01	 6.82358000e-04	 0.00000000e+00	 8.28985000e-04	 1.93120000e-05	 4.25616000e-07	 -6.33304000e-08
 85189.807	 1.54172400e+01	 1.36121393e+01	 3.26608000e+02	 3.55110000e+01	 6.82715000e-04	 0.00000000e+00	 8.29343000e-04	 1.95504000e-05	 4.33067000e-07	 -9.31328000e-09
 85190.807	 1.55116600e+01	 1.36956291e+01	 3.26612000e+02	 3.55100000e+01	 6.83073000e-04	 1.19210000e-07	 8.29939000e-04	 1.97889000e-05	 4.53556000e-07	 -1.39699000e-08
 85191.807	 1.56061600e+01	 1.37791918e+01	 3.26616000e+02	 3.55100000e+01	 6.83311000e-04	 2.38420000e-07	 8.30535000e-04	 2.00273000e-05	 4.57281000e-07	 -1.30386000e-08
 85192.807	 1.57005600e+01	 1.38626681e+01	 3.26618000e+02	 3.55090000e+01	 6.83669000e-04	 2.38420000e-07	 8.31012000e-04	 2.01465000e-05	 4.54487000e-07	 -9.31328000e-09
 85193.807	 1.57950000e+01	 1.39461820e+01	 3.26618000e+02	 3.55090000e+01	 6.83907000e-04	 3.57630000e-07	 8.31608000e-04	 2.03849000e-05	 4.54487000e-07	 -6.05364000e-08
 85194.807	 1.58894400e+01	 1.40296979e+01	 3.26620000e+02	 3.55090000e+01	 6.84384000e-04	 3.57630000e-07	 8.32085000e-04	 2.05041000e-05	 4.84291000e-07	 -5.86735000e-08
 85195.807	 1.59838400e+01	 1.41131806e+01	 3.26622000e+02	 3.55090000e+01	 6.84623000e-04	 4.76841000e-07	 8.32681000e-04	 2.08617000e-05	 4.43311000e-07	 -5.68109000e-08
 85196.807	 1.60783800e+01	 1.41967892e+01	 3.26621000e+02	 3.55090000e+01	 6.84980000e-04	 5.96050000e-07	 8.33038000e-04	 2.09810000e-05	 4.57281000e-07	 -2.98025000e-08
 85197.807	 1.61727800e+01	 1.42802762e+01	 3.26623000e+02	 3.55090000e+01	 6.85338000e-04	 7.15259000e-07	 8.33515000e-04	 2.11002000e-05	 4.19097000e-07	 -2.60771000e-08
 85198.807	 1.62671600e+01	 1.43637476e+01	 3.26621000e+02	 3.55090000e+01	 6.85576000e-04	 8.34469000e-07	 8.33992000e-04	 2.14578000e-05	 4.59144000e-07	 -5.49483000e-08
 85199.807	 1.63616800e+01	 1.44473449e+01	 3.26619000e+02	 3.55090000e+01	 6.85934000e-04	 8.34469000e-07	 8.34469000e-04	 2.15770000e-05	 4.39586000e-07	 -6.14677000e-08
 85200.807	 1.64561200e+01	 1.45308737e+01	 3.26618000e+02	 3.55090000e+01	 6.86292000e-04	 9.53682000e-07	 8.34946000e-04	 2.18154000e-05	 4.43311000e-07	 -5.68109000e-08
 85201.807	 1.65505000e+01	 1.46143515e+01	 3.26617000e+02	 3.55100000e+01	 6.86530000e-04	 1.07289000e-06	 8.35422000e-04	 2.20538000e-05	 4.61006000e-07	 -4.84290000e-08
 85202.807	 1.66449400e+01	 1.46978846e+01	 3.26615000e+02	 3.55100000e+01	 6.86888000e-04	 1.07289000e-06	 8.35899000e-04	 2.22923000e-05	 4.32135000e-07	 -5.40169000e-08
 85203.807	 1.67393000e+01	 1.47813490e+01	 3.26611000e+02	 3.55110000e+01	 6.87126000e-04	 1.19210000e-06	 8.36376000e-04	 2.25307000e-05	 4.70320000e-07	 -5.02916000e-08
 85204.807	 1.68337800e+01	 1.48649218e+01	 3.26608000e+02	 3.55110000e+01	 6.87484000e-04	 1.19210000e-06	 8.36853000e-04	 2.26499000e-05	 4.21891000e-07	 -2.04892000e-08
 85205.807	 1.69282800e+01	 1.49485145e+01	 3.26606000e+02	 3.55110000e+01	 6.87722000e-04	 1.31131000e-06	 8.37330000e-04	 2.27691000e-05	 4.77772000e-07	 -4.00471000e-08
 85206.807	 1.70226800e+01	 1.50320208e+01	 3.26603000e+02	 3.55120000e+01	 6.88080000e-04	 1.43052000e-06	 8.37807000e-04	 2.31267000e-05	 4.38655000e-07	 -2.32832000e-08
 85207.807	 1.71171800e+01	 1.51156179e+01	 3.26600000e+02	 3.55120000e+01	 6.88437000e-04	 1.43052000e-06	 8.38283000e-04	 2.33651000e-05	 4.42380000e-07	 -1.30386000e-08
 85208.807	 1.72115600e+01	 1.51991109e+01	 3.26595000e+02	 3.55130000e+01	 6.88676000e-04	 1.54973000e-06	 8.38641000e-04	 2.34843000e-05	 4.30273000e-07	 2.79398000e-08
 85209.807	 1.73059800e+01	 1.52826416e+01	 3.26593000e+02	 3.55130000e+01	 6.88914000e-04	 1.66894000e-06	 8.39237000e-04	 2.38420000e-05	 4.46105000e-07	 -1.49013000e-08
 85210.807	 1.74004200e+01	 1.53661921e+01	 3.26589000e+02	 3.55140000e+01	 6.89272000e-04	 1.78815000e-06	 8.39833000e-04	 2.39612000e-05	 4.80566000e-07	 -3.16652000e-08
 85211.807	 1.74949000e+01	 1.54497802e+01	 3.26587000e+02	 3.55140000e+01	 6.89510000e-04	 1.90736000e-06	 8.40191000e-04	 2.43188000e-05	 4.35861000e-07	 2.79398000e-09
 85212.807	 1.75892800e+01	 1.55332821e+01	 3.26581000e+02	 3.55150000e+01	 6.89868000e-04	 2.02657000e-06	 8.40668000e-04	 2.44380000e-05	 4.47968000e-07	 -5.12230000e-08
 85213.807	 1.76837200e+01	 1.56168393e+01	 3.26577000e+02	 3.55160000e+01	 6.90106000e-04	 2.02657000e-06	 8.41144000e-04	 2.45572000e-05	 5.01987000e-07	 -3.81845000e-08
 85214.807	 1.77781200e+01	 1.57003633e+01	 3.26573000e+02	 3.55160000e+01	 6.90464000e-04	 2.14578000e-06	 8.41502000e-04	 2.47956000e-05	 5.10368000e-07	 -4.93603000e-08
 85215.807	 1.78726400e+01	 1.57839957e+01	 3.26572000e+02	 3.55160000e+01	 6.90702000e-04	 2.26499000e-06	 8.41979000e-04	 2.50341000e-05	 4.59144000e-07	 -1.86266000e-08
 85216.807	 1.79669600e+01	 1.58674533e+01	 3.26567000e+02	 3.55170000e+01	 6.90941000e-04	 2.26499000e-06	 8.42456000e-04	 2.52725000e-05	 4.66594000e-07	 -9.40640000e-08
 85217.807	 1.80615200e+01	 1.59511256e+01	 3.26559000e+02	 3.55180000e+01	 6.91298000e-04	 2.38420000e-06	 8.43052000e-04	 2.56301000e-05	 4.83360000e-07	 -2.32832000e-08
 85218.807	 1.81558400e+01	 1.60345877e+01	 3.26556000e+02	 3.55190000e+01	 6.91537000e-04	 2.50341000e-06	 8.43409000e-04	 2.57493000e-05	 4.87085000e-07	 -3.35278000e-08
 85219.807	 1.82501800e+01	 1.61180698e+01	 3.26550000e+02	 3.55200000e+01	 6.91775000e-04	 2.50341000e-06	 8.43886000e-04	 2.61070000e-05	 5.21544000e-07	 -7.17123000e-08
 85220.807	 1.83447600e+01	 1.62017664e+01	 3.26546000e+02	 3.55200000e+01	 6.92133000e-04	 2.62262000e-06	 8.44244000e-04	 2.62262000e-05	 4.68457000e-07	 -2.60771000e-08
 85221.807	 1.84391000e+01	 1.62852530e+01	 3.26542000e+02	 3.55210000e+01	 6.92490000e-04	 2.74183000e-06	 8.44721000e-04	 2.65838000e-05	 4.71251000e-07	 -6.42617000e-08
 85222.807	 1.85336000e+01	 1.63688833e+01	 3.26537000e+02	 3.55220000e+01	 6.92729000e-04	 2.86104000e-06	 8.45198000e-04	 2.68222000e-05	 4.91742000e-07	 -9.87206000e-08
 85223.807	 1.86280800e+01	 1.64524983e+01	 3.26535000e+02	 3.55220000e+01	 6.92967000e-04	 2.98025000e-06	 8.45674000e-04	 2.70606000e-05	 5.20613000e-07	 -5.02916000e-08
 85224.807	 1.87224200e+01	 1.65359916e+01	 3.26533000e+02	 3.55220000e+01	 6.93206000e-04	 3.09946000e-06	 8.46032000e-04	 2.71798000e-05	 5.39239000e-07	 -6.42617000e-08
 85225.807	 1.88169000e+01	 1.66196110e+01	 3.26531000e+02	 3.55220000e+01	 6.93444000e-04	 3.09946000e-06	 8.46509000e-04	 2.74183000e-05	 4.87085000e-07	 -3.35278000e-08
 85226.807	 1.89112600e+01	 1.67031265e+01	 3.26529000e+02	 3.55230000e+01	 6.93802000e-04	 3.21867000e-06	 8.46986000e-04	 2.77759000e-05	 4.90811000e-07	 -5.12230000e-08
 85227.807	 1.90057600e+01	 1.67867682e+01	 3.26531000e+02	 3.55230000e+01	 6.94040000e-04	 3.45708000e-06	 8.47463000e-04	 2.80143000e-05	 5.31789000e-07	 -7.17123000e-08
 85228.807	 1.91001400e+01	 1.68703059e+01	 3.26528000e+02	 3.55230000e+01	 6.94398000e-04	 3.57629000e-06	 8.47820000e-04	 2.82527000e-05	 5.64385000e-07	 -1.30386000e-07
 85229.807	 1.91945800e+01	 1.69538990e+01	 3.26530000e+02	 3.55230000e+01	 6.94636000e-04	 3.57629000e-06	 8.48178000e-04	 2.83719000e-05	 5.17819000e-07	 -5.77422000e-08
 85230.807	 1.92889200e+01	 1.70374059e+01	 3.26530000e+02	 3.55230000e+01	 6.94875000e-04	 3.69550000e-06	 8.48655000e-04	 2.87296000e-05	 4.68457000e-07	 -6.51930000e-08
 85231.807	 1.93834200e+01	 1.71210566e+01	 3.26533000e+02	 3.55220000e+01	 6.95113000e-04	 3.69550000e-06	 8.49012000e-04	 2.89680000e-05	 5.00124000e-07	 -5.49483000e-08
 85232.807	 1.94778800e+01	 1.72046743e+01	 3.26535000e+02	 3.55220000e+01	 6.95471000e-04	 3.81473000e-06	 8.49370000e-04	 2.92064000e-05	 5.12231000e-07	 -4.74977000e-08
 85233.807	 1.95723000e+01	 1.72882587e+01	 3.26538000e+02	 3.55210000e+01	 6.95590000e-04	 3.93394000e-06	 8.49847000e-04	 2.95640000e-05	 4.66594000e-07	 -7.45064000e-09
 85234.807	 1.96667000e+01	 1.73718278e+01	 3.26541000e+02	 3.55210000e+01	 6.95948000e-04	 4.05314000e-06	 8.50324000e-04	 2.98024000e-05	 4.48899000e-07	 1.11759000e-08
 85235.807	 1.97611000e+01	 1.74553992e+01	 3.26544000e+02	 3.55210000e+01	 6.96186000e-04	 4.17235000e-06	 8.50681000e-04	 3.00409000e-05	 4.03264000e-07	 -5.96051000e-08
 85236.807	 1.98556200e+01	 1.75390790e+01	 3.26546000e+02	 3.55200000e+01	 6.96424000e-04	 4.29156000e-06	 8.51039000e-04	 3.02793000e-05	 4.45174000e-07	 -8.19568000e-08
 85237.807	 1.99500000e+01	 1.76226372e+01	 3.26550000e+02	 3.55200000e+01	 6.96663000e-04	 4.29156000e-06	 8.51516000e-04	 3.02793000e-05	 4.13509000e-07	 -1.04309000e-07
 85238.807	 2.00444600e+01	 1.77062685e+01	 3.26553000e+02	 3.55190000e+01	 6.96901000e-04	 4.52998000e-06	 8.51873000e-04	 3.06370000e-05	 4.30273000e-07	 -5.68109000e-08
 85239.807	 2.01389800e+01	 1.77899552e+01	 3.26558000e+02	 3.55180000e+01	 6.97140000e-04	 4.64919000e-06	 8.52350000e-04	 3.08754000e-05	 4.33998000e-07	 -7.35749000e-08
 85240.807	 2.02332600e+01	 1.78734317e+01	 3.26562000e+02	 3.55180000e+01	 6.97378000e-04	 4.64919000e-06	 8.52589000e-04	 3.11139000e-05	 4.75908000e-07	 -5.77422000e-08
 85241.807	 2.03278400e+01	 1.79571761e+01	 3.26564000e+02	 3.55170000e+01	 6.97736000e-04	 4.76840000e-06	 8.53065000e-04	 3.15907000e-05	 4.86154000e-07	 -1.10828000e-07
 85242.807	 2.04222000e+01	 1.80407280e+01	 3.26569000e+02	 3.55170000e+01	 6.97855000e-04	 4.88761000e-06	 8.53423000e-04	 3.18291000e-05	 4.41449000e-07	 -8.56821000e-08
 85243.807	 2.05165800e+01	 1.81242999e+01	 3.26574000e+02	 3.55160000e+01	 6.98093000e-04	 5.12603000e-06	 8.53900000e-04	 3.19483000e-05	 4.72182000e-07	 -2.60771000e-08
 85244.807	 2.06109800e+01	 1.82078918e+01	 3.26579000e+02	 3.55150000e+01	 6.98332000e-04	 5.12603000e-06	 8.54257000e-04	 3.23060000e-05	 4.62869000e-07	 -3.35278000e-08
 85245.807	 2.07054200e+01	 1.82915214e+01	 3.26582000e+02	 3.55150000e+01	 6.98689000e-04	 5.24524000e-06	 8.54615000e-04	 3.25444000e-05	 4.65663000e-07	 -5.12230000e-08
 85246.807	 2.07999200e+01	 1.83752064e+01	 3.26584000e+02	 3.55150000e+01	 6.98928000e-04	 5.36445000e-06	 8.55211000e-04	 3.27828000e-05	 5.03849000e-07	 -9.40640000e-08
 85247.807	 2.08942800e+01	 1.84587698e+01	 3.26587000e+02	 3.55140000e+01	 6.99166000e-04	 5.48366000e-06	 8.55569000e-04	 3.30212000e-05	 4.77772000e-07	 -9.12701000e-08
 85248.807	 2.09887800e+01	 1.85424594e+01	 3.26587000e+02	 3.55140000e+01	 6.99405000e-04	 5.48366000e-06	 8.55688000e-04	 3.33788000e-05	 4.21891000e-07	 -7.73002000e-08
 85249.807	 2.10831400e+01	 1.86260272e+01	 3.26588000e+02	 3.55140000e+01	 6.99643000e-04	 5.72208000e-06	 8.56165000e-04	 3.36173000e-05	 4.55419000e-07	 -1.24798000e-07
 85250.807	 2.11776800e+01	 1.87097568e+01	 3.26588000e+02	 3.55140000e+01	 6.99881000e-04	 5.72208000e-06	 8.56642000e-04	 3.38557000e-05	 5.13162000e-07	 -1.00583000e-07
 85251.807	 2.12721200e+01	 1.87934002e+01	 3.26589000e+02	 3.55140000e+01	 7.00120000e-04	 5.84128000e-06	 8.56999000e-04	 3.40941000e-05	 4.19097000e-07	 -1.46219000e-07
 85252.807	 2.13666400e+01	 1.88771166e+01	 3.26585000e+02	 3.55140000e+01	 7.00358000e-04	 5.96049000e-06	 8.57476000e-04	 3.44517000e-05	 4.12578000e-07	 -5.12230000e-08
 85253.807	 2.14609000e+01	 1.89606051e+01	 3.26579000e+02	 3.55150000e+01	 7.00597000e-04	 6.07970000e-06	 8.57715000e-04	 3.46901000e-05	 5.07574000e-07	 -6.23991000e-08
 85254.807	 2.15553400e+01	 1.90442552e+01	 3.26574000e+02	 3.55160000e+01	 7.00835000e-04	 6.19891000e-06	 8.58191000e-04	 3.49286000e-05	 4.62869000e-07	 -8.28882000e-08
 85255.807	 2.16498400e+01	 1.91279608e+01	 3.26572000e+02	 3.55160000e+01	 7.01074000e-04	 6.31812000e-06	 8.58668000e-04	 3.52862000e-05	 4.91742000e-07	 -4.56350000e-08
 85256.807	 2.17442800e+01	 1.92116155e+01	 3.26569000e+02	 3.55170000e+01	 7.01312000e-04	 6.43733000e-06	 8.58907000e-04	 3.56438000e-05	 4.97330000e-07	 -9.31327000e-08
 85257.807	 2.18387200e+01	 1.92952725e+01	 3.26561000e+02	 3.55180000e+01	 7.01550000e-04	 6.43733000e-06	 8.59264000e-04	 3.58822000e-05	 4.96399000e-07	 -7.73002000e-08
 85258.807	 2.19332400e+01	 1.93790027e+01	 3.26552000e+02	 3.55190000e+01	 7.01789000e-04	 6.55654000e-06	 8.59741000e-04	 3.61206000e-05	 4.75908000e-07	 -5.49483000e-08
 85259.807	 2.20276600e+01	 1.94626465e+01	 3.26545000e+02	 3.55200000e+01	 7.02027000e-04	 6.79496000e-06	 8.59980000e-04	 3.62399000e-05	 4.66594000e-07	 -6.33304000e-08
 85260.807	 2.21220000e+01	 1.95462217e+01	 3.26533000e+02	 3.55220000e+01	 7.02266000e-04	 6.91417000e-06	 8.60337000e-04	 3.65975000e-05	 4.38655000e-07	 -6.05364000e-08
 85261.807	 2.22165000e+01	 1.96299410e+01	 3.26527000e+02	 3.55230000e+01	 7.02385000e-04	 7.03338000e-06	 8.60814000e-04	 3.69551000e-05	 4.76841000e-07	 -7.82316000e-08
 85262.807	 2.23109000e+01	 1.97135739e+01	 3.26520000e+02	 3.55240000e+01	 7.02742000e-04	 7.15259000e-06	 8.61172000e-04	 3.71935000e-05	 5.15956000e-07	 -6.51930000e-08
 85263.807	 2.24053000e+01	 1.97972091e+01	 3.26510000e+02	 3.55260000e+01	 7.02981000e-04	 7.15259000e-06	 8.61529000e-04	 3.74319000e-05	 5.08506000e-07	 -5.30856000e-08
 85264.807	 2.24997000e+01	 1.98808465e+01	 3.26498000e+02	 3.55270000e+01	 7.03219000e-04	 7.39101000e-06	 8.62006000e-04	 3.77896000e-05	 4.98261000e-07	 -4.00471000e-08
 85265.807	 2.25942200e+01	 1.99645925e+01	 3.26491000e+02	 3.55290000e+01	 7.03339000e-04	 7.51021000e-06	 8.62364000e-04	 3.81472000e-05	 4.89879000e-07	 -1.29455000e-07
 85266.807	 2.26887000e+01	 2.00483054e+01	 3.26483000e+02	 3.55300000e+01	 7.03577000e-04	 7.51021000e-06	 8.62721000e-04	 3.83856000e-05	 5.33651000e-07	 -7.63689000e-08
 85267.807	 2.27830000e+01	 2.01318610e+01	 3.26473000e+02	 3.55310000e+01	 7.03815000e-04	 7.74866000e-06	 8.63079000e-04	 3.86240000e-05	 4.96399000e-07	 -3.35278000e-08
 85268.807	 2.28775200e+01	 2.02156137e+01	 3.26466000e+02	 3.55320000e+01	 7.04054000e-04	 7.74866000e-06	 8.63437000e-04	 3.89817000e-05	 4.41449000e-07	 -3.35278000e-08
 85269.807	 2.29718400e+01	 2.02991915e+01	 3.26458000e+02	 3.55340000e+01	 7.04173000e-04	 7.98708000e-06	 8.63913000e-04	 3.92201000e-05	 4.72182000e-07	 8.38196000e-09
 85270.807	 2.30662400e+01	 2.03828425e+01	 3.26449000e+02	 3.55350000e+01	 7.04531000e-04	 7.98708000e-06	 8.64152000e-04	 3.95777000e-05	 4.43311000e-07	 -3.07339000e-08
 85271.807	 2.31607800e+01	 2.04666197e+01	 3.26441000e+02	 3.55360000e+01	 7.04650000e-04	 8.22550000e-06	 8.64509000e-04	 3.98161000e-05	 4.98261000e-07	 -5.12230000e-08
 85272.807	 2.32551800e+01	 2.05502751e+01	 3.26437000e+02	 3.55370000e+01	 7.04888000e-04	 8.34471000e-06	 8.64867000e-04	 4.00546000e-05	 5.57866000e-07	 -8.28882000e-08
 85273.807	 2.33496600e+01	 2.06340037e+01	 3.26431000e+02	 3.55380000e+01	 7.05127000e-04	 8.46392000e-06	 8.65344000e-04	 4.04122000e-05	 5.16888000e-07	 -5.77422000e-08
 85274.807	 2.34440600e+01	 2.07176635e+01	 3.26423000e+02	 3.55390000e+01	 7.05365000e-04	 8.58313000e-06	 8.65702000e-04	 4.07698000e-05	 5.01987000e-07	 -1.86266000e-08
 85275.807	 2.35384800e+01	 2.08013433e+01	 3.26415000e+02	 3.55400000e+01	 7.05604000e-04	 8.70234000e-06	 8.66059000e-04	 4.11274000e-05	 5.06643000e-07	 4.19097000e-08
 85276.807	 2.36330400e+01	 2.08851494e+01	 3.26409000e+02	 3.55410000e+01	 7.05842000e-04	 8.82155000e-06	 8.66298000e-04	 4.13659000e-05	 5.08506000e-07	 -1.49013000e-08
 85277.807	 2.37274400e+01	 2.09688159e+01	 3.26407000e+02	 3.55410000e+01	 7.05961000e-04	 8.94075000e-06	 8.66774000e-04	 4.17235000e-05	 4.95467000e-07	 -7.54376000e-08
 85278.807	 2.38218600e+01	 2.10525024e+01	 3.26400000e+02	 3.55420000e+01	 7.06200000e-04	 9.05996000e-06	 8.67132000e-04	 4.19619000e-05	 4.78703000e-07	 -7.54376000e-08
 85279.807	 2.39163200e+01	 2.11362265e+01	 3.26397000e+02	 3.55430000e+01	 7.06557000e-04	 9.17917000e-06	 8.67371000e-04	 4.23195000e-05	 5.04780000e-07	 -6.61244000e-08
 85280.807	 2.40108200e+01	 2.12199882e+01	 3.26393000e+02	 3.55430000e+01	 7.06676000e-04	 9.29838000e-06	 8.67847000e-04	 4.25579000e-05	 5.67179000e-07	 -6.79870000e-08
 85281.807	 2.41051600e+01	 2.13036103e+01	 3.26393000e+02	 3.55430000e+01	 7.06915000e-04	 9.41759000e-06	 8.68086000e-04	 4.27964000e-05	 5.01055000e-07	 -2.88711000e-08
 85282.807	 2.41996200e+01	 2.13873410e+01	 3.26392000e+02	 3.55430000e+01	 7.07153000e-04	 9.65601000e-06	 8.68563000e-04	 4.30348000e-05	 4.74976000e-07	 -5.30856000e-08
 85283.807	 2.42940600e+01	 2.14710561e+01	 3.26389000e+02	 3.55440000e+01	 7.07272000e-04	 9.65601000e-06	 8.68920000e-04	 4.35116000e-05	 5.28064000e-07	 -1.21073000e-08
 85284.807	 2.43886200e+01	 2.15548798e+01	 3.26392000e+02	 3.55430000e+01	 7.07511000e-04	 9.89443000e-06	 8.69278000e-04	 4.37500000e-05	 5.41102000e-07	 -1.67639000e-08
 85285.807	 2.44829000e+01	 2.16384574e+01	 3.26389000e+02	 3.55440000e+01	 7.07749000e-04	 1.00136000e-05	 8.69635000e-04	 4.41077000e-05	 5.25270000e-07	 -4.00471000e-08
 85286.807	 2.45774200e+01	 2.17222500e+01	 3.26392000e+02	 3.55430000e+01	 7.07988000e-04	 1.00136000e-05	 8.69993000e-04	 4.43461000e-05	 5.19682000e-07	 -5.58796000e-08
 85287.807	 2.46718600e+01	 2.18059738e+01	 3.26394000e+02	 3.55430000e+01	 7.08107000e-04	 1.01328000e-05	 8.70351000e-04	 4.48229000e-05	 5.28995000e-07	 -3.53905000e-08
 85288.807	 2.47663400e+01	 2.18897352e+01	 3.26398000e+02	 3.55430000e+01	 7.08345000e-04	 1.02521000e-05	 8.70708000e-04	 4.50613000e-05	 4.48899000e-07	 -2.42145000e-08
 85289.807	 2.48608200e+01	 2.19734987e+01	 3.26401000e+02	 3.55420000e+01	 7.08584000e-04	 1.03713000e-05	 8.71066000e-04	 4.52998000e-05	 4.79635000e-07	 -4.93603000e-08
 85290.807	 2.49552400e+01	 2.20572112e+01	 3.26405000e+02	 3.55420000e+01	 7.08822000e-04	 1.04905000e-05	 8.71304000e-04	 4.56574000e-05	 4.69388000e-07	 -7.54376000e-08
 85291.807	 2.50498800e+01	 2.21411208e+01	 3.26407000e+02	 3.55410000e+01	 7.09061000e-04	 1.07289000e-05	 8.71662000e-04	 4.60150000e-05	 4.77772000e-07	 -7.26436000e-08
 85292.807	 2.51443000e+01	 2.22248376e+01	 3.26412000e+02	 3.55400000e+01	 7.09180000e-04	 1.08481000e-05	 8.71900000e-04	 4.64919000e-05	 5.28995000e-07	 -6.79870000e-08
 85293.807	 2.52386600e+01	 2.23085032e+01	 3.26416000e+02	 3.55400000e+01	 7.09418000e-04	 1.09673000e-05	 8.72377000e-04	 4.67303000e-05	 4.92673000e-07	 -1.10828000e-07
 85294.807	 2.53330200e+01	 2.23921709e+01	 3.26422000e+02	 3.55390000e+01	 7.09537000e-04	 1.12057000e-05	 8.72616000e-04	 4.70879000e-05	 4.62869000e-07	 -1.67639000e-08
 85295.807	 2.54276400e+01	 2.24760713e+01	 3.26426000e+02	 3.55380000e+01	 7.09776000e-04	 1.13249000e-05	 8.72973000e-04	 4.73263000e-05	 4.79635000e-07	 -1.02446000e-08
 85296.807	 2.55219800e+01	 2.25597255e+01	 3.26433000e+02	 3.55370000e+01	 7.10014000e-04	 1.13249000e-05	 8.73331000e-04	 4.76839000e-05	 4.91742000e-07	 -3.81845000e-08
 85297.807	 2.56163200e+01	 2.26433818e+01	 3.26437000e+02	 3.55370000e+01	 7.10133000e-04	 1.14442000e-05	 8.73569000e-04	 4.79224000e-05	 5.06643000e-07	 -5.68109000e-08
 85298.807	 2.57108200e+01	 2.27271820e+01	 3.26443000e+02	 3.55360000e+01	 7.10372000e-04	 1.16826000e-05	 8.73927000e-04	 4.82800000e-05	 5.23407000e-07	 -4.47037000e-08
 85299.807	 2.58053200e+01	 2.28109843e+01	 3.26447000e+02	 3.55350000e+01	 7.10610000e-04	 1.16826000e-05	 8.74285000e-04	 4.86376000e-05	 5.13162000e-07	 -4.19097000e-08
 85300.807	 2.58996400e+01	 2.28946290e+01	 3.26450000e+02	 3.55350000e+01	 7.10849000e-04	 1.19210000e-05	 8.74642000e-04	 4.89953000e-05	 4.47968000e-07	 -5.40169000e-08
 85301.807	 2.59940800e+01	 2.29783822e+01	 3.26453000e+02	 3.55340000e+01	 7.10968000e-04	 1.20402000e-05	 8.75000000e-04	 4.93529000e-05	 4.74045000e-07	 -2.88711000e-08
 85302.807	 2.60885400e+01	 2.30621552e+01	 3.26459000e+02	 3.55330000e+01	 7.11206000e-04	 1.21594000e-05	 8.75358000e-04	 4.97105000e-05	 4.68457000e-07	 -6.05364000e-08
 85303.807	 2.61829400e+01	 2.31458769e+01	 3.26462000e+02	 3.55330000e+01	 7.11445000e-04	 1.23978000e-05	 8.75477000e-04	 4.99489000e-05	 4.67526000e-07	 -1.27592000e-07
