#Data acquisition DATA FILE 
#
#Program Version 4.0.1-H&H_May_09
#Start time & date: 22:07:33 2010_05_10
#Write Time:21:19:51   Date: 2010_05_11 
#Station nr:5 
#B(T) = alpha*I + Beta*I^3 + gamma*I^5 (I in kA)
#alpha=8.822e-01 	beta=3.104e-06 	gamma=-7.279e-10 
#
#Device type:
#	1: Keithley 199
#	2: Keithley 182 or 2182
#	3: Keithley 2000
#	4: AVS46
#	5: KUN Resistance bridge
#	9: Eg&g Lockin 5210 X
#	10: Eg&g Lockin 5210 X & Y
#	11: Eg&g Lockin 5210 Amplitude & Phase
#	12: Eg&g Lockin 7260 X&Y
#	13: Eg&g Lockin 7260 Amplitude, Phase & Frequency
#	14: Stanford Lockin 530 X & Y
#	15: Stanford Lockin 530 Amplitude & Phase
#	16: Stanford Lockin 830 X & Y
#	17: Stanford Lockin 830 Amplitude & Phase
#	18: AH2500H Capacitance bridge
#	19: AH2700H Capacitance bridge
#	20: AH2700H Capacitance bridge, without reset
#	21: LS340 Temperature controller sensor A&B
#	22: LS340 Temperature controller sensor A val&Calc in oK
#	25: Magnet current read from file: 
#	26: Current(kA) via K182_GPIB-Enet/100 -> Field(Tesla)
#		  Current= K182_1*-2.000000 +K182_2 * -2.000000 
#	27: K199 temperature sensor->T(oK)
#	28: DVR5
#	31: Stanford Lockin 830 Amplitude, Phase & Frequency
#	32: Oxford IPS 120-10 Superconductor power supply
#	33:IXE-alpha stepper motor driver with HEDL-counters

#dev=1 Acquired: address=1 type=26

#dev=2 Acquired: address=10 type=22

#dev=3 Acquired: address=3 type=16

#dev=4 Acquired: address=6 type=16

#dev=5 Acquired: address=1 type=16
#-----------------------------------------------------------
#
Time(sec)	I(kA)(via K182_1&2)	Field(T)	Dev2_LS340_A_R_Input	Dev2_A_Calc.(K)	Dev3SR830_X	Dev3_Y	Dev4SR830_X	Dev4_Y	Dev5SR830_X	Dev5_Y
 85304.807	 2.62774000e+01	 2.32296539e+01	 3.26467000e+02	 3.55320000e+01	 7.11683000e-04	 1.25170000e-05	 8.75834000e-04	 5.03066000e-05	 5.39239000e-07	 -9.22014000e-08
 85305.807	 2.63718200e+01	 2.33133975e+01	 3.26477000e+02	 3.55310000e+01	 7.11802000e-04	 1.26362000e-05	 8.76192000e-04	 5.07834000e-05	 5.15956000e-07	 -4.09784000e-08
 85306.807	 2.64662800e+01	 2.33971785e+01	 3.26482000e+02	 3.55300000e+01	 7.12041000e-04	 1.26362000e-05	 8.76550000e-04	 5.09026000e-05	 5.74630000e-07	 -4.65664000e-08
 85307.807	 2.65608000e+01	 2.34810147e+01	 3.26488000e+02	 3.55290000e+01	 7.12279000e-04	 1.27555000e-05	 8.76907000e-04	 5.12602000e-05	 5.21544000e-07	 -4.84290000e-08
 85308.807	 2.66551800e+01	 2.35647287e+01	 3.26492000e+02	 3.55280000e+01	 7.12398000e-04	 1.29939000e-05	 8.77146000e-04	 5.16179000e-05	 4.97330000e-07	 -4.09784000e-08
 85309.807	 2.67495800e+01	 2.36484625e+01	 3.26494000e+02	 3.55280000e+01	 7.12637000e-04	 1.31131000e-05	 8.77503000e-04	 5.19755000e-05	 5.17819000e-07	 -3.81845000e-08
 85310.807	 2.68440800e+01	 2.37322869e+01	 3.26496000e+02	 3.55280000e+01	 7.12875000e-04	 1.32323000e-05	 8.77861000e-04	 5.23331000e-05	 5.57866000e-07	 -9.12701000e-08
 85311.807	 2.69384400e+01	 2.38159890e+01	 3.26499000e+02	 3.55270000e+01	 7.12994000e-04	 1.34707000e-05	 8.78219000e-04	 5.25715000e-05	 5.36445000e-07	 -5.86735000e-08
 85312.807	 2.70328600e+01	 2.38997463e+01	 3.26502000e+02	 3.55270000e+01	 7.13114000e-04	 1.35899000e-05	 8.78576000e-04	 5.29292000e-05	 5.43896000e-07	 -6.23991000e-08
 85313.807	 2.71273000e+01	 2.39835233e+01	 3.26505000e+02	 3.55260000e+01	 7.13352000e-04	 1.37091000e-05	 8.78695000e-04	 5.32868000e-05	 5.24338000e-07	 -5.21543000e-08
 85314.807	 2.72216200e+01	 2.40671958e+01	 3.26507000e+02	 3.55260000e+01	 7.13591000e-04	 1.38283000e-05	 8.79053000e-04	 5.36444000e-05	 5.27132000e-07	 -3.63218000e-08
 85315.807	 2.73161000e+01	 2.41510120e+01	 3.26507000e+02	 3.55260000e+01	 7.13710000e-04	 1.39475000e-05	 8.79411000e-04	 5.42405000e-05	 5.65316000e-07	 -5.21543000e-08
 85316.807	 2.74106600e+01	 2.42349012e+01	 3.26511000e+02	 3.55260000e+01	 7.14067000e-04	 1.41860000e-05	 8.79649000e-04	 5.43597000e-05	 5.01055000e-07	 -3.44592000e-08
 85317.807	 2.75052200e+01	 2.43187922e+01	 3.26511000e+02	 3.55260000e+01	 7.14187000e-04	 1.43052000e-05	 8.80007000e-04	 5.48365000e-05	 5.52278000e-07	 -6.61244000e-08
 85318.807	 2.75995800e+01	 2.44025077e+01	 3.26510000e+02	 3.55260000e+01	 7.14306000e-04	 1.44244000e-05	 8.80245000e-04	 5.51941000e-05	 5.34583000e-07	 -5.02916000e-08
 85319.807	 2.76941800e+01	 2.44864379e+01	 3.26510000e+02	 3.55260000e+01	 7.14544000e-04	 1.46628000e-05	 8.80603000e-04	 5.54326000e-05	 5.38308000e-07	 -1.39699000e-08
 85320.807	 2.77885200e+01	 2.45701393e+01	 3.26510000e+02	 3.55260000e+01	 7.14663000e-04	 1.47820000e-05	 8.80960000e-04	 5.57902000e-05	 5.53209000e-07	 -1.86266000e-09
 85321.807	 2.78830200e+01	 2.46539845e+01	 3.26509000e+02	 3.55260000e+01	 7.15021000e-04	 1.49012000e-05	 8.81318000e-04	 5.62670000e-05	 5.39239000e-07	 -3.25965000e-08
 85322.807	 2.79773000e+01	 2.47376364e+01	 3.26511000e+02	 3.55260000e+01	 7.15140000e-04	 1.50204000e-05	 8.81676000e-04	 5.66246000e-05	 5.40171000e-07	 -4.37724000e-08
 85323.807	 2.80718800e+01	 2.48215562e+01	 3.26510000e+02	 3.55260000e+01	 7.15379000e-04	 1.52589000e-05	 8.81914000e-04	 5.69823000e-05	 5.20613000e-07	 -3.44592000e-08
 85324.807	 2.81662800e+01	 2.49053180e+01	 3.26507000e+02	 3.55260000e+01	 7.15379000e-04	 1.52589000e-05	 8.82272000e-04	 5.72207000e-05	 5.13162000e-07	 -5.21543000e-08
 85325.807	 2.82607800e+01	 2.49891704e+01	 3.26508000e+02	 3.55260000e+01	 7.15617000e-04	 1.54973000e-05	 8.82510000e-04	 5.76975000e-05	 4.96399000e-07	 -1.49013000e-08
 85326.807	 2.83550600e+01	 2.50728294e+01	 3.26508000e+02	 3.55260000e+01	 7.15856000e-04	 1.56165000e-05	 8.82868000e-04	 5.80552000e-05	 5.63454000e-07	 -4.47037000e-08
 85327.807	 2.84495800e+01	 2.51567030e+01	 3.26506000e+02	 3.55260000e+01	 7.15975000e-04	 1.57357000e-05	 8.83106000e-04	 5.84128000e-05	 5.69042000e-07	 -4.93603000e-08
 85328.807	 2.85439800e+01	 2.52404719e+01	 3.26500000e+02	 3.55270000e+01	 7.16213000e-04	 1.59742000e-05	 8.83464000e-04	 5.86512000e-05	 5.36445000e-07	 -1.05240000e-07
 85329.807	 2.86385400e+01	 2.53243846e+01	 3.26502000e+02	 3.55270000e+01	 7.16452000e-04	 1.60934000e-05	 8.83702000e-04	 5.91280000e-05	 5.06643000e-07	 -7.82316000e-08
 85330.807	 2.87328200e+01	 2.54080504e+01	 3.26497000e+02	 3.55280000e+01	 7.16571000e-04	 1.62126000e-05	 8.84060000e-04	 5.94857000e-05	 4.60075000e-07	 -4.37724000e-08
 85331.807	 2.88272800e+01	 2.54918777e+01	 3.26494000e+02	 3.55280000e+01	 7.16809000e-04	 1.63318000e-05	 8.84417000e-04	 5.98433000e-05	 5.10368000e-07	 -5.68109000e-08
 85332.807	 2.89216600e+01	 2.55756356e+01	 3.26491000e+02	 3.55290000e+01	 7.17048000e-04	 1.65702000e-05	 8.84656000e-04	 6.02009000e-05	 5.23407000e-07	 -4.65664000e-08
 85333.807	 2.90161400e+01	 2.56594840e+01	 3.26488000e+02	 3.55290000e+01	 7.17286000e-04	 1.66894000e-05	 8.84894000e-04	 6.05586000e-05	 4.93605000e-07	 -9.12701000e-08
 85334.807	 2.91105400e+01	 2.57432630e+01	 3.26486000e+02	 3.55290000e+01	 7.17405000e-04	 1.69278000e-05	 8.85252000e-04	 6.09162000e-05	 4.98261000e-07	 -6.98496000e-08
 85335.807	 2.92050200e+01	 2.58271147e+01	 3.26484000e+02	 3.55300000e+01	 7.17524000e-04	 1.70470000e-05	 8.85610000e-04	 6.13932000e-05	 5.26201000e-07	 -3.91158000e-08
 85336.807	 2.92994800e+01	 2.59109502e+01	 3.26480000e+02	 3.55300000e+01	 7.17763000e-04	 1.71663000e-05	 8.85848000e-04	 6.16317000e-05	 5.69973000e-07	 -5.12230000e-08
 85337.807	 2.93938200e+01	 2.59946808e+01	 3.26475000e+02	 3.55310000e+01	 7.18001000e-04	 1.72855000e-05	 8.86325000e-04	 6.21085000e-05	 5.67179000e-07	 -7.17123000e-08
 85338.807	 2.94882600e+01	 2.60785018e+01	 3.26472000e+02	 3.55310000e+01	 7.18120000e-04	 1.75239000e-05	 8.86563000e-04	 6.24661000e-05	 5.67179000e-07	 -5.40169000e-08
 85339.807	 2.95827200e+01	 2.61623420e+01	 3.26468000e+02	 3.55320000e+01	 7.18240000e-04	 1.76431000e-05	 8.86802000e-04	 6.28238000e-05	 5.33651000e-07	 -5.02916000e-08
 85340.807	 2.96772000e+01	 2.62462016e+01	 3.26463000e+02	 3.55330000e+01	 7.18478000e-04	 1.77623000e-05	 8.87159000e-04	 6.31814000e-05	 5.58797000e-07	 -6.61244000e-08
 85341.807	 2.97715000e+01	 2.63299029e+01	 3.26457000e+02	 3.55340000e+01	 7.18597000e-04	 1.78815000e-05	 8.87398000e-04	 6.35390000e-05	 5.20613000e-07	 -5.86735000e-08
 85342.807	 2.98658400e+01	 2.64136413e+01	 3.26453000e+02	 3.55340000e+01	 7.18836000e-04	 1.81199000e-05	 8.87636000e-04	 6.38966000e-05	 4.45174000e-07	 -1.03377000e-07
 85343.807	 2.99604800e+01	 2.64976475e+01	 3.26446000e+02	 3.55350000e+01	 7.19074000e-04	 1.82391000e-05	 8.87994000e-04	 6.43735000e-05	 4.87085000e-07	 -4.65664000e-08
 85344.807	 3.00547800e+01	 2.65813533e+01	 3.26441000e+02	 3.55360000e+01	 7.19193000e-04	 1.83583000e-05	 8.88351000e-04	 6.46119000e-05	 5.11300000e-07	 -7.35749000e-08
 85345.807	 3.01491600e+01	 2.66651316e+01	 3.26438000e+02	 3.55370000e+01	 7.19313000e-04	 1.85968000e-05	 8.88709000e-04	 6.50887000e-05	 5.42965000e-07	 -8.19568000e-08
 85346.807	 3.02436600e+01	 2.67490179e+01	 3.26432000e+02	 3.55370000e+01	 7.19551000e-04	 1.87160000e-05	 8.88947000e-04	 6.54464000e-05	 5.64385000e-07	 -1.95579000e-08
 85347.807	 3.03380400e+01	 2.68327991e+01	 3.26431000e+02	 3.55380000e+01	 7.19789000e-04	 1.88352000e-05	 8.89305000e-04	 6.59232000e-05	 5.37377000e-07	 3.72532000e-09
 85348.807	 3.04324200e+01	 2.69165817e+01	 3.26428000e+02	 3.55380000e+01	 7.19909000e-04	 1.89544000e-05	 8.89543000e-04	 6.62808000e-05	 5.15956000e-07	 -5.58796000e-08
 85349.807	 3.05269000e+01	 2.70004545e+01	 3.26425000e+02	 3.55380000e+01	 7.20147000e-04	 1.91928000e-05	 8.89901000e-04	 6.66385000e-05	 5.13162000e-07	 -8.66135000e-08
 85350.807	 3.06214400e+01	 2.70843819e+01	 3.26423000e+02	 3.55390000e+01	 7.20385000e-04	 1.93120000e-05	 8.90139000e-04	 6.71153000e-05	 5.55072000e-07	 -3.63218000e-08
 85351.807	 3.07158600e+01	 2.71682042e+01	 3.26422000e+02	 3.55390000e+01	 7.20505000e-04	 1.94312000e-05	 8.90378000e-04	 6.74729000e-05	 5.53209000e-07	 -3.25965000e-08
 85352.807	 3.08102000e+01	 2.72519568e+01	 3.26421000e+02	 3.55390000e+01	 7.20624000e-04	 1.95504000e-05	 8.90736000e-04	 6.78306000e-05	 5.55072000e-07	 -1.01515000e-07
 85353.807	 3.09044200e+01	 2.73356041e+01	 3.26416000e+02	 3.55400000e+01	 7.20743000e-04	 1.97889000e-05	 8.91093000e-04	 6.81882000e-05	 5.50415000e-07	 -9.59267000e-08
 85354.807	 3.09991200e+01	 2.74196789e+01	 3.26412000e+02	 3.55410000e+01	 7.20982000e-04	 2.00273000e-05	 8.91332000e-04	 6.84266000e-05	 5.04780000e-07	 -8.38195000e-08
 85355.807	 3.10935000e+01	 2.75034709e+01	 3.26409000e+02	 3.55410000e+01	 7.21220000e-04	 2.01465000e-05	 8.91689000e-04	 6.89034000e-05	 5.17819000e-07	 -5.21543000e-08
 85356.807	 3.11879000e+01	 2.75872819e+01	 3.26408000e+02	 3.55410000e+01	 7.21339000e-04	 2.03849000e-05	 8.92047000e-04	 6.94995000e-05	 5.19682000e-07	 -1.30386000e-08
 85357.807	 3.12823200e+01	 2.76711119e+01	 3.26406000e+02	 3.55410000e+01	 7.21458000e-04	 2.05041000e-05	 8.92404000e-04	 6.98571000e-05	 4.94536000e-07	 -3.81845000e-08
 85358.807	 3.13767200e+01	 2.77549254e+01	 3.26404000e+02	 3.55420000e+01	 7.21697000e-04	 2.06233000e-05	 8.92762000e-04	 7.00955000e-05	 5.27132000e-07	 -6.89183000e-08
 85359.807	 3.14711200e+01	 2.78387400e+01	 3.26403000e+02	 3.55420000e+01	 7.21935000e-04	 2.08617000e-05	 8.93001000e-04	 7.05724000e-05	 5.76492000e-07	 -3.72531000e-08
 85360.807	 3.15656200e+01	 2.79226446e+01	 3.26401000e+02	 3.55420000e+01	 7.22054000e-04	 2.09810000e-05	 8.93120000e-04	 7.09300000e-05	 5.57866000e-07	 -4.28411000e-08
 85361.807	 3.16600600e+01	 2.80064972e+01	 3.26400000e+02	 3.55420000e+01	 7.22174000e-04	 2.12194000e-05	 8.93477000e-04	 7.14068000e-05	 5.88600000e-07	 -4.00471000e-08
 85362.807	 3.17544000e+01	 2.80902620e+01	 3.26397000e+02	 3.55430000e+01	 7.22412000e-04	 2.13386000e-05	 8.93716000e-04	 7.17645000e-05	 5.74630000e-07	 -3.53905000e-08
 85363.807	 3.18489000e+01	 2.81741701e+01	 3.26396000e+02	 3.55430000e+01	 7.22531000e-04	 2.14578000e-05	 8.93954000e-04	 7.22413000e-05	 5.83012000e-07	 -4.00471000e-08
 85364.807	 3.19433600e+01	 2.82580437e+01	 3.26394000e+02	 3.55430000e+01	 7.22770000e-04	 2.15770000e-05	 8.94312000e-04	 7.25989000e-05	 5.32720000e-07	 -5.40169000e-08
 85365.807	 3.20378000e+01	 2.83419006e+01	 3.26392000e+02	 3.55430000e+01	 7.23008000e-04	 2.18154000e-05	 8.94669000e-04	 7.29566000e-05	 5.52278000e-07	 -1.10828000e-07
 85366.807	 3.21320000e+01	 2.84255455e+01	 3.26390000e+02	 3.55440000e+01	 7.23127000e-04	 2.19346000e-05	 8.94908000e-04	 7.34334000e-05	 5.92325000e-07	 -7.07810000e-08
 85367.807	 3.22265800e+01	 2.85095289e+01	 3.26388000e+02	 3.55440000e+01	 7.23246000e-04	 2.21730000e-05	 8.95265000e-04	 7.39102000e-05	 5.40171000e-07	 -9.40640000e-08
 85368.807	 3.23210400e+01	 2.85934067e+01	 3.26389000e+02	 3.55440000e+01	 7.23485000e-04	 2.22923000e-05	 8.95385000e-04	 7.42679000e-05	 5.64385000e-07	 -7.82316000e-08
 85369.807	 3.24153400e+01	 2.86771434e+01	 3.26386000e+02	 3.55440000e+01	 7.23604000e-04	 2.25307000e-05	 8.95742000e-04	 7.46255000e-05	 5.55072000e-07	 -8.47508000e-08
 85370.807	 3.25097600e+01	 2.87609876e+01	 3.26383000e+02	 3.55450000e+01	 7.23843000e-04	 2.26499000e-05	 8.96100000e-04	 7.51023000e-05	 5.26201000e-07	 -5.30856000e-08
 85371.807	 3.26042200e+01	 2.88448682e+01	 3.26383000e+02	 3.55450000e+01	 7.24081000e-04	 2.27691000e-05	 8.96458000e-04	 7.54599000e-05	 5.63454000e-07	 -4.00471000e-08
 85372.807	 3.26986200e+01	 2.89286966e+01	 3.26380000e+02	 3.55450000e+01	 7.24200000e-04	 2.30075000e-05	 8.96696000e-04	 7.58176000e-05	 5.48553000e-07	 -8.47508000e-08
 85373.807	 3.27931000e+01	 2.90125968e+01	 3.26378000e+02	 3.55460000e+01	 7.24319000e-04	 2.32459000e-05	 8.96934000e-04	 7.62944000e-05	 5.33651000e-07	 -8.94074000e-08
 85374.807	 3.28874600e+01	 2.90963914e+01	 3.26378000e+02	 3.55460000e+01	 7.24558000e-04	 2.33651000e-05	 8.97173000e-04	 7.67712000e-05	 5.45759000e-07	 -5.40169000e-08
 85375.807	 3.29820600e+01	 2.91803999e+01	 3.26378000e+02	 3.55460000e+01	 7.24677000e-04	 2.34843000e-05	 8.97530000e-04	 7.70097000e-05	 5.36445000e-07	 -6.14677000e-08
 85376.807	 3.30764000e+01	 2.92641783e+01	 3.26375000e+02	 3.55460000e+01	 7.24796000e-04	 2.37228000e-05	 8.97888000e-04	 7.74865000e-05	 5.61591000e-07	 -1.11759000e-07
 85377.807	 3.31708600e+01	 2.93480642e+01	 3.26371000e+02	 3.55470000e+01	 7.25035000e-04	 2.38420000e-05	 8.98127000e-04	 7.78441000e-05	 5.79286000e-07	 -8.94074000e-08
 85378.807	 3.32650600e+01	 2.94317198e+01	 3.26372000e+02	 3.55460000e+01	 7.25154000e-04	 2.39612000e-05	 8.98365000e-04	 7.84402000e-05	 6.00707000e-07	 -3.53905000e-08
 85379.807	 3.33597400e+01	 2.95158025e+01	 3.26369000e+02	 3.55470000e+01	 7.25392000e-04	 2.43188000e-05	 8.98603000e-04	 7.89170000e-05	 5.37377000e-07	 -6.14677000e-08
 85380.807	 3.34541400e+01	 2.95996373e+01	 3.26367000e+02	 3.55470000e+01	 7.25511000e-04	 2.44380000e-05	 8.98961000e-04	 7.93939000e-05	 5.88600000e-07	 -1.06171000e-07
 85381.807	 3.35483200e+01	 2.96832774e+01	 3.26363000e+02	 3.55480000e+01	 7.25750000e-04	 2.45572000e-05	 8.99319000e-04	 7.97515000e-05	 5.80218000e-07	 -5.21543000e-08
 85382.807	 3.36428800e+01	 2.97672556e+01	 3.26361000e+02	 3.55480000e+01	 7.25869000e-04	 2.47956000e-05	 8.99438000e-04	 8.02283000e-05	 6.05363000e-07	 -4.93603000e-08
 85383.807	 3.37373600e+01	 2.98511635e+01	 3.26359000e+02	 3.55480000e+01	 7.25988000e-04	 2.49149000e-05	 8.99795000e-04	 8.05859000e-05	 5.57866000e-07	 -3.53905000e-08
 85384.807	 3.38316200e+01	 2.99348765e+01	 3.26355000e+02	 3.55490000e+01	 7.26227000e-04	 2.50341000e-05	 8.99915000e-04	 8.09436000e-05	 6.11883000e-07	 -5.30856000e-08
 85385.807	 3.39047800e+01	 2.99998509e+01	 3.26354000e+02	 3.55490000e+01	 7.26346000e-04	 2.52725000e-05	 9.00391000e-04	 8.14204000e-05	 6.12814000e-07	 -2.79398000e-08
 85386.807	 3.39057800e+01	 3.00007390e+01	 3.26361000e+02	 3.55480000e+01	 7.26465000e-04	 2.53917000e-05	 9.00630000e-04	 8.17780000e-05	 5.53209000e-07	 -9.22014000e-08
 85387.807	 3.39061200e+01	 3.00010410e+01	 3.26378000e+02	 3.55460000e+01	 7.26465000e-04	 2.53917000e-05	 9.00511000e-04	 8.16588000e-05	 5.95119000e-07	 -4.19097000e-08
 85388.807	 3.39062400e+01	 3.00011476e+01	 3.26397000e+02	 3.55430000e+01	 7.26584000e-04	 2.53917000e-05	 9.00630000e-04	 8.17780000e-05	 5.58797000e-07	 -5.40169000e-08
 85389.807	 3.39063800e+01	 3.00012719e+01	 3.26416000e+02	 3.55400000e+01	 7.26465000e-04	 2.53917000e-05	 9.00630000e-04	 8.16588000e-05	 5.33651000e-07	 -1.49013000e-08
 85390.807	 3.39065200e+01	 3.00013962e+01	 3.26434000e+02	 3.55370000e+01	 7.26584000e-04	 2.53917000e-05	 9.00511000e-04	 8.16588000e-05	 5.31789000e-07	 -3.91158000e-08
 85391.807	 3.38857800e+01	 2.99829767e+01	 3.26457000e+02	 3.55340000e+01	 7.26584000e-04	 2.53917000e-05	 9.00511000e-04	 8.17780000e-05	 5.16888000e-07	 -2.88711000e-08
 85392.807	 3.37923800e+01	 2.99000271e+01	 3.26485000e+02	 3.55290000e+01	 7.26465000e-04	 2.53917000e-05	 9.00511000e-04	 8.16588000e-05	 5.98844000e-07	 -4.37724000e-08
 85393.807	 3.36984800e+01	 2.98166340e+01	 3.26524000e+02	 3.55240000e+01	 7.26346000e-04	 2.51533000e-05	 9.00034000e-04	 8.11820000e-05	 6.04432000e-07	 -7.54376000e-08
 85394.807	 3.36040400e+01	 2.97327620e+01	 3.26556000e+02	 3.55180000e+01	 7.26108000e-04	 2.50341000e-05	 8.99795000e-04	 8.07052000e-05	 5.73698000e-07	 -1.07103000e-07
 85395.807	 3.35100400e+01	 2.96492813e+01	 3.26595000e+02	 3.55120000e+01	 7.25988000e-04	 2.47956000e-05	 8.99438000e-04	 8.03475000e-05	 5.76492000e-07	 -6.79870000e-08
 85396.807	 3.34154800e+01	 2.95653041e+01	 3.26636000e+02	 3.55060000e+01	 7.25750000e-04	 2.46764000e-05	 8.99199000e-04	 7.99899000e-05	 5.49484000e-07	 -9.22014000e-08
 85397.807	 3.33209400e+01	 2.94813452e+01	 3.26675000e+02	 3.55000000e+01	 7.25631000e-04	 2.44380000e-05	 8.98961000e-04	 7.95131000e-05	 5.57866000e-07	 -5.86735000e-08
 85398.807	 3.32266400e+01	 2.93976003e+01	 3.26712000e+02	 3.54950000e+01	 7.25511000e-04	 2.43188000e-05	 8.98603000e-04	 7.90362000e-05	 5.80218000e-07	 -7.07810000e-08
 85399.807	 3.31321400e+01	 2.93136785e+01	 3.26748000e+02	 3.54900000e+01	 7.25392000e-04	 2.40804000e-05	 8.98246000e-04	 7.85594000e-05	 5.93256000e-07	 -9.87206000e-08
 85400.807	 3.30376400e+01	 2.92297575e+01	 3.26786000e+02	 3.54840000e+01	 7.25154000e-04	 2.39612000e-05	 8.98007000e-04	 7.82018000e-05	 5.78355000e-07	 -8.28882000e-08
 85401.807	 3.29433400e+01	 2.91460149e+01	 3.26818000e+02	 3.54790000e+01	 7.24915000e-04	 2.37228000e-05	 8.97650000e-04	 7.77249000e-05	 5.93256000e-07	 -5.77422000e-08
 85402.807	 3.28488000e+01	 2.90620600e+01	 3.26850000e+02	 3.54740000e+01	 7.24915000e-04	 2.36036000e-05	 8.97173000e-04	 7.72481000e-05	 5.71836000e-07	 -2.60771000e-08
 85403.807	 3.27542000e+01	 2.89780527e+01	 3.26879000e+02	 3.54700000e+01	 7.24677000e-04	 2.33651000e-05	 8.96934000e-04	 7.68905000e-05	 5.71836000e-07	 -8.75448000e-08
 85404.807	 3.26598400e+01	 2.88942594e+01	 3.26906000e+02	 3.54660000e+01	 7.24439000e-04	 2.32459000e-05	 8.96696000e-04	 7.66520000e-05	 5.36445000e-07	 -9.77893000e-08
 85405.807	 3.25656000e+01	 2.88105735e+01	 3.26930000e+02	 3.54630000e+01	 7.24319000e-04	 2.31267000e-05	 8.96338000e-04	 7.61752000e-05	 5.62522000e-07	 -9.87206000e-08
 85406.807	 3.24710000e+01	 2.87265689e+01	 3.26954000e+02	 3.54590000e+01	 7.24200000e-04	 2.28883000e-05	 8.95981000e-04	 7.56984000e-05	 5.97913000e-07	 -4.19097000e-08
 85407.807	 3.23764800e+01	 2.86426363e+01	 3.26970000e+02	 3.54560000e+01	 7.23962000e-04	 2.27691000e-05	 8.95742000e-04	 7.52215000e-05	 5.53209000e-07	 -9.03387000e-08
 85408.807	 3.22819000e+01	 2.85586513e+01	 3.26991000e+02	 3.54530000e+01	 7.23843000e-04	 2.25307000e-05	 8.95385000e-04	 7.48639000e-05	 5.95119000e-07	 -8.47508000e-08
 85409.807	 3.21874800e+01	 2.84748095e+01	 3.27006000e+02	 3.54510000e+01	 7.23723000e-04	 2.24115000e-05	 8.95027000e-04	 7.43871000e-05	 5.67179000e-07	 -8.10255000e-08
 85410.807	 3.20931600e+01	 2.83910574e+01	 3.27018000e+02	 3.54490000e+01	 7.23485000e-04	 2.22923000e-05	 8.94669000e-04	 7.40294000e-05	 5.54141000e-07	 -7.82316000e-08
 85411.807	 3.19984800e+01	 2.83069868e+01	 3.27029000e+02	 3.54480000e+01	 7.23246000e-04	 2.20538000e-05	 8.94431000e-04	 7.35526000e-05	 4.87085000e-07	 -3.81845000e-08
 85412.807	 3.19040800e+01	 2.82231658e+01	 3.27038000e+02	 3.54460000e+01	 7.23127000e-04	 2.18154000e-05	 8.94073000e-04	 7.33142000e-05	 5.01987000e-07	 -5.21543000e-08
 85413.807	 3.18097000e+01	 2.81393636e+01	 3.27047000e+02	 3.54450000e+01	 7.23008000e-04	 2.16962000e-05	 8.93716000e-04	 7.28373000e-05	 5.78355000e-07	 -2.42145000e-08
 85414.807	 3.17153400e+01	 2.80555804e+01	 3.27051000e+02	 3.54440000e+01	 7.22770000e-04	 2.15770000e-05	 8.93477000e-04	 7.24797000e-05	 5.73698000e-07	 -9.22014000e-08
 85415.807	 3.16206800e+01	 2.79715318e+01	 3.27055000e+02	 3.54440000e+01	 7.22531000e-04	 2.14578000e-05	 8.93239000e-04	 7.20029000e-05	 5.53209000e-07	 -6.33304000e-08
 85416.807	 3.15263000e+01	 2.78877331e+01	 3.27060000e+02	 3.54430000e+01	 7.22412000e-04	 2.12194000e-05	 8.93001000e-04	 7.15260000e-05	 5.24338000e-07	 -3.53905000e-08
 85417.807	 3.14319400e+01	 2.78039532e+01	 3.27065000e+02	 3.54420000e+01	 7.22174000e-04	 2.11002000e-05	 8.92643000e-04	 7.10492000e-05	 5.27132000e-07	 -2.51458000e-08
 85418.807	 3.13373800e+01	 2.77199970e+01	 3.27069000e+02	 3.54420000e+01	 7.22054000e-04	 2.09810000e-05	 8.92285000e-04	 7.06916000e-05	 5.27132000e-07	 -5.68109000e-08
 85419.807	 3.12429200e+01	 2.76361308e+01	 3.27070000e+02	 3.54410000e+01	 7.21935000e-04	 2.07425000e-05	 8.92047000e-04	 7.02147000e-05	 5.61591000e-07	 -8.00942000e-08
 85420.807	 3.11484000e+01	 2.75522125e+01	 3.27073000e+02	 3.54410000e+01	 7.21697000e-04	 2.05041000e-05	 8.91689000e-04	 6.99763000e-05	 5.55072000e-07	 -9.22014000e-08
 85421.807	 3.10538600e+01	 2.74682778e+01	 3.27074000e+02	 3.54410000e+01	 7.21578000e-04	 2.03849000e-05	 8.91451000e-04	 6.96187000e-05	 5.34583000e-07	 -1.01515000e-07
 85422.807	 3.09595000e+01	 2.73845041e+01	 3.27078000e+02	 3.54400000e+01	 7.21339000e-04	 2.01465000e-05	 8.91093000e-04	 6.92611000e-05	 5.81149000e-07	 -4.93603000e-08
 85423.807	 3.08650400e+01	 2.73006429e+01	 3.27079000e+02	 3.54400000e+01	 7.21220000e-04	 2.00273000e-05	 8.90855000e-04	 6.87842000e-05	 5.45759000e-07	 -3.16652000e-08
 85424.807	 3.07705200e+01	 2.72167297e+01	 3.27078000e+02	 3.54400000e+01	 7.20982000e-04	 1.99081000e-05	 8.90497000e-04	 6.84266000e-05	 5.12231000e-07	 -3.07339000e-08
