file FFTd=BaFe2P2_00828a_1.dat
Selected B range, Bmin=6.000 T Bmax=7.000 T
Subtracted Poly order =3
Padding =8
F[T]	Amp
 0.00000000000000E+0000	 0.00000000000000E+0000
 3.18768310546875E+0000	 3.98120710766552E-0004
 6.37536621093750E+0000	 4.40877339034739E-0004
 9.56304931640625E+0000	 5.03702082864052E-0004
 1.27507324218750E+0001	 5.79509612694248E-0004
 1.59384155273437E+0001	 6.63088593656537E-0004
 1.91260986328125E+0001	 7.50909174179051E-0004
 2.23137817382813E+0001	 8.40545207246290E-0004
 2.55014648437500E+0001	 9.30223052513847E-0004
 2.86891479492188E+0001	 1.01854126898590E-0003
 3.18768310546875E+0001	 1.10430899794138E-0003
 3.50645141601563E+0001	 1.18645627421683E-0003
 3.82521972656250E+0001	 1.26398681558175E-0003
 4.14398803710938E+0001	 1.33595616854877E-0003
 4.46275634765625E+0001	 1.40146529135434E-0003
 4.78152465820313E+0001	 1.45966365622388E-0003
 5.10029296875000E+0001	 1.50975817231729E-0003
 5.41906127929688E+0001	 1.55102548727729E-0003
 5.73782958984375E+0001	 1.58282596175124E-0003
 6.05659790039063E+0001	 1.60461806341850E-0003
 6.37536621093750E+0001	 1.61597222137338E-0003
 6.69413452148438E+0001	 1.61658338710271E-0003
 7.01290283203125E+0001	 1.60628170308247E-0003
 7.33167114257813E+0001	 1.58504080594079E-0003
 7.65043945312500E+0001	 1.55298340069302E-0003
 7.96920776367188E+0001	 1.51038384292362E-0003
 8.28797607421875E+0001	 1.45766756094735E-0003
 8.60674438476563E+0001	 1.39540724190453E-0003
 8.92551269531250E+0001	 1.32431579510467E-0003
 9.24428100585938E+0001	 1.24523619253611E-0003
 9.56304931640625E+0001	 1.15912836954789E-0003
 9.88181762695313E+0001	 1.06705344721074E-0003
 1.02005859375000E+0002	 9.70155610638846E-0004
 1.05193542480468E+0002	 8.69642043774586E-0004
 1.08381225585937E+0002	 7.66761381012888E-0004
 1.11568908691406E+0002	 6.62781192682517E-0004
 1.14756591796875E+0002	 5.58965086455594E-0004
 1.17944274902343E+0002	 4.56550120304712E-0004
 1.21131958007812E+0002	 3.56725536593628E-0004
 1.24319641113281E+0002	 2.60615042879707E-0004
 1.27507324218750E+0002	 1.69271436293917E-0004
 1.30695007324219E+0002	 8.37548662438393E-0005
 1.33882690429688E+0002	 1.06601007768217E-0005
 1.37070373535156E+0002	 6.92966011880618E-0005
 1.40258056640625E+0002	 1.33703387947002E-0004
 1.43445739746094E+0002	 1.90417474271722E-0004
 1.46633422851563E+0002	 2.39058605111362E-0004
 1.49821105957031E+0002	 2.79545341547978E-0004
 1.53008789062500E+0002	 3.11969161462321E-0004
 1.56196472167969E+0002	 3.36570306116565E-0004
 1.59384155273438E+0002	 3.53723376655920E-0004
