file FFTd=BaFe2P2_00828a_1.dat
Selected B range, Bmin=4.000 T Bmax=5.000 T
Subtracted Poly order =3
Padding =8
F[T]	Amp
 1.36402478027343E+0004	 1.65385277540360E-0006
 1.36417657470703E+0004	 1.64065069482830E-0006
 1.36432836914062E+0004	 1.62545692275269E-0006
 1.36448016357421E+0004	 1.60848754782315E-0006
 1.36463195800781E+0004	 1.58994894203990E-0006
 1.36478375244140E+0004	 1.57003351847963E-0006
 1.36493554687500E+0004	 1.54891599976897E-0006
 1.36508734130859E+0004	 1.52675032827365E-0006
 1.36523913574218E+0004	 1.50366733885237E-0006
 1.36539093017578E+0004	 1.47977329644787E-0006
 1.36554272460937E+0004	 1.45514937326961E-0006
 1.36569451904296E+0004	 1.42985210443688E-0006
 1.36584631347656E+0004	 1.40391481843881E-0006
 1.36599810791015E+0004	 1.37734999245599E-0006
 1.36614990234375E+0004	 1.35015243609271E-0006
 1.36630169677734E+0004	 1.32230316433266E-0006
 1.36645349121093E+0004	 1.29377378526807E-0006
 1.36660528564453E+0004	 1.26453120333584E-0006
 1.36675708007812E+0004	 1.23454242625765E-0006
 1.36690887451171E+0004	 1.20377926414934E-0006
 1.36706066894531E+0004	 1.17222272158129E-0006
 1.36721246337890E+0004	 1.13986690593944E-0006
 1.36736425781250E+0004	 1.10672230575989E-0006
 1.36751605224609E+0004	 1.07281832797328E-0006
 1.36766784667968E+0004	 1.03820502041438E-0006
 1.36781964111328E+0004	 1.00295394301972E-0006
 1.36797143554687E+0004	 9.67158185782993E-0007
 1.36812322998046E+0004	 9.30931562186291E-0007
 1.36827502441406E+0004	 8.94407032387583E-0007
 1.36842681884765E+0004	 8.57734430279422E-0007
 1.36857861328125E+0004	 8.21077582413429E-0007
 1.36873040771484E+0004	 7.84610914885566E-0007
 1.36888220214843E+0004	 7.48515647218737E-0007
 1.36903399658203E+0004	 7.12975671208223E-0007
 1.36918579101562E+0004	 6.78173209413021E-0007
 1.36933758544921E+0004	 6.44284345035203E-0007
 1.36948937988281E+0004	 6.11474515669426E-0007
 1.36964117431640E+0004	 5.79894071744781E-0007
 1.36979296875000E+0004	 5.49674020375659E-0007
 1.36994476318359E+0004	 5.20922109703202E-0007
 1.37009655761718E+0004	 4.93719457956347E-0007
 1.37024835205078E+0004	 4.68117991248146E-0007
 1.37040014648437E+0004	 4.44139014544007E-0007
 1.37055194091796E+0004	 4.21773285475895E-0007
 1.37070373535156E+0004	 4.00982971715684E-0007
 1.37085552978515E+0004	 3.81705832623888E-0007
 1.37100732421875E+0004	 3.63861866858064E-0007
 1.37115911865234E+0004	 3.47362514744044E-0007
 1.37131091308593E+0004	 3.32122313523378E-0007
 1.37146270751953E+0004	 3.18072690186385E-0007
 1.37161450195312E+0004	 3.05177334955648E-0007
 1.37176629638671E+0004	 2.93448282003287E-0007
 1.37191809082031E+0004	 2.82961337237761E-0007
 1.37206988525390E+0004	 2.73868719303924E-0007
 1.37222167968750E+0004	 2.66405681089179E-0007
 1.37237347412109E+0004	 2.60886705470860E-0007
 1.37252526855468E+0004	 2.57686441297215E-0007
 1.37267706298828E+0004	 2.57202310495788E-0007
 1.37282885742187E+0004	 2.59800951614168E-0007
 1.37298065185546E+0004	 2.65758543272318E-0007
 1.37313244628906E+0004	 2.75211186608625E-0007
 1.37328424072265E+0004	 2.88130257035548E-0007
 1.37343603515625E+0004	 3.04327918583720E-0007
 1.37358782958984E+0004	 3.23486002472936E-0007
 1.37373962402343E+0004	 3.45195008751457E-0007
 1.37389141845703E+0004	 3.68991332871973E-0007
 1.37404321289062E+0004	 3.94386338491389E-0007
 1.37419500732421E+0004	 4.20886103781267E-0007
 1.37434680175781E+0004	 4.48003544702625E-0007
 1.37449859619140E+0004	 4.75265399241457E-0007
 1.37465039062500E+0004	 5.02216221996694E-0007
 1.37480218505859E+0004	 5.28420872619512E-0007
 1.37495397949218E+0004	 5.53466373409109E-0007
 1.37510577392578E+0004	 5.76963577165414E-0007
 1.37525756835937E+0004	 5.98548817812029E-0007
 1.37540936279296E+0004	 6.17885568820849E-0007
 1.37556115722656E+0004	 6.34666064728033E-0007
 1.37571295166015E+0004	 6.48612817079726E-0007
 1.37586474609375E+0004	 6.59479957188211E-0007
 1.37601654052734E+0004	 6.67054351494232E-0007
 1.37616833496093E+0004	 6.71156453806350E-0007
 1.37632012939453E+0004	 6.71640878188163E-0007
 1.37647192382812E+0004	 6.68396694761588E-0007
 1.37662371826171E+0004	 6.61347467473839E-0007
 1.37677551269531E+0004	 6.50451068238789E-0007
 1.37692730712890E+0004	 6.35699317128367E-0007
 1.37707910156250E+0004	 6.17117516128937E-0007
 1.37723089599609E+0004	 5.94763969231247E-0007
 1.37738269042968E+0004	 5.68729623062428E-0007
 1.37753448486328E+0004	 5.39138036364397E-0007
 1.37768627929687E+0004	 5.06146025884103E-0007
 1.37783807373046E+0004	 4.69945608529794E-0007
 1.37798986816406E+0004	 4.30768415442305E-0007
 1.37814166259765E+0004	 3.88894949136865E-0007
 1.37829345703125E+0004	 3.44673796572509E-0007
 1.37844525146484E+0004	 2.98562700152177E-0007
 1.37859704589843E+0004	 2.51221766487195E-0007
 1.37874884033203E+0004	 2.03743852318780E-0007
 1.37890063476562E+0004	 1.58282831713923E-0007
 1.37905242919921E+0004	 1.19846236278697E-0007
 1.37920422363281E+0004	 9.98174807406706E-0008
