file FFTd=BaFe2P2_00828a_1.dat
Selected B range, Bmin=5.000 T Bmax=6.000 T
Subtracted Poly order =3
Padding =8
F[T]	Amp
 0.00000000000000E+0000	 0.00000000000000E+0000
 2.27691650390625E+0000	 5.36193112322019E-0004
 4.55383300781250E+0000	 5.68721730751882E-0004
 6.83074951171875E+0000	 6.18744273547147E-0004
 9.10766601562499E+0000	 6.81826884453941E-0004
 1.13845825195312E+0001	 7.53869781069571E-0004
 1.36614990234374E+0001	 8.31477604205151E-0004
 1.59384155273437E+0001	 9.11917937656351E-0004
 1.82153320312500E+0001	 9.92955264904502E-0004
 2.04922485351562E+0001	 1.07269448394600E-0003
 2.27691650390625E+0001	 1.14947040765058E-0003
 2.50460815429687E+0001	 1.22178193035105E-0003
 2.73229980468750E+0001	 1.28826010317303E-0003
 2.95999145507812E+0001	 1.34765943382759E-0003
 3.18768310546875E+0001	 1.39886398426252E-0003
 3.41537475585937E+0001	 1.44090205844650E-0003
 3.64306640625000E+0001	 1.47296499103459E-0003
 3.87075805664062E+0001	 1.49442679965854E-0003
 4.09844970703125E+0001	 1.50486237495644E-0003
 4.32614135742187E+0001	 1.50406256425883E-0003
 4.55383300781250E+0001	 1.49204503602983E-0003
 4.78152465820312E+0001	 1.46906024441961E-0003
 5.00921630859375E+0001	 1.43559217860562E-0003
 5.23690795898437E+0001	 1.39235389773742E-0003
 5.46459960937500E+0001	 1.34027812536310E-0003
 5.69229125976562E+0001	 1.28050340103787E-0003
 5.91998291015625E+0001	 1.21435643821760E-0003
 6.14767456054687E+0001	 1.14333136568709E-0003
 6.37536621093750E+0001	 1.06906633736983E-0003
 6.60305786132812E+0001	 9.93317411600574E-0004
 6.83074951171875E+0001	 9.17928357819412E-0004
 7.05844116210937E+0001	 8.44792809557923E-0004
 7.28613281250000E+0001	 7.75801760177193E-0004
 7.51382446289062E+0001	 7.12765430708558E-0004
 7.74151611328124E+0001	 6.57296858289153E-0004
 7.96920776367187E+0001	 6.10651502990922E-0004
 8.19689941406249E+0001	 5.73540384155202E-0004
 8.42459106445312E+0001	 5.45971705185924E-0004
 8.65228271484374E+0001	 5.27201582801368E-0004
 8.87997436523437E+0001	 5.15849136537920E-0004
 9.10766601562499E+0001	 5.10152505177358E-0004
 9.33535766601562E+0001	 5.08270312443587E-0004
 9.56304931640624E+0001	 5.08527462297231E-0004
 9.79074096679687E+0001	 5.09555440840550E-0004
 1.00184326171874E+0002	 5.10332554045645E-0004
 1.02461242675781E+0002	 5.10156355584211E-0004
 1.04738159179687E+0002	 5.08581721064890E-0004
