min F=100; num_slices=100; num_pts=200
angle,B_x,B_y,B_z,band number,Wien2k band number,spin dirn,branch,area [Angstrom^-2],freq [T],k_x,k_y,k_z,k_parallel,slicenum,inplane dk (Angstrom^-1),dF/dkpara^2,mass (m_e),df/dM [T/(mu_B/f.u.)]
5.200000000000000000e+01,1.368366000000000027e-01,-7.760390999999999817e-01,6.156614999999999727e-01,4.000000000000000000e+00,2.600000000000000000e+01,1.000000000000000000e+00,3.500000000000000000e+01,0.000000000000000000e+00,2.161873000000000047e+03,-7.679120000000000390e-01,7.976942999999999673e-01,7.158016000000000378e-01,-2.834289999999999865e-01,3.900000000000000000e+01,1.288159000000000005e-02,-1.270733999999999942e+05,1.861462000000000117e-01,0.000000000000000000e+00
5.200000000000000000e+01,1.368366000000000027e-01,-7.760390999999999817e-01,6.156614999999999727e-01,4.000000000000000000e+00,2.600000000000000000e+01,1.000000000000000000e+00,3.700000000000000000e+01,0.000000000000000000e+00,2.161838000000000193e+03,7.698810000000000375e-01,-8.007307000000000174e-01,-7.200425999999999771e-01,2.834438000000000235e-01,7.000000000000000000e+01,1.288159000000000005e-02,-1.270861000000000058e+05,1.844050999999999885e-01,0.000000000000000000e+00
5.300000000000000000e+01,1.386815999999999882e-01,-7.865024000000000459e-01,6.018149999999999888e-01,4.000000000000000000e+00,2.600000000000000000e+01,1.000000000000000000e+00,3.500000000000000000e+01,0.000000000000000000e+00,2.187336999999999989e+03,-7.701527999999999707e-01,7.966111999999999638e-01,7.080132999999999566e-01,-3.072496000000000116e-01,3.800000000000000000e+01,1.271021999999999950e-02,-1.238500000000000000e+05,1.796563999999999939e-01,0.000000000000000000e+00
5.300000000000000000e+01,1.386815999999999882e-01,-7.865024000000000459e-01,6.018149999999999888e-01,4.000000000000000000e+00,2.600000000000000000e+01,1.000000000000000000e+00,3.700000000000000000e+01,0.000000000000000000e+00,2.187293000000000120e+03,7.669148000000000076e-01,-7.996680000000000454e-01,-7.112998999999999850e-01,3.072268000000000221e-01,7.100000000000000000e+01,1.271021999999999950e-02,-1.238753000000000029e+05,1.809566999999999981e-01,0.000000000000000000e+00
5.400000000000000000e+01,1.404843000000000064e-01,-7.967262000000000510e-01,5.877852999999999550e-01,4.000000000000000000e+00,2.600000000000000000e+01,1.000000000000000000e+00,3.500000000000000000e+01,0.000000000000000000e+00,2.212865999999999985e+03,-7.714539999999999731e-01,7.987277000000000404e-01,7.046253000000000100e-01,-3.305760999999999838e-01,3.700000000000000000e+01,1.254712000000000015e-02,-1.204115000000000000e+05,1.741842000000000112e-01,0.000000000000000000e+00
5.400000000000000000e+01,1.404843000000000064e-01,-7.967262000000000510e-01,5.877852999999999550e-01,4.000000000000000000e+00,2.600000000000000000e+01,1.000000000000000000e+00,3.700000000000000000e+01,0.000000000000000000e+00,2.212871000000000095e+03,7.717471999999999666e-01,-7.986334000000000488e-01,-7.046065999999999718e-01,3.305530999999999886e-01,7.200000000000000000e+01,1.254712000000000015e-02,-1.204786000000000058e+05,1.744898000000000005e-01,0.000000000000000000e+00
5.500000000000000000e+01,1.422442999999999902e-01,-8.067073000000000160e-01,5.735763999999999863e-01,4.000000000000000000e+00,2.600000000000000000e+01,1.000000000000000000e+00,3.500000000000000000e+01,0.000000000000000000e+00,2.239523999999999887e+03,-7.708277999999999519e-01,7.974849999999999994e-01,6.962646999999999586e-01,-3.536217999999999861e-01,3.600000000000000000e+01,1.239187999999999922e-02,-1.211793999999999942e+05,1.603198000000000123e-01,0.000000000000000000e+00
5.500000000000000000e+01,1.422442999999999902e-01,-8.067073000000000160e-01,5.735763999999999863e-01,4.000000000000000000e+00,2.600000000000000000e+01,1.000000000000000000e+00,3.700000000000000000e+01,0.000000000000000000e+00,2.239384000000000015e+03,7.711008000000000306e-01,-7.976898999999999518e-01,-6.965130000000000488e-01,3.536834999999999840e-01,7.300000000000000000e+01,1.239187999999999922e-02,-1.205410000000000000e+05,1.604756999999999989e-01,0.000000000000000000e+00
5.600000000000000000e+01,1.439609000000000028e-01,-8.164426000000000183e-01,5.591928999999999927e-01,4.000000000000000000e+00,2.600000000000000000e+01,1.000000000000000000e+00,3.500000000000000000e+01,0.000000000000000000e+00,2.267972000000000207e+03,-7.704062000000000410e-01,7.986185000000000089e-01,6.900275999999999632e-01,-3.770759000000000194e-01,3.500000000000000000e+01,1.224412000000000070e-02,-1.289168000000000029e+05,1.369517000000000095e-01,0.000000000000000000e+00
5.600000000000000000e+01,1.439609000000000028e-01,-8.164426000000000183e-01,5.591928999999999927e-01,4.000000000000000000e+00,2.600000000000000000e+01,1.000000000000000000e+00,3.700000000000000000e+01,0.000000000000000000e+00,2.267856000000000222e+03,7.714183000000000012e-01,-7.983521000000000090e-01,-6.899252000000000162e-01,3.770613999999999910e-01,7.400000000000000000e+01,1.224412000000000070e-02,-1.284456000000000058e+05,1.379209999999999881e-01,0.000000000000000000e+00
5.700000000000000000e+01,1.456336000000000019e-01,-8.259292999999999774e-01,5.446389999999999842e-01,4.000000000000000000e+00,2.600000000000000000e+01,1.000000000000000000e+00,3.500000000000000000e+01,0.000000000000000000e+00,2.292782999999999902e+03,-7.716304000000000496e-01,7.983046000000000308e-01,6.787716000000000305e-01,-4.020329000000000264e-01,3.400000000000000000e+01,1.210347999999999979e-02,-1.075590000000000000e+05,1.634514999999999996e-01,0.000000000000000000e+00
5.700000000000000000e+01,1.456336000000000019e-01,-8.259292999999999774e-01,5.446389999999999842e-01,4.000000000000000000e+00,2.600000000000000000e+01,1.000000000000000000e+00,3.700000000000000000e+01,0.000000000000000000e+00,2.292891999999999825e+03,7.708783999999999637e-01,-7.996471000000000551e-01,-6.803633000000000042e-01,4.021654000000000062e-01,7.500000000000000000e+01,1.210347999999999979e-02,-1.076213999999999942e+05,1.621641000000000055e-01,0.000000000000000000e+00
