6.314043200000000100e+03	5.700000000000000000e+01
6.584104900000000300e+03	5.800000000000000000e+01
6.810956799999999900e+03	5.900000000000000000e+01
6.994598799999999800e+03	6.000000000000000000e+01
7.141975300000000100e+03	6.100000000000000000e+01
7.290123499999999700e+03	6.200000000000000000e+01
7.413580200000000300e+03	6.300000000000000000e+01
7.512345699999999900e+03	6.400000000000000000e+01
7.623456799999999900e+03	6.500000000000000000e+01
7.697530899999999700e+03	6.600000000000000000e+01
7.796296300000000000e+03	6.700000000000000000e+01
7.870370399999999800e+03	6.800000000000000000e+01
7.944444400000000300e+03	6.900000000000000000e+01
8.006944400000000300e+03	7.000000000000000000e+01
8.062500000000000000e+03	7.100000000000000000e+01
8.118055599999999700e+03	7.200000000000000000e+01
8.201388899999999900e+03	7.300000000000000000e+01
8.312500000000000000e+03	7.400000000000000000e+01
8.409722200000000200e+03	7.500000000000000000e+01
8.534722200000000200e+03	7.600000000000000000e+01
8.675925900000000200e+03	7.700000000000000000e+01
8.842592599999999900e+03	7.800000000000000000e+01
9.020061700000000200e+03	7.900000000000000000e+01
9.257716000000000300e+03	8.000000000000000000e+01
9.495370399999999800e+03	8.100000000000000000e+01
