min F=100; num_slices=100; num_pts=200
angle,B_x,B_y,B_z,band number,Wien2k band number,spin dirn,branch,area [Angstrom^-2],freq [T],k_x,k_y,k_z,k_parallel,slicenum,inplane dk (Angstrom^-1),dF/dkpara^2,mass (m_e),df/dM [T/(mu_B/f.u.)]
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,2.500000000000000000e+01,1.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,2.125501999999999953e+03,-8.181705000000000227e-01,8.195546000000000220e-01,-2.589652000000000065e-01,-2.589652000000000065e-01,3.200000000000000000e+01,1.801118999999999984e-02,2.119227999999999884e+04,1.448264999999999969e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,2.500000000000000000e+01,1.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,2.125501999999999953e+03,-8.181756999999999502e-01,8.195525999999999645e-01,2.589570999999999956e-01,2.589570999999999956e-01,7.700000000000000000e+01,1.801118999999999984e-02,2.118595000000000073e+04,1.448238000000000025e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,2.500000000000000000e+01,1.000000000000000000e+00,7.000000000000000000e+00,0.000000000000000000e+00,2.125534000000000106e+03,8.173635999999999679e-01,8.201574000000000364e-01,-2.611326999999999954e-01,-2.611326999999999954e-01,3.100000000000000000e+01,1.801118999999999984e-02,2.065020999999999913e+04,1.440954999999999875e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,2.500000000000000000e+01,1.000000000000000000e+00,9.000000000000000000e+00,0.000000000000000000e+00,2.126204000000000178e+03,8.158841999999999484e-01,8.185847000000000540e-01,2.548504999999999798e-01,2.548504999999999798e-01,7.700000000000000000e+01,1.801118999999999984e-02,1.748424000000000160e+04,1.432355999999999907e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,2.500000000000000000e+01,1.000000000000000000e+00,1.200000000000000000e+01,0.000000000000000000e+00,2.125340999999999894e+03,-8.184810000000000141e-01,-8.202593000000000245e-01,-2.581017999999999923e-01,-2.581017999999999923e-01,3.100000000000000000e+01,1.801118999999999984e-02,2.165390999999999985e+04,1.447507000000000099e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,2.500000000000000000e+01,1.000000000000000000e+00,1.400000000000000000e+01,0.000000000000000000e+00,2.125597999999999956e+03,-8.217362999999999751e-01,-8.238218000000000485e-01,2.516901999999999751e-01,2.516901999999999751e-01,7.700000000000000000e+01,1.801118999999999984e-02,2.015588000000000102e+04,1.432340000000000002e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,2.500000000000000000e+01,1.000000000000000000e+00,1.700000000000000000e+01,0.000000000000000000e+00,2.125501999999999953e+03,8.170212000000000030e-01,-8.197027999999999537e-01,-2.589652000000000065e-01,-2.589652000000000065e-01,3.200000000000000000e+01,1.801118999999999984e-02,2.119227999999999884e+04,1.448264999999999969e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,2.500000000000000000e+01,1.000000000000000000e+00,1.900000000000000000e+01,0.000000000000000000e+00,2.125501999999999953e+03,8.170195999999999570e-01,-8.197081000000000506e-01,2.589570999999999956e-01,2.589570999999999956e-01,7.700000000000000000e+01,1.801118999999999984e-02,2.118595000000000073e+04,1.448238000000000025e-01,0.000000000000000000e+00
1.000000000000000000e+00,3.030578999999999825e-03,-1.718727000000000102e-02,9.998477000000000059e-01,3.000000000000000000e+00,2.500000000000000000e+01,1.000000000000000000e+00,1.200000000000000000e+01,0.000000000000000000e+00,2.126717000000000098e+03,-8.185251999999999528e-01,-8.206470000000000153e-01,-2.593681999999999932e-01,-2.477045999999999970e-01,3.200000000000000000e+01,1.799419000000000018e-02,1.466013999999999942e+04,1.430330999999999964e-01,0.000000000000000000e+00
1.000000000000000000e+00,3.030578999999999825e-03,-1.718727000000000102e-02,9.998477000000000059e-01,3.000000000000000000e+00,2.500000000000000000e+01,1.000000000000000000e+00,1.400000000000000000e+01,0.000000000000000000e+00,2.126775000000000091e+03,-8.164616000000000096e-01,-8.212741000000000069e-01,2.482966000000000062e-01,2.598999000000000170e-01,7.800000000000000000e+01,1.799419000000000018e-02,1.460006999999999971e+04,1.429483000000000004e-01,0.000000000000000000e+00
