min F=100; num_slices=100; num_pts=200
angle,B_x,B_y,B_z,band number,Wien2k band number,spin dirn,branch,area [Angstrom^-2],freq [T],k_x,k_y,k_z,k_parallel,slicenum,inplane dk (Angstrom^-1),dF/dkpara^2,mass (m_e),df/dM [T/(mu_B/f.u.)]
5.100000000000000000e+01,1.349499999999999866e-01,-7.653394000000000030e-01,6.293204000000000020e-01,3.000000000000000000e+00,2.500000000000000000e+01,1.000000000000000000e+00,5.400000000000000000e+01,0.000000000000000000e+00,3.556161999999999807e+03,8.199387999999999677e-01,8.180342000000000446e-01,-5.119941999999999549e-01,-8.376314000000000259e-01,8.000000000000000000e+00,1.314188999999999982e-02,5.260080000000000291e+04,2.420627999999999946e-01,0.000000000000000000e+00
5.100000000000000000e+01,1.349499999999999866e-01,-7.653394000000000030e-01,6.293204000000000020e-01,3.000000000000000000e+00,2.500000000000000000e+01,1.000000000000000000e+00,3.800000000000000000e+01,0.000000000000000000e+00,3.556380999999999858e+03,8.194046999999999858e-01,8.187166000000000166e-01,5.013697999999999766e-01,-2.004951000000000094e-01,4.300000000000000000e+01,1.314188999999999982e-02,5.095534999999999854e+04,2.399885999999999964e-01,0.000000000000000000e+00
5.100000000000000000e+01,1.349499999999999866e-01,-7.653394000000000030e-01,6.293204000000000020e-01,3.000000000000000000e+00,2.500000000000000000e+01,1.000000000000000000e+00,4.500000000000000000e+01,0.000000000000000000e+00,3.556188999999999851e+03,-8.212665999999999578e-01,-8.184078000000000186e-01,-5.082044999999999479e-01,1.957064000000000026e-01,6.500000000000000000e+01,1.314188999999999982e-02,5.257430999999999767e+04,2.418104000000000087e-01,0.000000000000000000e+00
5.100000000000000000e+01,1.349499999999999866e-01,-7.653394000000000030e-01,6.293204000000000020e-01,3.000000000000000000e+00,2.500000000000000000e+01,1.000000000000000000e+00,5.300000000000000000e+01,0.000000000000000000e+00,3.556391999999999825e+03,-8.210408999999999624e-01,-8.185959000000000430e-01,5.002796000000000465e-01,8.305403999999999565e-01,1.010000000000000000e+02,1.314188999999999982e-02,5.037477999999999884e+04,2.392806000000000100e-01,0.000000000000000000e+00
5.300000000000000000e+01,1.386815999999999882e-01,-7.865024000000000459e-01,6.018149999999999888e-01,3.000000000000000000e+00,2.500000000000000000e+01,1.000000000000000000e+00,5.400000000000000000e+01,0.000000000000000000e+00,3.750577000000000226e+03,8.201715000000000533e-01,8.195518000000000525e-01,-5.108238000000000500e-01,-8.382581999999999534e-01,1.000000000000000000e+01,1.271021999999999950e-02,4.730801999999999680e+04,2.583706000000000058e-01,0.000000000000000000e+00
5.300000000000000000e+01,1.386815999999999882e-01,-7.865024000000000459e-01,6.018149999999999888e-01,3.000000000000000000e+00,2.500000000000000000e+01,1.000000000000000000e+00,3.800000000000000000e+01,0.000000000000000000e+00,3.750793000000000120e+03,8.191199000000000119e-01,8.194377999999999940e-01,5.028650999999999538e-01,-2.282611999999999974e-01,4.200000000000000000e+01,1.271021999999999950e-02,4.541563999999999942e+04,2.547869999999999857e-01,0.000000000000000000e+00
5.300000000000000000e+01,1.386815999999999882e-01,-7.865024000000000459e-01,6.018149999999999888e-01,3.000000000000000000e+00,2.500000000000000000e+01,1.000000000000000000e+00,4.500000000000000000e+01,0.000000000000000000e+00,3.750440000000000055e+03,-8.203179999999999916e-01,-8.192479000000000289e-01,-5.084130000000000038e-01,2.246068999999999982e-01,6.600000000000000000e+01,1.271021999999999950e-02,4.852719999999999709e+04,2.596995000000000275e-01,0.000000000000000000e+00
5.300000000000000000e+01,1.386815999999999882e-01,-7.865024000000000459e-01,6.018149999999999888e-01,3.000000000000000000e+00,2.500000000000000000e+01,1.000000000000000000e+00,5.300000000000000000e+01,0.000000000000000000e+00,3.750902000000000044e+03,-8.203021000000000340e-01,-8.184913999999999801e-01,5.003301999999999472e-01,8.310908999999999658e-01,9.900000000000000000e+01,1.271021999999999950e-02,4.448187000000000262e+04,2.545123000000000246e-01,0.000000000000000000e+00
5.400000000000000000e+01,1.404843000000000064e-01,-7.967262000000000510e-01,5.877852999999999550e-01,3.000000000000000000e+00,2.500000000000000000e+01,1.000000000000000000e+00,5.400000000000000000e+01,0.000000000000000000e+00,3.862202000000000226e+03,8.199630999999999448e-01,8.182835999999999999e-01,-5.125389000000000195e-01,-8.380189000000000110e-01,1.100000000000000000e+01,1.254712000000000015e-02,3.644418000000000029e+04,2.680050999999999961e-01,0.000000000000000000e+00
5.400000000000000000e+01,1.404843000000000064e-01,-7.967262000000000510e-01,5.877852999999999550e-01,3.000000000000000000e+00,2.500000000000000000e+01,1.000000000000000000e+00,3.800000000000000000e+01,0.000000000000000000e+00,3.862356999999999971e+03,8.186137999999999471e-01,8.173388999999999793e-01,4.969362999999999975e-01,-2.441010000000000124e-01,4.200000000000000000e+01,1.254712000000000015e-02,3.536640000000000146e+04,2.662632999999999805e-01,0.000000000000000000e+00
