min F=100; num_slices=100; num_pts=200
angle,B_x,B_y,B_z,band number,Wien2k band number,spin dirn,branch,area [Angstrom^-2],freq [T],k_x,k_y,k_z,k_parallel,slicenum,inplane dk (Angstrom^-1),dF/dkpara^2,mass (m_e),df/dM [T/(mu_B/f.u.)]
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+00,2.600000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.149946999999999889e+03,-8.243555999999999662e-01,-8.250482999999999567e-01,-5.106005000000000127e-01,-5.106005000000000127e-01,9.000000000000000000e+00,1.801118999999999984e-02,1.605870999999999913e+04,1.000585999999999975e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+00,2.600000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+00,0.000000000000000000e+00,1.149910000000000082e+03,-8.214789999999999592e-01,-8.219594999999999541e-01,4.982388999999999846e-01,4.982388999999999846e-01,9.900000000000000000e+01,1.801118999999999984e-02,1.672063999999999942e+04,9.692106000000000332e-02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+00,2.600000000000000000e+01,1.000000000000000000e+00,8.000000000000000000e+00,0.000000000000000000e+00,1.149875999999999976e+03,8.179187999999999459e-01,-8.173709999999999587e-01,-1.085650999999999977e-03,-1.085650999999999977e-03,5.400000000000000000e+01,1.801118999999999984e-02,9.378179000000000087e+03,9.896860999999999853e-02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+00,2.600000000000000000e+01,1.000000000000000000e+00,1.300000000000000000e+01,0.000000000000000000e+00,1.149875999999999976e+03,-8.144489999999999785e-01,8.218938999999999551e-01,-1.085650999999999977e-03,-1.085650999999999977e-03,5.400000000000000000e+01,1.801118999999999984e-02,9.378179000000000087e+03,9.896860999999999853e-02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+00,2.600000000000000000e+01,1.000000000000000000e+00,1.600000000000000000e+01,0.000000000000000000e+00,1.149907999999999902e+03,8.170920999999999879e-01,8.182892999999999972e-01,-5.082999999999999741e-01,-5.082999999999999741e-01,9.000000000000000000e+00,1.801118999999999984e-02,1.727165999999999985e+04,9.700092000000000436e-02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+00,2.600000000000000000e+01,1.000000000000000000e+00,2.000000000000000000e+01,0.000000000000000000e+00,1.149791999999999916e+03,8.191772999999999971e-01,8.203314999999999912e-01,5.002598999999999796e-01,5.002598999999999796e-01,9.900000000000000000e+01,1.801118999999999984e-02,1.813195999999999913e+04,9.735370000000000135e-02,0.000000000000000000e+00
1.000000000000000000e+00,3.030578999999999825e-03,-1.718727000000000102e-02,9.998477000000000059e-01,4.000000000000000000e+00,2.600000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.150219000000000051e+03,-8.222367999999999899e-01,-8.210243000000000402e-01,-5.111284999999999856e-01,-4.994313000000000224e-01,1.000000000000000000e+01,1.799419000000000018e-02,1.686545000000000073e+04,9.761881999999999504e-02,0.000000000000000000e+00
1.000000000000000000e+00,3.030578999999999825e-03,-1.718727000000000102e-02,9.998477000000000059e-01,4.000000000000000000e+00,2.600000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+00,0.000000000000000000e+00,1.150220000000000027e+03,-8.186132999999999882e-01,-8.188077999999999745e-01,5.004269000000000078e-01,5.119428999999999785e-01,1.000000000000000000e+02,1.799419000000000018e-02,1.672447999999999956e+04,9.619832999999999856e-02,0.000000000000000000e+00
1.000000000000000000e+00,3.030578999999999825e-03,-1.718727000000000102e-02,9.998477000000000059e-01,4.000000000000000000e+00,2.600000000000000000e+01,1.000000000000000000e+00,1.600000000000000000e+01,0.000000000000000000e+00,1.150471999999999980e+03,8.196731999999999907e-01,8.221945999999999977e-01,-5.112305000000000321e-01,-5.227998999999999841e-01,8.000000000000000000e+00,1.799419000000000018e-02,1.495909000000000015e+04,9.591223000000000110e-02,0.000000000000000000e+00
1.000000000000000000e+00,3.030578999999999825e-03,-1.718727000000000102e-02,9.998477000000000059e-01,4.000000000000000000e+00,2.600000000000000000e+01,1.000000000000000000e+00,2.000000000000000000e+01,0.000000000000000000e+00,1.150173999999999978e+03,8.200207000000000468e-01,8.214006000000000363e-01,5.000145999999999757e-01,4.883059000000000149e-01,9.800000000000000000e+01,1.799419000000000018e-02,1.702825999999999840e+04,9.555112999999999801e-02,0.000000000000000000e+00
1.000000000000000000e+00,3.030578999999999825e-03,-1.718727000000000102e-02,9.998477000000000059e-01,4.000000000000000000e+00,2.600000000000000000e+01,1.000000000000000000e+00,8.000000000000000000e+00,0.000000000000000000e+00,1.149814000000000078e+03,8.172412000000000010e-01,-8.194565999999999795e-01,2.517565000000000146e-04,1.681264999999999843e-02,5.600000000000000000e+01,1.799419000000000018e-02,1.144704000000000087e+04,9.952958000000000638e-02,0.000000000000000000e+00
1.000000000000000000e+00,3.030578999999999825e-03,-1.718727000000000102e-02,9.998477000000000059e-01,4.000000000000000000e+00,2.600000000000000000e+01,1.000000000000000000e+00,1.300000000000000000e+01,0.000000000000000000e+00,1.149898999999999887e+03,-8.178933999999999926e-01,8.190773000000000081e-01,5.126532000000000268e-04,-1.604380999999999863e-02,5.300000000000000000e+01,1.799419000000000018e-02,9.805014999999999418e+03,9.858883000000000230e-02,0.000000000000000000e+00
2.000000000000000000e+00,6.060234000000000280e-03,-3.436928999999999679e-02,9.993908000000000236e-01,4.000000000000000000e+00,2.600000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.150653000000000020e+03,-8.248917999999999529e-01,-8.255921999999999983e-01,-5.115463000000000093e-01,-4.878586999999999785e-01,1.100000000000000000e+01,1.797690999999999872e-02,1.615430999999999949e+04,9.868388999999999633e-02,0.000000000000000000e+00
2.000000000000000000e+00,6.060234000000000280e-03,-3.436928999999999679e-02,9.993908000000000236e-01,4.000000000000000000e+00,2.600000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+00,0.000000000000000000e+00,1.150695999999999913e+03,-8.152160999999999991e-01,-8.152654999999999763e-01,4.986379000000000228e-01,5.214138000000000384e-01,1.010000000000000000e+02,1.797690999999999872e-02,1.620728000000000065e+04,9.900626999999999345e-02,0.000000000000000000e+00
2.000000000000000000e+00,6.060234000000000280e-03,-3.436928999999999679e-02,9.993908000000000236e-01,4.000000000000000000e+00,2.600000000000000000e+01,1.000000000000000000e+00,8.000000000000000000e+00,0.000000000000000000e+00,1.150452999999999975e+03,8.155111000000000443e-01,-8.224449999999999816e-01,-2.252823000000000152e-03,3.095759000000000011e-02,5.700000000000000000e+01,1.797690999999999872e-02,1.141021999999999935e+04,9.647247000000000461e-02,0.000000000000000000e+00
2.000000000000000000e+00,6.060234000000000280e-03,-3.436928999999999679e-02,9.993908000000000236e-01,4.000000000000000000e+00,2.600000000000000000e+01,1.000000000000000000e+00,1.600000000000000000e+01,0.000000000000000000e+00,1.150653000000000020e+03,8.166911000000000032e-01,8.178769000000000178e-01,-5.093959999999999599e-01,-5.322462000000000026e-01,7.000000000000000000e+00,1.797690999999999872e-02,1.631739999999999964e+04,9.811731999999999398e-02,0.000000000000000000e+00
