min F=100; num_slices=100; num_pts=200
angle,B_x,B_y,B_z,band number,Wien2k band number,spin dirn,branch,area [Angstrom^-2],freq [T],k_x,k_y,k_z,k_parallel,slicenum,inplane dk (Angstrom^-1),dF/dkpara^2,mass (m_e),df/dM [T/(mu_B/f.u.)]
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,2.500000000000000000e+01,1.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,2.332068999999999960e+03,-8.148252999999999746e-01,8.211285000000000389e-01,4.434295000000000207e-04,4.434295000000000207e-04,5.400000000000000000e+01,1.801118999999999984e-02,-1.605464999999999964e+04,1.486928000000000138e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,2.500000000000000000e+01,1.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00,2.330967000000000098e+03,8.153097000000000261e-01,8.174141999999999797e-01,-5.142370000000000552e-01,-5.142370000000000552e-01,9.000000000000000000e+00,1.801118999999999984e-02,-1.572887999999999920e+04,1.488422000000000078e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,2.500000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+01,0.000000000000000000e+00,2.330469999999999800e+03,8.184567999999999843e-01,8.204717000000000260e-01,4.995815000000000117e-01,4.995815000000000117e-01,9.900000000000000000e+01,1.801118999999999984e-02,-1.103228000000000065e+04,1.491713000000000067e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,2.500000000000000000e+01,1.000000000000000000e+00,1.100000000000000000e+01,0.000000000000000000e+00,2.331599999999999909e+03,-8.220450000000000257e-01,-8.231233999999999496e-01,-5.140331000000000206e-01,-5.140331000000000206e-01,9.000000000000000000e+00,1.801118999999999984e-02,-2.132188999999999942e+04,1.505778999999999868e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,2.500000000000000000e+01,1.000000000000000000e+00,1.500000000000000000e+01,0.000000000000000000e+00,2.330862000000000080e+03,-8.218634000000000217e-01,-8.228204999999999547e-01,5.037354000000000553e-01,5.037354000000000553e-01,9.900000000000000000e+01,1.801118999999999984e-02,-1.462300000000000000e+04,1.491680999999999979e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,2.500000000000000000e+01,1.000000000000000000e+00,1.800000000000000000e+01,0.000000000000000000e+00,2.332068999999999960e+03,8.175057999999999492e-01,-8.173639000000000321e-01,4.434295000000000207e-04,4.434295000000000207e-04,5.400000000000000000e+01,1.801118999999999984e-02,-1.605464999999999964e+04,1.486928000000000138e-01,0.000000000000000000e+00
1.000000000000000000e+00,3.030578999999999825e-03,-1.718727000000000102e-02,9.998477000000000059e-01,3.000000000000000000e+00,2.500000000000000000e+01,1.000000000000000000e+00,1.100000000000000000e+01,0.000000000000000000e+00,2.331469000000000051e+03,-8.220064999999999733e-01,-8.204242000000000479e-01,-5.098268999999999718e-01,-4.981396000000000157e-01,1.000000000000000000e+01,1.799419000000000018e-02,-1.530553000000000065e+04,1.491290999999999867e-01,0.000000000000000000e+00
1.000000000000000000e+00,3.030578999999999825e-03,-1.718727000000000102e-02,9.998477000000000059e-01,3.000000000000000000e+00,2.500000000000000000e+01,1.000000000000000000e+00,1.500000000000000000e+01,0.000000000000000000e+00,2.331559000000000196e+03,-8.181747999999999799e-01,-8.187178999999999984e-01,4.992187000000000152e-01,5.107346000000000386e-01,1.000000000000000000e+02,1.799419000000000018e-02,-1.608573999999999978e+04,1.489132999999999984e-01,0.000000000000000000e+00
1.000000000000000000e+00,3.030578999999999825e-03,-1.718727000000000102e-02,9.998477000000000059e-01,3.000000000000000000e+00,2.500000000000000000e+01,1.000000000000000000e+00,1.800000000000000000e+01,0.000000000000000000e+00,2.331639000000000124e+03,8.172437999999999647e-01,-8.192570000000000130e-01,-3.255459000000000044e-03,1.330254999999999979e-02,5.600000000000000000e+01,1.799419000000000018e-02,-1.000806999999999971e+04,1.482378000000000029e-01,0.000000000000000000e+00
1.000000000000000000e+00,3.030578999999999825e-03,-1.718727000000000102e-02,9.998477000000000059e-01,3.000000000000000000e+00,2.500000000000000000e+01,1.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,2.331693999999999960e+03,-8.228010000000000046e-01,8.182941000000000242e-01,-4.433967000000000030e-04,-1.700112999999999971e-02,5.300000000000000000e+01,1.799419000000000018e-02,-1.219146999999999935e+04,1.479509999999999992e-01,0.000000000000000000e+00
