min F=100; num_slices=100; num_pts=200
angle,B_x,B_y,B_z,band number,Wien2k band number,spin dirn,branch,area [Angstrom^-2],freq [T],k_x,k_y,k_z,k_parallel,slicenum,inplane dk (Angstrom^-1),dF/dkpara^2,mass (m_e),df/dM [T/(mu_B/f.u.)]
6.500000000000000000e+01,1.573787000000000103e-01,-8.925389000000000239e-01,4.226183000000000023e-01,4.000000000000000000e+00,2.600000000000000000e+01,1.000000000000000000e+00,4.300000000000000000e+01,0.000000000000000000e+00,3.520914999999999964e+03,8.280007999999999813e-01,8.132397999999999572e-01,4.607357999999999731e-01,-4.008230999999999877e-01,3.400000000000000000e+01,1.120020000000000043e-02,-2.535917999999999884e+05,3.004709999999999881e-01,0.000000000000000000e+00
6.500000000000000000e+01,1.573787000000000103e-01,-8.925389000000000239e-01,4.226183000000000023e-01,4.000000000000000000e+00,2.600000000000000000e+01,1.000000000000000000e+00,4.500000000000000000e+01,0.000000000000000000e+00,3.521594000000000051e+03,-8.079036000000000550e-01,-8.227052999999999727e-01,4.599316999999999989e-01,8.015252000000000487e-01,9.600000000000000000e+01,1.120020000000000043e-02,-2.587212999999999884e+05,2.967387000000000219e-01,0.000000000000000000e+00
6.600000000000000000e+01,1.586355000000000126e-01,-8.996665999999999830e-01,4.067366000000000037e-01,4.000000000000000000e+00,2.600000000000000000e+01,1.000000000000000000e+00,4.200000000000000000e+01,0.000000000000000000e+00,3.615235000000000127e+03,8.049087999999999798e-01,8.239005999999999830e-01,-4.511097000000000024e-01,-7.970315999999999512e-01,1.300000000000000000e+01,1.111147000000000003e-02,-2.601703999999999942e+05,2.374207999999999874e-01,0.000000000000000000e+00
6.600000000000000000e+01,1.586355000000000126e-01,-8.996665999999999830e-01,4.067366000000000037e-01,4.000000000000000000e+00,2.600000000000000000e+01,1.000000000000000000e+00,4.300000000000000000e+01,0.000000000000000000e+00,3.624449000000000069e+03,8.302690999999999821e-01,8.120494000000000323e-01,4.464519000000000126e-01,-4.172753000000000156e-01,3.300000000000000000e+01,1.111147000000000003e-02,-2.462490000000000000e+05,2.692661000000000082e-01,0.000000000000000000e+00
6.600000000000000000e+01,1.586355000000000126e-01,-8.996665999999999830e-01,4.067366000000000037e-01,4.000000000000000000e+00,2.600000000000000000e+01,1.000000000000000000e+00,4.500000000000000000e+01,0.000000000000000000e+00,3.626070000000000164e+03,-8.045594000000000356e-01,-8.243019000000000318e-01,4.479658999999999724e-01,7.961694000000000271e-01,9.500000000000000000e+01,1.111147000000000003e-02,-2.551432000000000116e+05,2.533835999999999866e-01,0.000000000000000000e+00
6.700000000000000000e+01,1.598440000000000139e-01,-9.065202999999999456e-01,3.907310999999999979e-01,4.000000000000000000e+00,2.600000000000000000e+01,1.000000000000000000e+00,4.300000000000000000e+01,0.000000000000000000e+00,3.721963000000000193e+03,8.326426999999999579e-01,8.125215000000000076e-01,4.337278999999999995e-01,-4.340032999999999808e-01,3.200000000000000000e+01,1.102745999999999935e-02,-2.320048999999999942e+05,2.441272999999999915e-01,0.000000000000000000e+00
6.700000000000000000e+01,1.598440000000000139e-01,-9.065202999999999456e-01,3.907310999999999979e-01,4.000000000000000000e+00,2.600000000000000000e+01,1.000000000000000000e+00,4.500000000000000000e+01,0.000000000000000000e+00,3.721909999999999854e+03,-8.024145000000000305e-01,-8.236928000000000027e-01,4.337539999999999729e-01,7.879144000000000148e-01,9.500000000000000000e+01,1.102745999999999935e-02,-2.318320000000000000e+05,2.456956999999999891e-01,0.000000000000000000e+00
6.800000000000000000e+01,1.610038000000000025e-01,-9.130977999999999595e-01,3.746066000000000118e-01,4.000000000000000000e+00,2.600000000000000000e+01,1.000000000000000000e+00,4.200000000000000000e+01,0.000000000000000000e+00,3.797987999999999829e+03,8.013713000000000086e-01,8.232251000000000429e-01,-4.271471000000000018e-01,-7.826733999999999636e-01,1.400000000000000000e+01,1.094801999999999928e-02,-2.099795000000000000e+05,2.248671999999999893e-01,0.000000000000000000e+00
6.800000000000000000e+01,1.610038000000000025e-01,-9.130977999999999595e-01,3.746066000000000118e-01,4.000000000000000000e+00,2.600000000000000000e+01,1.000000000000000000e+00,4.300000000000000000e+01,0.000000000000000000e+00,3.813766999999999825e+03,8.342465000000000019e-01,8.122787999999999675e-01,4.183553999999999884e-01,-4.506545000000000134e-01,3.100000000000000000e+01,1.094801999999999928e-02,-2.101383999999999942e+05,2.331904999999999950e-01,0.000000000000000000e+00
6.800000000000000000e+01,1.610038000000000025e-01,-9.130977999999999595e-01,3.746066000000000118e-01,4.000000000000000000e+00,2.600000000000000000e+01,1.000000000000000000e+00,4.400000000000000000e+01,0.000000000000000000e+00,3.797088999999999942e+03,-8.338552000000000186e-01,-8.133394000000000457e-01,-4.264553999999999845e-01,4.486515999999999837e-01,7.800000000000000000e+01,1.094801999999999928e-02,-2.042353999999999942e+05,2.347728000000000037e-01,0.000000000000000000e+00
