B[T]	M*	Amp-other
6.009999999999999800e+00	-7.632794254123691600e-05	2.481473168964746000e-04
6.092710000000000300e+00	-1.145141988450501500e-04	4.752825881852763400e-05
6.177730000000000400e+00	2.388672337828130200e-07	2.451439366974266400e-06
6.265150000000000200e+00	6.647181945297756600e-04	1.168602649352028100e-06
6.355080000000000100e+00	-4.457677385298465800e-01	8.917611330841943500e-07
6.447639999999999800e+00	4.974057637751958500e-01	7.137585348181789600e-07
6.542930000000000100e+00	3.131422690565444600e-01	6.123079378944183400e-07
6.641070000000000000e+00	3.366643832726290400e-01	6.305654277054186700e-07
6.742210000000000000e+00	4.894671188204688900e-01	6.483651296504672400e-07
6.846479999999999700e+00	5.055327422273768700e-01	5.944723917089124700e-07
6.954019999999999900e+00	4.564312233190821500e-01	5.568706211338997700e-07
7.064989999999999900e+00	4.063581165417004500e-01	5.468730781190041800e-07
7.179560000000000400e+00	-5.637936427530986200e-01	6.045671140293896400e-07
7.297909999999999900e+00	8.303929855098116700e-01	8.341634524676323600e-07
7.420230000000000100e+00	1.072415436941697800e+00	1.079731995802678800e-06
7.546710000000000000e+00	1.218672677099532200e+00	1.241853836195431000e-06
7.677590000000000400e+00	1.406299545602552000e+00	1.412835290558238500e-06
7.813080000000000200e+00	1.646773858517442300e+00	1.676922047488739100e-06
7.953439999999999600e+00	1.754240980004273100e+00	1.889152436604992300e-06
8.098940000000000700e+00	1.646477635125956700e+00	1.821932111817582000e-06
8.249860000000000000e+00	1.486367270439556300e+00	1.571818174255882500e-06
8.406510000000000800e+00	1.327106168173687100e+00	1.326429022457833300e-06
8.569219999999999600e+00	1.293433072445302000e+00	1.225493093457921500e-06
8.738360000000000100e+00	1.409765851402965800e+00	1.247401410582214200e-06
8.914310000000000400e+00	1.384148141162846900e+00	1.157673975689731400e-06
9.097490000000000500e+00	1.338697674044254000e+00	1.043741074062245700e-06
9.288349999999999400e+00	1.164152498479271000e+00	1.030078939135354200e-06
9.487399999999999200e+00	1.106100787617870100e+00	1.048498390820877700e-06
9.695169999999999200e+00	1.217685132075238900e+00	9.623415813058630100e-07
9.912229999999999200e+00	1.452710243047008200e+00	1.140609121235162300e-06
1.013925000000000100e+01	1.580104655199862300e+00	1.950690091561531100e-06
1.037689999999999900e+01	1.566256588651167000e+00	3.031793150851588600e-06
1.062595999999999900e+01	1.572208958805406000e+00	4.151962369909414800e-06
1.088726999999999900e+01	1.627943163885851500e+00	5.415038604534459700e-06
1.116175000000000000e+01	1.697615945751570000e+00	7.034586444290579600e-06
1.145044000000000000e+01	1.736365437083252200e+00	9.022666655940645200e-06
1.175445000000000000e+01	1.735397532642929600e+00	1.119789242106862300e-05
1.207504999999999900e+01	1.719308372890107100e+00	1.343676432443113500e-05
1.241362999999999900e+01	1.719707867522806800e+00	1.583617474386994700e-05
1.277173999999999900e+01	1.749571251524096900e+00	1.858869663616399300e-05
1.315113000000000000e+01	1.784328487941152500e+00	2.165465808205373100e-05
1.355373999999999900e+01	1.788615674045383800e+00	2.478856254486815800e-05
1.398179000000000000e+01	1.764229810196859000e+00	2.790353922709682600e-05
1.443776000000000100e+01	1.745551862457219900e+00	3.118324087986667400e-05
1.492446000000000000e+01	1.759677015127720600e+00	3.480104493215471800e-05
1.544513000000000100e+01	1.793607828308622300e+00	3.874846058205680300e-05
1.600344000000000100e+01	1.796866578957097200e+00	4.323524966326778400e-05
1.660361999999999900e+01	1.727385954311353200e+00	5.029480352852013300e-05
1.725057999999999900e+01	1.585560075181757300e+00	7.062411595562684800e-05
1.794999999999999900e+01	1.517952276475614600e+00	1.096116305029072800e-04
