B[T]	M*	Amp-other
6.009999999999999800e+00	1.125370644684940100e+00	1.994155492404278100e-04
6.092710000000000300e+00	1.259022524529865200e+00	8.271369303049980100e-05
6.177730000000000400e+00	1.440221347258108900e+00	1.520821020055477600e-05
6.265150000000000200e+00	1.229463176825012600e+00	5.512351860173400600e-06
6.355080000000000100e+00	1.202788337964120000e+00	3.217010661793806100e-06
6.447639999999999800e+00	1.372321685005975600e+00	2.561247928387518800e-06
6.542930000000000100e+00	1.270869575788728500e+00	1.783224379603482100e-06
6.641070000000000000e+00	1.009906495452269800e+00	1.152790932968611100e-06
6.742210000000000000e+00	1.166021940265883300e+00	1.081156701842606000e-06
6.846479999999999700e+00	1.312728790510943700e+00	1.117462971573053500e-06
6.954019999999999900e+00	1.102636373939635400e+00	9.589309628309360600e-07
7.064989999999999900e+00	1.182945275834354400e+00	9.470820957962451300e-07
7.179560000000000400e+00	1.772332697388860900e+00	1.308955190022829600e-06
7.297909999999999900e+00	1.928518867985112600e+00	1.430510592687859400e-06
7.420230000000000100e+00	1.221434538179971800e+00	9.432888922482434200e-07
7.546710000000000000e+00	1.008093491231684300e+00	8.022491469801653500e-07
7.677590000000000400e+00	1.677577417536849200e+00	1.224653031555264300e-06
7.813080000000000200e+00	2.138665410056499900e+00	1.760892788815701000e-06
7.953439999999999600e+00	2.052704955254707600e+00	1.750377692342708900e-06
8.098940000000000700e+00	1.678091361067775500e+00	1.412063001319294300e-06
8.249860000000000000e+00	1.910702889942503100e+00	1.558578278628161500e-06
8.406510000000000800e+00	2.288696643473997900e+00	1.946271131699470800e-06
8.569219999999999600e+00	2.394652895271036600e+00	2.068929949914893300e-06
8.738360000000000100e+00	2.093142407999758300e+00	1.760315967163515600e-06
8.914310000000000400e+00	1.650075149339430100e+00	1.455260804109504800e-06
9.097490000000000500e+00	1.673091546899646300e+00	1.497546913348461600e-06
9.288349999999999400e+00	2.003801182094778100e+00	1.814498732425468700e-06
9.487399999999999200e+00	2.453365532712024500e+00	2.424674546933098300e-06
9.695169999999999200e+00	2.776619147156033300e+00	3.214446211197472300e-06
9.912229999999999200e+00	2.909051012992083200e+00	3.926675406410725400e-06
1.013925000000000100e+01	2.884464389975808000e+00	4.387673583302575300e-06
1.037689999999999900e+01	2.864434540566305200e+00	4.945624324104582600e-06
1.062595999999999900e+01	2.909531937483219800e+00	5.912964997626492600e-06
1.088726999999999900e+01	2.916361226015383100e+00	7.048256225342728900e-06
1.116175000000000000e+01	2.887599752888287500e+00	7.947931219039601800e-06
1.145044000000000000e+01	2.876763397289919600e+00	8.526866279902359200e-06
1.175445000000000000e+01	2.943137237092065700e+00	9.191716277037213600e-06
1.207504999999999900e+01	2.999676586172515000e+00	1.015495240635963200e-05
1.241362999999999900e+01	2.947633007515873000e+00	1.125976963085055100e-05
1.277173999999999900e+01	2.862935457411364600e+00	1.245960879708136700e-05
1.315113000000000000e+01	2.825258567736220100e+00	1.394647051192506000e-05
1.355373999999999900e+01	2.826767562776397700e+00	1.602328751009455400e-05
1.398179000000000000e+01	2.797566258229530900e+00	1.885242971997316900e-05
1.443776000000000100e+01	2.735269362359132600e+00	2.259709414483488000e-05
1.492446000000000000e+01	2.699404126737515100e+00	2.799574316837897000e-05
1.544513000000000100e+01	2.725606199196309200e+00	3.684378322036769800e-05
1.600344000000000100e+01	2.802916119979739200e+00	5.313935487574841700e-05
1.660361999999999900e+01	2.888018190658101100e+00	8.874475635929538800e-05
1.725057999999999900e+01	2.966305138614874400e+00	2.157669372888136100e-04
1.794999999999999900e+01	3.167274162222500700e+00	7.547822904088295400e-04
