B[T]	M*	Amp-other
6.009999999999999800e+00	6.856485705481981700e-06	1.654726891232477000e-04
6.092710000000000300e+00	-4.416540349352102200e-01	1.651246232272680800e-05
6.177730000000000400e+00	4.647955162789786900e-01	2.690729889683711300e-06
6.265150000000000200e+00	6.973002541727916200e-01	1.780527399112606800e-06
6.355080000000000100e+00	9.377870126796727900e-01	2.440394915580652400e-06
6.447639999999999800e+00	1.116168801108307100e+00	3.235494588285389600e-06
6.542930000000000100e+00	1.356883590073370700e+00	4.202346414488275100e-06
6.641070000000000000e+00	1.565212993817133100e+00	5.273137409774076300e-06
6.742210000000000000e+00	1.670047144332185600e+00	6.160446864522225500e-06
6.846479999999999700e+00	1.667664007652297500e+00	6.701238049222847300e-06
6.954019999999999900e+00	1.603411774165103300e+00	7.022523595475887900e-06
7.064989999999999900e+00	1.523413254615664700e+00	7.317713965650703400e-06
7.179560000000000400e+00	1.484237750044136600e+00	7.814340032126792600e-06
7.297909999999999900e+00	1.486158526989617100e+00	8.570624901335051700e-06
7.420230000000000100e+00	1.507075118065426700e+00	9.570848821794753100e-06
7.546710000000000000e+00	1.528286506269653800e+00	1.072410960244654000e-05
7.677590000000000400e+00	1.545140962077059500e+00	1.189129803503098800e-05
7.813080000000000200e+00	1.554935897933127100e+00	1.296834461537176000e-05
7.953439999999999600e+00	1.557304060850482000e+00	1.396814924128431100e-05
8.098940000000000700e+00	1.553434904996078300e+00	1.501042561420313900e-05
8.249860000000000000e+00	1.547663267126593500e+00	1.624922886345209500e-05
8.406510000000000800e+00	1.544625862680536700e+00	1.777352922467426100e-05
8.569219999999999600e+00	1.546691341080834700e+00	1.956184567361772300e-05
8.738360000000000100e+00	1.553579731310393800e+00	2.151682984873771900e-05
8.914310000000000400e+00	1.561530829320539700e+00	2.354913886741096300e-05
9.097490000000000500e+00	1.565740022847631500e+00	2.568484431283374900e-05
9.288349999999999400e+00	1.563766980375730400e+00	2.803539585068410200e-05
9.487399999999999200e+00	1.557169892794020500e+00	3.064519288768346900e-05
9.695169999999999200e+00	1.550834601870486600e+00	3.347631451884945800e-05
9.912229999999999200e+00	1.548401329200325600e+00	3.654691183904759900e-05
1.013925000000000100e+01	1.550093355875696400e+00	3.991724110159496500e-05
1.037689999999999900e+01	1.554413699434587800e+00	4.356076475174659900e-05
1.062595999999999900e+01	1.559417590562591100e+00	4.739298622294336100e-05
1.088726999999999900e+01	1.563342830262269800e+00	5.146687663488315900e-05
1.116175000000000000e+01	1.565152407587173000e+00	5.603973653112888900e-05
1.145044000000000000e+01	1.564940030597749900e+00	6.135476042765194100e-05
1.175445000000000000e+01	1.564245177286280700e+00	6.738246379181446900e-05
1.207504999999999900e+01	1.564740349037615100e+00	7.395828733732515600e-05
1.241362999999999900e+01	1.566905696932511000e+00	8.102500169521588500e-05
1.277173999999999900e+01	1.570328383198366100e+00	8.863401630050207800e-05
1.315113000000000000e+01	1.574215295945261600e+00	9.691245574924911400e-05
1.355373999999999900e+01	1.577693047011145900e+00	1.061352205311187200e-04
1.398179000000000000e+01	1.580180155238430700e+00	1.165956914018964200e-04
1.443776000000000100e+01	1.581969477164693300e+00	1.282512452028969600e-04
1.492446000000000000e+01	1.584709993942393600e+00	1.406226467154998900e-04
1.544513000000000100e+01	1.589094115985763000e+00	1.535973135812916300e-04
1.600344000000000100e+01	1.592976139174481700e+00	1.687499366539867600e-04
1.660361999999999900e+01	1.590852834338923700e+00	1.927062194245875300e-04
1.725057999999999900e+01	1.566582517222916000e+00	2.594768059819550800e-04
1.794999999999999900e+01	1.544585709568424100e+00	4.078686497640649600e-04
