B[T]	M*	Amp-other
6.009999999999999800e+00	4.178006047243642600e-01	4.073565736874616800e-04
6.092710000000000300e+00	-2.832074902585590700e-01	9.664523329165039900e-06
6.177730000000000400e+00	-2.620566323042320400e-01	1.836271226909971000e-06
6.265150000000000200e+00	8.041221353783137800e-01	2.399068212088272600e-06
6.355080000000000100e+00	1.157066745140988000e+00	3.265795483803755900e-06
6.447639999999999800e+00	1.241231035415125900e+00	3.463356473996818200e-06
6.542930000000000100e+00	1.286136305871450300e+00	3.868739414522513400e-06
6.641070000000000000e+00	1.297186937511249900e+00	4.806002511652594500e-06
6.742210000000000000e+00	1.329064759672828200e+00	6.142842747838338200e-06
6.846479999999999700e+00	1.392004918291060800e+00	7.634067581197665600e-06
6.954019999999999900e+00	1.463322884515480600e+00	9.477435954038156200e-06
7.064989999999999900e+00	1.493528941158095200e+00	1.169193253067768600e-05
7.179560000000000400e+00	1.500035745218988100e+00	1.409140148290956300e-05
7.297909999999999900e+00	1.503912056081686300e+00	1.668217793801239500e-05
7.420230000000000100e+00	1.512535397958519700e+00	1.964751090240634900e-05
7.546710000000000000e+00	1.526338232215160200e+00	2.307977270818609900e-05
7.677590000000000400e+00	1.539725336612174400e+00	2.698393594506599900e-05
7.813080000000000200e+00	1.550418482177697600e+00	3.136736282788474800e-05
7.953439999999999600e+00	1.555813511816959400e+00	3.597229355719737000e-05
8.098940000000000700e+00	1.557949035423976200e+00	4.072427491332251900e-05
8.249860000000000000e+00	1.559898945893938500e+00	4.609219070614113100e-05
8.406510000000000800e+00	1.563145815329416200e+00	5.249574788161610500e-05
8.569219999999999600e+00	1.568471783036720700e+00	5.955926118194577100e-05
8.738360000000000100e+00	1.573189578875881200e+00	6.689035049861510800e-05
8.914310000000000400e+00	1.574973575262856600e+00	7.485684399008007000e-05
9.097490000000000500e+00	1.576246835471244400e+00	8.358193401113545400e-05
9.288349999999999400e+00	1.579139496331536600e+00	9.281283515156517800e-05
9.487399999999999200e+00	1.582142415013891600e+00	1.031565310818791400e-04
9.695169999999999200e+00	1.585633479708005800e+00	1.151220136941937000e-04
9.912229999999999200e+00	1.589905070555942800e+00	1.276219910958217200e-04
1.013925000000000100e+01	1.591993573418435200e+00	1.405479408472990600e-04
1.037689999999999900e+01	1.591420593129542900e+00	1.553232532613933500e-04
1.062595999999999900e+01	1.591919044297042800e+00	1.714536738807753900e-04
1.088726999999999900e+01	1.593931882987367200e+00	1.881930757069673800e-04
1.116175000000000000e+01	1.596138981952382600e+00	2.072250459273941100e-04
1.145044000000000000e+01	1.599491282671511300e+00	2.294880542307950600e-04
1.175445000000000000e+01	1.602468353193769800e+00	2.534907106408190700e-04
1.207504999999999900e+01	1.603168392650682100e+00	2.795092381564956100e-04
1.241362999999999900e+01	1.603411464960963200e+00	3.085645602337609600e-04
1.277173999999999900e+01	1.604142863558829300e+00	3.406392405733589300e-04
1.315113000000000000e+01	1.605616851161591100e+00	3.768452261274054300e-04
1.355373999999999900e+01	1.609623628041596100e+00	4.182191673468297000e-04
1.398179000000000000e+01	1.612928836464234000e+00	4.659742027375017200e-04
1.443776000000000100e+01	1.612686660981637000e+00	5.228533703580834900e-04
1.492446000000000000e+01	1.612594305053425300e+00	5.845029335782390000e-04
1.544513000000000100e+01	1.613293365992586100e+00	6.470293888234408100e-04
1.600344000000000100e+01	1.614057504500756400e+00	7.168839740550104500e-04
1.660361999999999900e+01	1.620521234446281400e+00	8.129613181822741100e-04
1.725057999999999900e+01	1.629632031182449000e+00	1.060610405003978900e-03
1.794999999999999900e+01	-1.626886318431387100e+00	2.762582730245009800e-03
