B[T]	M*	Amp-other
6.009999999999999800e+00	-5.574426367752467500e-01	3.974174532471234300e-04
6.092710000000000300e+00	4.760917133507355800e-01	1.030078117256503600e-05
6.177730000000000400e+00	1.509603356553961000e-01	1.722924121472617300e-06
6.265150000000000200e+00	-3.154003178994101300e-05	8.227387212625714700e-07
6.355080000000000100e+00	-3.718890581744673800e-01	7.523826609825248500e-07
6.447639999999999800e+00	7.861312796411178400e-01	1.037671878577354300e-06
6.542930000000000100e+00	1.036177039495569400e+00	1.339209509768694200e-06
6.641070000000000000e+00	1.268339460288126600e+00	1.632066570184542500e-06
6.742210000000000000e+00	1.414546098233224100e+00	1.810581028776091900e-06
6.846479999999999700e+00	1.599329093914605600e+00	1.974294357888631200e-06
6.954019999999999900e+00	1.756485523610805500e+00	2.202795331021216500e-06
7.064989999999999900e+00	1.659076685426052600e+00	2.368745937614861600e-06
7.179560000000000400e+00	1.573892094344173400e+00	2.644198538853207800e-06
7.297909999999999900e+00	1.563386004570474600e+00	2.986772179700491100e-06
7.420230000000000100e+00	1.598274476164399000e+00	3.315529561601281400e-06
7.546710000000000000e+00	1.704365508021419700e+00	3.692725174396623000e-06
7.677590000000000400e+00	1.777371378736445100e+00	4.088042848666315200e-06
7.813080000000000200e+00	1.756820990041360500e+00	4.495948755251930800e-06
7.953439999999999600e+00	1.699823403942681400e+00	4.998688586129552800e-06
8.098940000000000700e+00	1.679650502019249600e+00	5.652482529238862600e-06
8.249860000000000000e+00	1.705086818210366900e+00	6.413637807358129300e-06
8.406510000000000800e+00	1.761482824107923700e+00	7.226934374440578000e-06
8.569219999999999600e+00	1.819987250727878500e+00	8.043769403933571000e-06
8.738360000000000100e+00	1.841437137855596000e+00	8.807058827286463800e-06
8.914310000000000400e+00	1.822113594905437700e+00	9.534929992442585200e-06
9.097490000000000500e+00	1.793474319230969400e+00	1.030967463172738000e-05
9.288349999999999400e+00	1.779815670093190600e+00	1.117755748535961800e-05
9.487399999999999200e+00	1.786292331929531400e+00	1.214908586544730400e-05
9.695169999999999200e+00	1.803583397248903500e+00	1.322808278759060800e-05
9.912229999999999200e+00	1.815952251371149500e+00	1.441079401595200800e-05
1.013925000000000100e+01	1.812812505186605100e+00	1.568568103620345500e-05
1.037689999999999900e+01	1.797368125025526000e+00	1.705182557156148200e-05
1.062595999999999900e+01	1.781602040724825600e+00	1.849658410670108100e-05
1.088726999999999900e+01	1.775557873402513000e+00	1.996142914610130900e-05
1.116175000000000000e+01	1.782271550753364200e+00	2.135834301696989100e-05
1.145044000000000000e+01	1.797847472974629200e+00	2.262665738982182900e-05
1.175445000000000000e+01	1.813927481631594200e+00	2.376062406217045000e-05
1.207504999999999900e+01	1.822006745566242800e+00	2.477792642602151600e-05
1.241362999999999900e+01	1.818240413111233700e+00	2.568810666112216700e-05
1.277173999999999900e+01	1.805250793793141000e+00	2.651053526873063700e-05
1.315113000000000000e+01	1.790097103340419400e+00	2.731306839117197900e-05
1.355373999999999900e+01	1.781067469394064900e+00	2.823535229515688700e-05
1.398179000000000000e+01	1.784684758351708500e+00	2.949835477169662300e-05
1.443776000000000100e+01	1.802666685243897100e+00	3.141638889258968600e-05
1.492446000000000000e+01	1.828969198308180400e+00	3.443935463246254900e-05
1.544513000000000100e+01	1.848862861531722600e+00	3.933962856007252500e-05
1.600344000000000100e+01	1.843646642272046800e+00	4.800719375505484300e-05
1.660361999999999900e+01	1.797789760691634200e+00	6.715442967806676900e-05
1.725057999999999900e+01	1.697295047675192700e+00	1.390996037427150300e-04
1.794999999999999900e+01	1.583537462180108600e+00	9.483549054555797600e-04
