B[T]	M*	Amp-other
6.009999999999999800e+00	-2.262656868480867200e-05	6.640752421031555300e-05
6.092710000000000300e+00	1.802076871692336700e-04	6.355794472362672900e-06
6.177730000000000400e+00	-3.317375507570067100e-06	1.700721872864587900e-06
6.265150000000000200e+00	-4.264761802516534000e-01	1.121994173356729100e-06
6.355080000000000100e+00	-2.669845848317695700e-01	7.872214832660976900e-07
6.447639999999999800e+00	1.303026982473580300e+00	1.361548012714649600e-06
6.542930000000000100e+00	8.369148502736777400e-01	1.192624682948238500e-06
6.641070000000000000e+00	1.237902064920388700e+00	1.499633110028868000e-06
6.742210000000000000e+00	1.910611986628981900e+00	2.516772368800710300e-06
6.846479999999999700e+00	1.342430879487851000e+00	2.096039003608417900e-06
6.954019999999999900e+00	1.464361144396293800e+00	2.516407595475069300e-06
7.064989999999999900e+00	1.948104731503000000e+00	3.848633442573708800e-06
7.179560000000000400e+00	1.846270204433462500e+00	4.111252931887209000e-06
7.297909999999999900e+00	1.615663811830030400e+00	4.180394201433732000e-06
7.420230000000000100e+00	1.724011047901017600e+00	5.245266635179313300e-06
7.546710000000000000e+00	1.912780731371962300e+00	6.616229932006844000e-06
7.677590000000000400e+00	1.929762431072648400e+00	7.348783094298152800e-06
7.813080000000000200e+00	1.918770032999908700e+00	8.234434183527626500e-06
7.953439999999999600e+00	1.804245843799441300e+00	9.125808206752431500e-06
8.098940000000000700e+00	1.739195043517382200e+00	1.035167835713835700e-05
8.249860000000000000e+00	1.805121251311829100e+00	1.230636012978650500e-05
8.406510000000000800e+00	1.882385488449440600e+00	1.468856768581974600e-05
8.569219999999999600e+00	1.883396068108821300e+00	1.665017666198011400e-05
8.738360000000000100e+00	1.856426332279174100e+00	1.859741268881826400e-05
8.914310000000000400e+00	1.892863861132819000e+00	2.118198812712807000e-05
9.097490000000000500e+00	1.882975884469232100e+00	2.336408802462074000e-05
9.288349999999999400e+00	1.857002388090886100e+00	2.526235538849469800e-05
9.487399999999999200e+00	1.857304958265917600e+00	2.750980882927432300e-05
9.695169999999999200e+00	1.862196808008275800e+00	2.989785320005738000e-05
9.912229999999999200e+00	1.865021189475309000e+00	3.194263448458048300e-05
1.013925000000000100e+01	1.863401673143751700e+00	3.402997007317270500e-05
1.037689999999999900e+01	1.851609860916181700e+00	3.653443699459436600e-05
1.062595999999999900e+01	1.839273851529554600e+00	3.970580241878029300e-05
1.088726999999999900e+01	1.854143581023665300e+00	4.344533219734742500e-05
1.116175000000000000e+01	1.864679578673666100e+00	4.794483979234394900e-05
1.145044000000000000e+01	1.851436207802755800e+00	5.286915297801390800e-05
1.175445000000000000e+01	1.843008564259809100e+00	5.897385224685396600e-05
1.207504999999999900e+01	1.850878077134748200e+00	6.619128245006056400e-05
1.241362999999999900e+01	1.863415027891034400e+00	7.438182306057538800e-05
1.277173999999999900e+01	1.852224779413083900e+00	8.215686615551180700e-05
1.315113000000000000e+01	1.845524460109158500e+00	8.927551197252214500e-05
1.355373999999999900e+01	1.846114724247172500e+00	9.641826264916923000e-05
1.398179000000000000e+01	1.843394462300965000e+00	1.029451845250131200e-04
1.443776000000000100e+01	1.839709638172725400e+00	1.087626040219336900e-04
1.492446000000000000e+01	1.848031451335375900e+00	1.139557725515901500e-04
1.544513000000000100e+01	1.860529073364720200e+00	1.210016119480747500e-04
1.600344000000000100e+01	1.843515077346042500e+00	1.290076571800104900e-04
1.660361999999999900e+01	1.836390684385110100e+00	1.397111026988431800e-04
1.725057999999999900e+01	1.890928614431540500e+00	1.654766554678345100e-04
1.794999999999999900e+01	2.020609670778477500e+00	3.834089108924493700e-04
