Field	T\dRuOx\n	T\dCernox\n	T\dRuOx\n Corrected	T\dCernox\n Corrected
1.788380000000000100e+01	2.932000000000000200e-01	4.552999999999999800e-01	3.440407514572143600e-01	3.511178493499755900e-01
1.788019999999999900e+01	2.933999999999999900e-01	4.552999999999999800e-01	3.443289995193481400e-01	3.514795303344726600e-01
1.787650000000000000e+01	2.933999999999999900e-01	4.551999999999999900e-01	3.443455696105957000e-01	3.512949943542480500e-01
1.787280000000000200e+01	2.937000000000000200e-01	4.551999999999999900e-01	3.446559906005859400e-01	3.513038158416748000e-01
1.786910000000000000e+01	2.933999999999999900e-01	4.551999999999999900e-01	3.443284034729003900e-01	3.512468338012695300e-01
1.786550000000000100e+01	2.931000000000000300e-01	4.551000000000000000e-01	3.439882993698120100e-01	3.512051105499267600e-01
1.786179999999999900e+01	2.934999999999999800e-01	4.551000000000000000e-01	3.444650173187255900e-01	3.511574268341064500e-01
1.785820000000000000e+01	2.936000000000000300e-01	4.551000000000000000e-01	3.445485830307006800e-01	3.510439395904541000e-01
1.785450000000000200e+01	2.936000000000000300e-01	4.550000000000000200e-01	3.445651531219482400e-01	3.510546684265136700e-01
1.785080000000000000e+01	2.931000000000000300e-01	4.550000000000000200e-01	3.439751863479614300e-01	3.511092662811279300e-01
1.784720000000000100e+01	2.932000000000000200e-01	4.550000000000000200e-01	3.440759181976318400e-01	3.510746955871582000e-01
1.784359999999999900e+01	2.936000000000000300e-01	4.550000000000000200e-01	3.445558547973632800e-01	3.511941432952880900e-01
1.783990000000000000e+01	2.933000000000000100e-01	4.549000000000000300e-01	3.442199230194091800e-01	3.509531021118164100e-01
1.783620000000000200e+01	2.934999999999999800e-01	4.549000000000000300e-01	3.444393873214721700e-01	3.509206771850585900e-01
1.783259999999999900e+01	2.932000000000000200e-01	4.549000000000000300e-01	3.440937995910644500e-01	3.512699604034423800e-01
1.782900000000000100e+01	2.936000000000000300e-01	4.549000000000000300e-01	3.445525169372558600e-01	3.511896133422851600e-01
1.782529999999999900e+01	2.936000000000000300e-01	4.549000000000000300e-01	3.445525169372558600e-01	3.513891696929931600e-01
1.782170000000000000e+01	2.932000000000000200e-01	4.547999999999999800e-01	3.440769910812377900e-01	3.511891365051269500e-01
1.781800000000000100e+01	2.934999999999999800e-01	4.547999999999999800e-01	3.444041013717651400e-01	3.512787818908691400e-01
1.781429999999999900e+01	2.933000000000000100e-01	4.547999999999999800e-01	3.442432880401611300e-01	3.511230945587158200e-01
1.781070000000000100e+01	2.932000000000000200e-01	4.547999999999999800e-01	3.440592288970947300e-01	3.512496948242187500e-01
1.780699999999999900e+01	2.933000000000000100e-01	4.547999999999999800e-01	3.441743850708007800e-01	3.513140678405761700e-01
1.780340000000000000e+01	2.933999999999999900e-01	4.547999999999999800e-01	3.443130254745483400e-01	3.512914180755615200e-01
1.779970000000000100e+01	2.937000000000000200e-01	4.547999999999999800e-01	3.447045087814331100e-01	3.513755798339843800e-01
1.779599999999999900e+01	2.933999999999999900e-01	4.547999999999999800e-01	3.443307876586914100e-01	3.513708114624023400e-01
1.779240000000000100e+01	2.936000000000000300e-01	4.547999999999999800e-01	3.445185422897338900e-01	3.514008522033691400e-01
1.778869999999999900e+01	2.934999999999999800e-01	4.546999999999999900e-01	3.444086313247680700e-01	3.513331413269043000e-01
1.778510000000000000e+01	2.934999999999999800e-01	4.546999999999999900e-01	3.444267511367797900e-01	3.512437343597412100e-01
1.778140000000000100e+01	2.933000000000000100e-01	4.546999999999999900e-01	3.441956043243408200e-01	3.512623310089111300e-01
1.777779999999999900e+01	2.938999999999999900e-01	4.546999999999999900e-01	3.448932170867919900e-01	3.513135910034179700e-01
1.777410000000000100e+01	2.934999999999999800e-01	4.546999999999999900e-01	3.444186449050903300e-01	3.515384197235107400e-01
1.777039999999999900e+01	2.934999999999999800e-01	4.546999999999999900e-01	3.444501161575317400e-01	3.512275218963623000e-01
1.776680000000000000e+01	2.933999999999999900e-01	4.546999999999999900e-01	3.442833423614502000e-01	3.515782356262207000e-01
1.776310000000000100e+01	2.934999999999999800e-01	4.546000000000000000e-01	3.444067239761352500e-01	3.513858318328857400e-01
1.775939999999999900e+01	2.936000000000000300e-01	4.546000000000000000e-01	3.445326089859008800e-01	3.514270782470703100e-01
1.775580000000000100e+01	2.936000000000000300e-01	4.546000000000000000e-01	3.445327281951904300e-01	3.514733314514160200e-01
1.775219999999999800e+01	2.933000000000000100e-01	4.545000000000000200e-01	3.442012071609497100e-01	3.513383865356445300e-01
1.774850000000000000e+01	2.933000000000000100e-01	4.545000000000000200e-01	3.441766500473022500e-01	3.514051437377929700e-01
1.774480000000000100e+01	2.934999999999999800e-01	4.546000000000000000e-01	3.443889617919921900e-01	3.516354560852050800e-01
1.774119999999999900e+01	2.934999999999999800e-01	4.545000000000000200e-01	3.444296121597290000e-01	3.514168262481689500e-01
1.773750000000000100e+01	2.933999999999999900e-01	4.545000000000000200e-01	3.442933559417724600e-01	3.516681194305419900e-01
1.773389999999999800e+01	2.933000000000000100e-01	4.545000000000000200e-01	3.441731929779052700e-01	3.516459465026855500e-01
1.773020000000000000e+01	2.933000000000000100e-01	4.545000000000000200e-01	3.441505432128906300e-01	3.517031669616699200e-01
1.772660000000000100e+01	2.933000000000000100e-01	4.544000000000000300e-01	3.441542387008667000e-01	3.516836166381835900e-01
1.772289999999999900e+01	2.934999999999999800e-01	4.544000000000000300e-01	3.443917036056518600e-01	3.519997596740722700e-01
1.771920000000000100e+01	2.937000000000000200e-01	4.544000000000000300e-01	3.446447849273681600e-01	3.517832756042480500e-01
1.771559999999999800e+01	2.932000000000000200e-01	4.544000000000000300e-01	3.440587520599365200e-01	3.519134521484375000e-01
1.771190000000000000e+01	2.933999999999999900e-01	4.542999999999999800e-01	3.443056344985961900e-01	3.517220020294189500e-01
1.770820000000000100e+01	2.934999999999999800e-01	4.544000000000000300e-01	3.444319963455200200e-01	3.517794609069824200e-01
1.770459999999999900e+01	2.938000000000000100e-01	4.542999999999999800e-01	3.447685241699218800e-01	3.518066406250000000e-01
1.770100000000000100e+01	2.933999999999999900e-01	4.542999999999999800e-01	3.442988395690918000e-01	3.517429828643798800e-01
1.769729999999999800e+01	2.933999999999999900e-01	4.542999999999999800e-01	3.442351818084716800e-01	3.517224788665771500e-01
1.769360000000000000e+01	2.936000000000000300e-01	4.542999999999999800e-01	3.444914817810058600e-01	3.518211841583252000e-01
1.769000000000000100e+01	2.933999999999999900e-01	4.541999999999999900e-01	3.442691564559936500e-01	3.518826961517334000e-01
1.768629999999999900e+01	2.933999999999999900e-01	4.542999999999999800e-01	3.442842960357666000e-01	3.520207405090332000e-01
1.768270000000000100e+01	2.938000000000000100e-01	4.541999999999999900e-01	3.447403907775878900e-01	3.520259857177734400e-01
1.767899999999999800e+01	2.936000000000000300e-01	4.541999999999999900e-01	3.445484638214111300e-01	3.519716262817382800e-01
1.767540000000000000e+01	2.934999999999999800e-01	4.541999999999999900e-01	3.443689346313476600e-01	3.518574237823486300e-01
1.767170000000000100e+01	2.937000000000000200e-01	4.541999999999999900e-01	3.446527719497680700e-01	3.521463871002197300e-01
1.766799999999999900e+01	2.934999999999999800e-01	4.541999999999999900e-01	3.443551063537597700e-01	3.517320156097412100e-01
1.766440000000000100e+01	2.937000000000000200e-01	4.541999999999999900e-01	3.446511030197143600e-01	3.520493507385253900e-01
1.766069999999999900e+01	2.933000000000000100e-01	4.541000000000000000e-01	3.441421985626220700e-01	3.519055843353271500e-01
1.765710000000000000e+01	2.937000000000000200e-01	4.541000000000000000e-01	3.446236848831176800e-01	3.520231246948242200e-01
1.765340000000000100e+01	2.937000000000000200e-01	4.541000000000000000e-01	3.446508646011352500e-01	3.519370555877685500e-01
1.764969999999999900e+01	2.936000000000000300e-01	4.541000000000000000e-01	3.444951772689819300e-01	3.520526885986328100e-01
1.764610000000000100e+01	2.934999999999999800e-01	4.541000000000000000e-01	3.443902730941772500e-01	3.523170948028564500e-01
1.764239999999999900e+01	2.938000000000000100e-01	4.541000000000000000e-01	3.447465896606445300e-01	3.520076274871826200e-01
1.763870000000000000e+01	2.934999999999999800e-01	4.541000000000000000e-01	3.444076776504516600e-01	3.523135185241699200e-01
1.763510000000000100e+01	2.937000000000000200e-01	4.540000000000000100e-01	3.445953130722045900e-01	3.522467613220214800e-01
1.763149999999999900e+01	2.937000000000000200e-01	4.541000000000000000e-01	3.445923328399658200e-01	3.524553775787353500e-01
1.762780000000000100e+01	2.936000000000000300e-01	4.540000000000000100e-01	3.445072174072265600e-01	3.519923686981201200e-01
1.762419999999999800e+01	2.936000000000000300e-01	4.540000000000000100e-01	3.444887399673461900e-01	3.521873950958252000e-01
1.762050000000000000e+01	2.936000000000000300e-01	4.540000000000000100e-01	3.444787263870239300e-01	3.520004749298095700e-01
1.761690000000000100e+01	2.936000000000000300e-01	4.540000000000000100e-01	3.444591760635376000e-01	3.522450923919677700e-01
1.761319999999999900e+01	2.937000000000000200e-01	4.540000000000000100e-01	3.445938825607299800e-01	3.522293567657470700e-01
1.760950000000000100e+01	2.937000000000000200e-01	4.539000000000000300e-01	3.446117639541626000e-01	3.524174690246582000e-01
1.760589999999999800e+01	2.937000000000000200e-01	4.540000000000000100e-01	3.445841073989868200e-01	3.522064685821533200e-01
1.760220000000000000e+01	2.938000000000000100e-01	4.539000000000000300e-01	3.447281122207641600e-01	3.522431850433349600e-01
1.759860000000000100e+01	2.936000000000000300e-01	4.539000000000000300e-01	3.444315195083618200e-01	3.522648811340332000e-01
1.759489999999999900e+01	2.937000000000000200e-01	4.539000000000000300e-01	3.445817232131958000e-01	3.523828983306884800e-01
1.759130000000000000e+01	2.933999999999999900e-01	4.539000000000000300e-01	3.442245721817016600e-01	3.521790504455566400e-01
1.758759999999999800e+01	2.937000000000000200e-01	4.539000000000000300e-01	3.445816040039062500e-01	3.522968292236328100e-01
1.758400000000000000e+01	2.934999999999999800e-01	4.539000000000000300e-01	3.443628549575805700e-01	3.524250984191894500e-01
1.758030000000000100e+01	2.937000000000000200e-01	4.537999999999999800e-01	3.446015119552612300e-01	3.522593975067138700e-01
1.757669999999999900e+01	2.937000000000000200e-01	4.539000000000000300e-01	3.445774316787719700e-01	3.522820472717285200e-01
1.757300000000000000e+01	2.934999999999999800e-01	4.537999999999999800e-01	3.443388938903808600e-01	3.523750305175781300e-01
1.756940000000000200e+01	2.938999999999999900e-01	4.537999999999999800e-01	3.447794914245605500e-01	3.524827957153320300e-01
1.756570000000000000e+01	2.934999999999999800e-01	4.537999999999999800e-01	3.443359136581420900e-01	3.522706031799316400e-01
1.756200000000000100e+01	2.937000000000000200e-01	4.536999999999999900e-01	3.445825576782226600e-01	3.521931171417236300e-01
1.755829999999999900e+01	2.936000000000000300e-01	4.537999999999999800e-01	3.444427251815795900e-01	3.523302078247070300e-01
1.755470000000000000e+01	2.938000000000000100e-01	4.536999999999999900e-01	3.446828126907348600e-01	3.527467250823974600e-01
1.755110000000000200e+01	2.936000000000000300e-01	4.536999999999999900e-01	3.443996906280517600e-01	3.521308898925781300e-01
1.754740000000000000e+01	2.937000000000000200e-01	4.536999999999999900e-01	3.445365428924560500e-01	3.525505065917968800e-01
1.754370000000000100e+01	2.938000000000000100e-01	4.536999999999999900e-01	3.447024822235107400e-01	3.524065017700195300e-01
1.754009999999999900e+01	2.936000000000000300e-01	4.536000000000000000e-01	3.444170951843261700e-01	3.524632453918457000e-01
1.753650000000000000e+01	2.936000000000000300e-01	4.536999999999999900e-01	3.443896770477294900e-01	3.524441719055175800e-01
1.753280000000000200e+01	2.938000000000000100e-01	4.536000000000000000e-01	3.446569442749023400e-01	3.524718284606933600e-01
1.752919999999999900e+01	2.939999999999999800e-01	4.536000000000000000e-01	3.449145555496215800e-01	3.525419235229492200e-01
1.752550000000000100e+01	2.942000000000000200e-01	4.536000000000000000e-01	3.451118469238281300e-01	3.524777889251709000e-01
1.752179999999999900e+01	2.938999999999999900e-01	4.536000000000000000e-01	3.447526693344116200e-01	3.522977828979492200e-01
1.751820000000000000e+01	2.939999999999999800e-01	4.536000000000000000e-01	3.448836803436279300e-01	3.524723052978515600e-01
1.751450000000000200e+01	2.938999999999999900e-01	4.536000000000000000e-01	3.447898626327514600e-01	3.524818420410156300e-01
1.751089999999999900e+01	2.938000000000000100e-01	4.535000000000000100e-01	3.446742296218872100e-01	3.524913787841796900e-01
1.750720000000000100e+01	2.938000000000000100e-01	4.536000000000000000e-01	3.446433544158935500e-01	3.524086475372314500e-01
1.750349999999999900e+01	2.938000000000000100e-01	4.535000000000000100e-01	3.445911407470703100e-01	3.524172306060791000e-01
1.749990000000000000e+01	2.938000000000000100e-01	4.535000000000000100e-01	3.446397781372070300e-01	3.523659706115722700e-01
1.749630000000000200e+01	2.938999999999999900e-01	4.535000000000000100e-01	3.447434902191162100e-01	3.525774478912353500e-01
1.749259999999999900e+01	2.940999999999999700e-01	4.535000000000000100e-01	3.449792861938476600e-01	3.525598049163818400e-01
1.748890000000000100e+01	2.939999999999999800e-01	4.535000000000000100e-01	3.448634147644043000e-01	3.523948192596435500e-01
1.748519999999999900e+01	2.938999999999999900e-01	4.535000000000000100e-01	3.447301387786865200e-01	3.522977828979492200e-01
1.748160000000000000e+01	2.938000000000000100e-01	4.534000000000000300e-01	3.446357250213623000e-01	3.524711132049560500e-01
1.747790000000000200e+01	2.937000000000000200e-01	4.535000000000000100e-01	3.444535732269287100e-01	3.526039123535156300e-01
1.747420000000000000e+01	2.938999999999999900e-01	4.535000000000000100e-01	3.447527885437011700e-01	3.525590896606445300e-01
1.747060000000000100e+01	2.939999999999999800e-01	4.534000000000000300e-01	3.448319435119628900e-01	3.524327278137207000e-01
1.746689999999999900e+01	2.936000000000000300e-01	4.534000000000000300e-01	3.443549871444702100e-01	3.524985313415527300e-01
1.746330000000000000e+01	2.939999999999999800e-01	4.534000000000000300e-01	3.448458909988403300e-01	3.523967266082763700e-01
1.745929999999999900e+01	2.938000000000000100e-01	4.534000000000000300e-01	3.445848226547241200e-01	3.525977134704589800e-01
1.745550000000000100e+01	2.938000000000000100e-01	4.534000000000000300e-01	3.445862531661987300e-01	3.525516986846923800e-01
1.745169999999999900e+01	2.938999999999999900e-01	4.534000000000000300e-01	3.446966409683227500e-01	3.524944782257080100e-01
1.744790000000000100e+01	2.938000000000000100e-01	4.534000000000000300e-01	3.445664644241333000e-01	3.524200916290283200e-01
1.744399999999999900e+01	2.938999999999999900e-01	4.532999999999999800e-01	3.446780443191528300e-01	3.525164127349853500e-01
1.744020000000000100e+01	2.938999999999999900e-01	4.532999999999999800e-01	3.446773290634155300e-01	3.522820472717285200e-01
1.743639999999999900e+01	2.939999999999999800e-01	4.532999999999999800e-01	3.448240756988525400e-01	3.523771762847900400e-01
1.743260000000000100e+01	2.938999999999999900e-01	4.532999999999999800e-01	3.446873426437377900e-01	3.527295589447021500e-01
1.742869999999999900e+01	2.938000000000000100e-01	4.532999999999999800e-01	3.445940017700195300e-01	3.524854183197021500e-01
1.742490000000000100e+01	2.940999999999999700e-01	4.532999999999999800e-01	3.449361324310302700e-01	3.526093959808349600e-01
1.742119999999999900e+01	2.939999999999999800e-01	4.532999999999999800e-01	3.448071479797363300e-01	3.526377677917480500e-01
1.741750000000000000e+01	2.938999999999999900e-01	4.531999999999999900e-01	3.446755409240722700e-01	3.524580001831054700e-01
1.741390000000000200e+01	2.940999999999999700e-01	4.531999999999999900e-01	3.449320793151855500e-01	3.525009155273437500e-01
1.741010000000000000e+01	2.942000000000000200e-01	4.531999999999999900e-01	3.450189828872680700e-01	3.524835109710693400e-01
1.740650000000000100e+01	2.939999999999999800e-01	4.531999999999999900e-01	3.447599411010742200e-01	3.523235321044921900e-01
1.740279999999999900e+01	2.938999999999999900e-01	4.531999999999999900e-01	3.446494340896606400e-01	3.524956703186035200e-01
1.739920000000000000e+01	2.943000000000000100e-01	4.531999999999999900e-01	3.451101779937744100e-01	3.522913455963134800e-01
1.739549999999999800e+01	2.940999999999999700e-01	4.531999999999999900e-01	3.448963165283203100e-01	3.524198532104492200e-01
1.739180000000000000e+01	2.939999999999999800e-01	4.531999999999999900e-01	3.447589874267578100e-01	3.525958061218261700e-01
1.738820000000000100e+01	2.938999999999999900e-01	4.531999999999999900e-01	3.446384668350219700e-01	3.523111343383789100e-01
1.738449999999999900e+01	2.940999999999999700e-01	4.531000000000000000e-01	3.448313474655151400e-01	3.523983955383300800e-01
1.738090000000000000e+01	2.939999999999999800e-01	4.531999999999999900e-01	3.447276353836059600e-01	3.522133827209472700e-01
1.737719999999999800e+01	2.939999999999999800e-01	4.531000000000000000e-01	3.447369337081909200e-01	3.524491786956787100e-01
1.737360000000000000e+01	2.940999999999999700e-01	4.531000000000000000e-01	3.448725938796997100e-01	3.522970676422119100e-01
1.736990000000000100e+01	2.940999999999999700e-01	4.531000000000000000e-01	3.448325395584106400e-01	3.522660732269287100e-01
1.736619999999999900e+01	2.940999999999999700e-01	4.531000000000000000e-01	3.448426723480224600e-01	3.523523807525634800e-01
1.736260000000000000e+01	2.938999999999999900e-01	4.531000000000000000e-01	3.445793390274047900e-01	3.525540828704834000e-01
1.735889999999999800e+01	2.940999999999999700e-01	4.531000000000000000e-01	3.448114395141601600e-01	3.523685932159423800e-01
1.735530000000000000e+01	2.940999999999999700e-01	4.530000000000000100e-01	3.448262214660644500e-01	3.521990776062011700e-01
1.735160000000000100e+01	2.939999999999999800e-01	4.530000000000000100e-01	3.447208404541015600e-01	3.523602485656738300e-01
1.734799999999999900e+01	2.937000000000000200e-01	4.530000000000000100e-01	3.443542718887329100e-01	3.523561954498291000e-01
1.734430000000000000e+01	2.938999999999999900e-01	4.530000000000000100e-01	3.445551395416259800e-01	3.523125648498535200e-01
1.734059999999999800e+01	2.943000000000000100e-01	4.530000000000000100e-01	3.450518846511840800e-01	3.522126674652099600e-01
1.733700000000000000e+01	2.939999999999999800e-01	4.530000000000000100e-01	3.446638584136962900e-01	3.520121574401855500e-01
1.733340000000000100e+01	2.943000000000000100e-01	4.530000000000000100e-01	3.450405597686767600e-01	3.521804809570312500e-01
1.732969999999999900e+01	2.940999999999999700e-01	4.530000000000000100e-01	3.448060750961303700e-01	3.524985313415527300e-01
1.732600000000000100e+01	2.938000000000000100e-01	4.529000000000000200e-01	3.444011211395263700e-01	3.522124290466308600e-01
1.732239999999999800e+01	2.940999999999999700e-01	4.529000000000000200e-01	3.447842597961425800e-01	3.521583080291748000e-01
1.731870000000000000e+01	2.940999999999999700e-01	4.529000000000000200e-01	3.447740077972412100e-01	3.520038127899169900e-01
1.731500000000000100e+01	2.943000000000000100e-01	4.529000000000000200e-01	3.450241088867187500e-01	3.520898818969726600e-01
1.731139999999999900e+01	2.942000000000000200e-01	4.529000000000000200e-01	3.448555469512939500e-01	3.520174026489257800e-01
1.730770000000000100e+01	2.943000000000000100e-01	4.529000000000000200e-01	3.449927568435668900e-01	3.521811962127685500e-01
1.730409999999999800e+01	2.943000000000000100e-01	4.529000000000000200e-01	3.449968099594116200e-01	3.522839546203613300e-01
1.730040000000000000e+01	2.940999999999999700e-01	4.527999999999999800e-01	3.447692394256591800e-01	3.520803451538085900e-01
1.729680000000000100e+01	2.942000000000000200e-01	4.527999999999999800e-01	3.448774814605712900e-01	3.519077301025390600e-01
1.729309999999999900e+01	2.940999999999999700e-01	4.527999999999999800e-01	3.447537422180175800e-01	3.519902229309082000e-01
1.728950000000000000e+01	2.942000000000000200e-01	4.527999999999999800e-01	3.448482751846313500e-01	3.523077964782714800e-01
1.728579999999999800e+01	2.945999999999999700e-01	4.527999999999999800e-01	3.453521728515625000e-01	3.521242141723632800e-01
1.728220000000000000e+01	2.940999999999999700e-01	4.527999999999999800e-01	3.447383642196655300e-01	3.519723415374755900e-01
1.727850000000000100e+01	2.940999999999999700e-01	4.527999999999999800e-01	3.447049856185913100e-01	3.519616127014160200e-01
1.727479999999999900e+01	2.943000000000000100e-01	4.526999999999999900e-01	3.449832201004028300e-01	3.519532680511474600e-01
1.727120000000000000e+01	2.944000000000000000e-01	4.526999999999999900e-01	3.450785875320434600e-01	3.522374629974365200e-01
1.726760000000000200e+01	2.943000000000000100e-01	4.526999999999999900e-01	3.449726104736328100e-01	3.520653247833252000e-01
1.726390000000000000e+01	2.944000000000000000e-01	4.526999999999999900e-01	3.450723886489868200e-01	3.520526885986328100e-01
1.726020000000000100e+01	2.943000000000000100e-01	4.526999999999999900e-01	3.449438810348510700e-01	3.522434234619140600e-01
1.725659999999999900e+01	2.943000000000000100e-01	4.526999999999999900e-01	3.449345827102661100e-01	3.519113063812255900e-01
1.725290000000000000e+01	2.944999999999999800e-01	4.526999999999999900e-01	3.451693058013916000e-01	3.522248268127441400e-01
